rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
68,502671,Paul Goldschmidt,NYY,ATL,2026-08-08T19:05:00Z,Pre-Game,1,Chris Sale,519242,L,49.8,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",36.0,21.0,85.7,93.2,78.0,0.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,18,0,"Last 7 games: 1/18, 0 HR","platoon edge; pitcher baseline 5.7% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.75,38.59,87.67,99.3313,0.4185,0.1777,0.3115,71.62,16.13,33.39,29.28,14.2,0.1822,5.74,33.65,87.34,0.3249,0.1087,26.53,Out To LF,91,Yankee Stadium,
69,669016,Brandon Marsh,PHI,TOR,2026-08-08T22:05:00Z,Scheduled,6,Max Scherzer,453286,R,49.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",38.6,55.5,34.3,71.7,80.0,25.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","platoon edge; pitcher baseline 11.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.61,45.07,89.98,100.2709,0.4278,0.1634,0.3188,71.54,15.79,37.84,26.17,14.5,0.1665,11.35,38.48,88.65,0.4722,0.2146,29.12,,,Citizens Bank Park,
70,663728,Cal Raleigh,SEA,TB,2026-08-09T01:50:00Z,Scheduled,6,Griffin Jax,643377,R,49.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",54.6,41.6,25.4,71.7,75.0,19.1,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","switch hitter; pitcher baseline 9.3% barrel, 11.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.95,38.82,89.55,100.6066,0.4245,0.2299,0.3178,75.06,53.09,53.73,41.59,26.4,0.2041,9.33,41.02,88.92,0.4,0.1555,23.72,,,T-Mobile Park,
71,655316,Andruw Monasterio,BOS,ATH,2026-08-08T20:10:00Z,Pre-Game,5,Gage Jump,695611,L,49.5,Longshot,Watch List,"Good Environment, Platoon Edge",29.3,32.3,74.7,86.4,78.0,35.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,0,Contact streak: 10/28 over last 7 games,"platoon edge; pitcher baseline 5.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.75,36.5,88.33,98.0297,0.3917,0.1481,0.3045,69.17,3.15,42.79,32.25,5.4,0.1824,5.5,42.0,90.0,0.383,0.131,26.0,Out To RF,88,Fenway Park,
72,664023,Ian Happ,CHC,KC,2026-08-08T23:10:00Z,Scheduled,5,Seth Lugo,607625,R,49.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",43.8,54.8,23.2,81.9,75.0,0.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,20,0,"Last 7 games: 0/20, 0 HR","switch hitter; pitcher baseline 9.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.17,42.16,89.44,100.7558,0.4094,0.1944,0.3225,71.88,19.13,43.63,33.16,19.5,0.1868,9.49,44.01,90.21,0.4716,0.2009,29.88,,,Kauffman Stadium,
73,687462,Spencer Horwitz,PIT,NYM,2026-08-08T22:40:00Z,Scheduled,5,Robert Stock,476594,R,49.1,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Platoon Edge",25.9,75.2,24.3,81.9,80.0,3.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","platoon edge; pitcher baseline 13.0% barrel, 1.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.09,33.83,87.05,97.6733,0.3881,0.1507,0.3288,68.75,5.32,40.64,27.63,10.3,0.1641,13.01,45.03,89.33,0.6059,0.2936,36.99,,,PNC Park,
74,677951,Bobby Witt,KC,CHC,2026-08-08T23:10:00Z,Scheduled,2,Clay Holmes,605280,R,49.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.1,30.9,23.2,95.5,50.0,24.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","same-side matchup; pitcher baseline 5.8% barrel, 6.3 HR allowed",EV profile; pitcher fly-ball pressure modest,12.36,51.3,92.95,103.6779,0.5143,0.2136,0.3797,73.95,42.16,29.96,26.64,16.0,0.1801,5.75,43.49,89.77,0.3744,0.1255,20.86,,,Kauffman Stadium,
75,682985,Riley Greene,DET,SF,2026-08-08T23:15:00Z,Scheduled,4,Landen Roupp,694738,R,49.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",60.8,20.5,19.3,90.4,80.0,27.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","platoon edge; pitcher baseline 5.7% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.42,47.67,90.39,102.5671,0.4868,0.234,0.3558,75.6,57.8,38.84,33.24,22.0,0.1979,5.68,31.74,87.07,0.3562,0.1204,21.12,,,Oracle Park,
76,683002,Gunnar Henderson,BAL,TEX,2026-08-08T23:15:00Z,Scheduled,3,Jacob deGrom,594798,R,48.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.7,49.3,27.6,92.1,80.0,7.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.62,46.26,90.35,101.4067,0.3984,0.1504,0.3193,74.67,47.03,41.29,24.29,17.7,0.171,8.81,44.14,90.45,0.3959,0.1651,29.53,,,Globe Life Field,
77,691723,Coby Mayo,BAL,TEX,2026-08-08T23:15:00Z,Scheduled,6,Jacob deGrom,594798,R,48.9,Longshot,Watch List,"Projected Lineup, Strong Barrel",49.1,49.3,27.6,71.7,50.0,43.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,1,"Last 7 games: 6/21, 1 HR","same-side matchup; pitcher baseline 8.8% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.29,45.8,91.01,102.9087,0.4015,0.1887,0.2995,75.33,54.18,49.76,34.67,13.8,0.2053,8.81,44.14,90.45,0.3959,0.1651,29.53,,,Globe Life Field,
78,665489,Vladimir Guerrero,TOR,PHI,2026-08-08T22:05:00Z,Scheduled,2,Aaron Nola,605400,R,48.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.6,50.6,34.3,95.5,50.0,10.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,0,"Last 7 games: 5/26, 0 HR","same-side matchup; pitcher baseline 9.7% barrel, 25.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.35,45.73,90.67,103.1382,0.4325,0.1444,0.3504,76.42,64.03,36.72,18.75,11.1,0.1155,9.73,42.04,88.91,0.4268,0.1801,27.95,,,Citizens Bank Park,
79,543807,George Springer,TOR,PHI,2026-08-08T22:05:00Z,Scheduled,4,Aaron Nola,605400,R,48.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.8,50.6,34.3,90.4,50.0,15.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","same-side matchup; pitcher baseline 9.7% barrel, 25.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.9,41.51,88.95,100.2532,0.4352,0.1876,0.3361,73.24,34.95,42.07,27.28,18.0,0.1887,9.73,42.04,88.91,0.4268,0.1801,27.95,,,Citizens Bank Park,
80,668930,Brice Turang,MIL,MIN,2026-08-08T23:10:00Z,Scheduled,1,Taj Bradley,671737,R,48.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.3,48.0,27.6,88.7,80.0,15.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","platoon edge; pitcher baseline 8.9% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.0,43.97,90.75,100.5498,0.4367,0.1775,0.3427,70.25,13.06,27.02,23.99,16.6,0.175,8.87,43.75,90.46,0.3889,0.1582,28.98,,,American Family Field,
81,691458,Blaze Jordan,STL,COL,2026-08-08T23:15:00Z,Scheduled,6,Kyle Freeland,607536,L,48.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.4,60.0,22.1,71.7,78.0,36.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,22,0,Contact streak: 8/22 over last 7 games,"platoon edge; pitcher baseline 10.3% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.5,47.1,89.6,100.5027,0.414,0.144,0.315,72.6,27.0,38.7,20.2,1.0,0.118,10.31,44.29,90.54,0.4807,0.1973,29.43,,,Busch Stadium,
82,665052,Griffin Conine,MIA,LAA,2026-08-08T20:10:00Z,Pre-Game,5,Walbert Ureña,700712,R,48.4,Longshot,Watch List,"Strong Barrel, Platoon Edge",58.2,13.8,35.0,86.4,80.0,26.4,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","platoon edge; pitcher baseline 4.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.36,51.74,91.32,103.4903,0.4621,0.2096,0.344,74.26,45.23,43.02,22.43,7.6,0.2259,4.9,33.2,86.9,0.294,0.095,22.0,None,72,loanDepot park,
83,680777,Ryan Jeffers,MIN,MIL,2026-08-08T23:10:00Z,Scheduled,2,Robert Gasser,688107,L,48.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",41.6,35.6,27.6,95.5,78.0,29.2,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 7.9% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.01,41.54,89.44,101.0048,0.4413,0.1864,0.3537,72.86,34.86,37.11,27.89,9.7,0.1954,7.88,35.79,88.27,0.3897,0.1614,27.17,,,American Family Field,
84,701538,Jackson Merrill,SD,HOU,2026-08-08T23:15:00Z,Scheduled,5,Peter Lambert,663567,R,48.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",47.6,32.8,22.6,81.9,80.0,53.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,1,Contact streak: 10/28 over last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.32,45.21,89.98,100.4739,0.4578,0.2025,0.3288,72.88,27.12,37.77,28.73,16.0,0.1685,6.5,37.7,88.9,0.343,0.14,33.6,,,Petco Park,
85,802139,JJ Wetherholt,STL,COL,2026-08-08T23:15:00Z,Scheduled,1,Kyle Freeland,607536,L,48.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",37.5,60.0,22.1,88.7,50.0,25.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","same-side matchup; pitcher baseline 10.3% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.2,43.9,89.6,99.3221,0.434,0.177,0.351,72.1,21.2,37.5,28.7,16.0,0.139,10.31,44.29,90.54,0.4807,0.1973,29.43,,,Busch Stadium,
86,680776,Jarren Duran,BOS,ATH,2026-08-08T20:10:00Z,Pre-Game,8,Gage Jump,695611,L,48.0,Longshot,Watch List,"Strong Barrel, Good Environment, Hot Hitter/Streak",39.0,32.3,74.7,52.4,50.0,87.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 5.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.05,41.06,90.26,102.0217,0.3932,0.155,0.3071,74.98,49.89,38.83,22.72,16.0,0.1657,5.5,42.0,90.0,0.383,0.131,26.0,Out To RF,88,Fenway Park,
87,687263,Zach Neto,LAA,MIA,2026-08-08T20:10:00Z,Pre-Game,4,Sandy Alcantara,645261,R,48.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",48.5,34.7,35.0,90.4,50.0,25.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,30,1,"Last 7 games: 5/30, 1 HR","same-side matchup; pitcher baseline 6.5% barrel, 18.5 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.74,42.12,89.95,100.2509,0.4264,0.2104,0.3153,71.26,13.34,47.41,35.59,21.8,0.2009,6.5,38.56,89.02,0.3919,0.1365,23.82,None,72,loanDepot park,
88,682928,CJ Abrams,WSH,CIN,2026-08-08T22:45:00Z,Scheduled,1,Chase Burns,695505,R,48.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",41.6,39.5,28.2,88.7,80.0,18.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,0,"Last 7 games: 7/29, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.84,41.58,89.4,100.1206,0.4423,0.1875,0.3356,72.75,27.54,43.59,28.94,25.3,0.2355,8.73,39.54,89.43,0.3532,0.1432,29.29,,,Nationals Park,
89,665487,Fernando Tatis,SD,HOU,2026-08-08T23:15:00Z,Scheduled,1,Peter Lambert,663567,R,48.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",52.2,32.8,22.6,88.7,50.0,50.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 11.0 HR allowed",EV profile; pitcher allows elevated contact,11.07,52.57,92.6,104.3302,0.4607,0.1792,0.3609,75.51,57.63,34.03,22.01,14.5,0.143,6.5,37.7,88.9,0.343,0.14,33.6,,,Petco Park,
90,663886,Tyler Stephenson,CIN,WSH,2026-08-08T22:45:00Z,Scheduled,5,Andrew Alvarez,674841,L,47.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",51.5,22.0,28.2,81.9,78.0,56.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 4.4% barrel, 1.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.96,46.61,90.85,100.5239,0.4508,0.2089,0.3382,70.66,7.63,37.43,32.66,10.9,0.1732,4.4,41.71,89.53,0.3486,0.1025,15.94,,,Nationals Park,
91,656555,Rhys Hoskins,CLE,CWS,2026-08-08T23:15:00Z,Scheduled,5,Anthony Kay,641743,L,47.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.0,39.0,27.6,81.9,78.0,34.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,13,1,"Last 7 games: 3/13, 1 HR","platoon edge; pitcher baseline 8.6% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.12,42.83,89.5,99.9272,0.3554,0.1697,0.3,71.63,16.57,54.9,33.08,12.0,0.1923,8.6,39.5,88.4,0.406,0.143,21.9,,,Rate Field,
92,650489,Willi Castro,COL,STL,2026-08-08T23:15:00Z,Scheduled,6,Matthew Liberatore,669461,L,47.3,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",31.5,50.6,22.1,71.7,75.0,92.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 9.2% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.97,39.05,87.4,100.0388,0.3862,0.1533,0.3074,72.51,26.39,42.6,31.53,12.4,0.1568,9.2,41.94,90.46,0.4489,0.1815,28.31,,,Busch Stadium,
93,701807,Carson Benge,NYM,PIT,2026-08-08T22:40:00Z,Scheduled,4,Bubba Chandler,696149,R,47.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",34.8,34.5,24.3,90.4,80.0,77.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.0% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.8,41.0,89.4,100.0859,0.444,0.161,0.343,70.9,17.4,32.6,26.1,13.0,0.142,6.95,38.32,89.29,0.3814,0.1518,25.95,,,PNC Park,
94,668227,Randy Arozarena,SEA,TB,2026-08-09T01:50:00Z,Scheduled,2,Griffin Jax,643377,R,47.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.8,42.9,25.4,95.5,50.0,40.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","same-side matchup; pitcher baseline 9.3% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.91,45.07,91.16,101.0841,0.4212,0.1669,0.3438,71.32,24.87,33.42,23.12,17.9,0.1747,9.33,41.02,88.92,0.4,0.1555,23.72,,,T-Mobile Park,
95,677592,Everson Pereira,STL,COL,2026-08-08T23:15:00Z,Scheduled,8,Kyle Freeland,607536,L,46.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",43.4,60.0,22.1,47.9,78.0,23.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,13,1,"Last 7 games: 2/13, 1 HR","platoon edge; pitcher baseline 10.3% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.96,43.58,88.96,100.6024,0.3782,0.1822,0.2791,74.41,43.87,44.62,27.33,3.4,0.1815,10.31,44.29,90.54,0.4807,0.1973,29.43,,,Busch Stadium,
96,607208,Trea Turner,PHI,TOR,2026-08-08T22:05:00Z,Scheduled,2,Max Scherzer,453286,R,46.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",28.1,55.5,34.3,95.5,50.0,23.4,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","same-side matchup; pitcher baseline 11.3% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.15,41.33,88.81,99.5274,0.389,0.1316,0.307,71.52,19.28,35.31,24.85,15.7,0.1509,11.35,38.48,88.65,0.4722,0.2146,29.12,,,Citizens Bank Park,
97,681624,Andy Pages,LAD,AZ,2026-08-09T00:10:00Z,Scheduled,2,Brandon Pfaadt,694297,R,46.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.6,43.9,28.2,95.5,50.0,37.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","same-side matchup; pitcher baseline 9.0% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.91,41.19,88.95,99.8821,0.4364,0.17,0.3314,72.85,26.75,37.2,28.72,21.4,0.189,9.01,39.29,89.54,0.4198,0.1666,22.29,,,Chase Field,
98,663656,Kyle Tucker,LAD,AZ,2026-08-09T00:10:00Z,Scheduled,6,Brandon Pfaadt,694297,R,46.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",35.0,43.9,28.2,71.7,80.0,60.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,20,1,Contact streak: 8/20 over last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.86,39.42,89.33,98.9872,0.4235,0.1577,0.3482,71.58,21.36,43.38,32.56,13.6,0.1532,9.01,39.29,89.54,0.4198,0.1666,22.29,,,Chase Field,
99,703607,Henry Bolte,ATH,BOS,2026-08-08T20:10:00Z,Pre-Game,7,Jake Bennett,687562,L,46.4,Longshot,Watch List,"Projected Lineup, Good Environment, Platoon Edge",35.5,23.1,74.7,59.8,78.0,50.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,1,Contact streak: 8/24 over last 7 games,"platoon edge; pitcher baseline 5.1% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.5,48.1,90.5,104.0293,0.351,0.122,0.301,77.0,74.4,30.4,18.0,4.0,0.087,5.1,36.3,87.8,0.358,0.131,24.7,Out To RF,88,Fenway Park,
100,695734,Daylen Lile,WSH,CIN,2026-08-08T22:45:00Z,Scheduled,4,Chase Burns,695505,R,46.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.0,39.5,28.2,90.4,80.0,45.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.51,37.37,88.48,98.6894,0.4245,0.1579,0.3235,70.5,8.17,41.22,32.76,13.2,0.1836,8.73,39.54,89.43,0.3532,0.1432,29.29,,,Nationals Park,
101,661388,William Contreras,MIL,MIN,2026-08-08T23:10:00Z,Scheduled,4,Taj Bradley,671737,R,46.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.9,48.0,27.6,90.4,50.0,28.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","same-side matchup; pitcher baseline 8.9% barrel, 17.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,44.79,90.26,101.5359,0.4217,0.1639,0.3287,73.2,35.04,36.39,23.59,12.8,0.1299,8.87,43.75,90.46,0.3889,0.1582,28.98,,,American Family Field,
