rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
162,666182,Bo Bichette,NYM,PIT,2026-08-08T22:40:00Z,Scheduled,3,Bubba Chandler,696149,R,41.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",31.4,34.5,24.3,92.1,50.0,34.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,1,"Last 7 games: 7/31, 1 HR","same-side matchup; pitcher baseline 7.0% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.64,42.78,89.81,100.9759,0.4261,0.1454,0.3285,69.8,13.09,26.7,22.95,13.1,0.1307,6.95,38.32,89.29,0.3814,0.1518,25.95,,,PNC Park,
163,682626,Francisco Alvarez,NYM,PIT,2026-08-08T22:40:00Z,Scheduled,9,Bubba Chandler,696149,R,41.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",56.9,34.5,24.3,40.2,50.0,8.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","same-side matchup; pitcher baseline 7.0% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.46,47.51,91.0,102.7776,0.4545,0.2164,0.3386,74.11,42.67,39.57,25.31,11.7,0.1833,6.95,38.32,89.29,0.3814,0.1518,25.95,,,PNC Park,
164,679529,Spencer Torkelson,DET,SF,2026-08-08T23:15:00Z,Scheduled,6,Landen Roupp,694738,R,41.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",50.9,20.5,19.3,71.7,50.0,40.1,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,31,0,Contact streak: 12/31 over last 7 games,"same-side matchup; pitcher baseline 5.7% barrel, 9.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.5,42.86,89.92,100.3495,0.4287,0.2055,0.3228,73.14,25.81,47.91,36.53,23.3,0.2034,5.68,31.74,87.07,0.3562,0.1204,21.12,,,Oracle Park,
165,647304,Josh Naylor,SEA,TB,2026-08-09T01:50:00Z,Scheduled,5,Griffin Jax,643377,R,41.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.4,42.9,25.4,81.9,80.0,13.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","platoon edge; pitcher baseline 9.3% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.09,37.7,88.15,99.0737,0.3984,0.1296,0.3215,70.41,11.4,41.43,23.34,11.6,0.1159,9.33,41.02,88.92,0.4,0.1555,23.72,,,T-Mobile Park,
166,656775,Cedric Mullins,TB,SEA,2026-08-09T01:50:00Z,Scheduled,5,George Kirby,669923,R,40.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.2,42.4,25.4,81.9,80.0,37.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,1,"Last 7 games: 5/20, 1 HR","platoon edge; pitcher baseline 7.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.52,32.61,88.24,97.792,0.308,0.1215,0.2596,70.82,8.66,45.39,31.73,14.2,0.1596,7.9,42.5,90.04,0.4004,0.1458,25.64,,,T-Mobile Park,
167,682657,Angel Martinez,CLE,CWS,2026-08-08T23:15:00Z,Scheduled,6,Anthony Kay,641743,L,40.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.5,37.5,27.6,71.7,75.0,46.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","switch hitter; pitcher baseline 8.6% barrel, 14.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.79,34.62,87.73,98.9384,0.383,0.1424,0.2886,70.8,14.97,46.49,26.8,11.7,0.1756,8.6,39.5,88.4,0.406,0.143,21.9,,,Rate Field,
168,678662,Ezequiel Tovar,COL,STL,2026-08-08T23:15:00Z,Scheduled,9,Matthew Liberatore,669461,L,40.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.8,52.6,22.1,40.2,78.0,48.1,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,1,"Last 7 games: 7/22, 1 HR","platoon edge; pitcher baseline 9.2% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.2,35.61,88.07,99.0152,0.3843,0.152,0.2868,71.95,20.96,37.19,29.29,9.0,0.133,9.2,41.94,90.46,0.4489,0.1815,28.31,,,Busch Stadium,
169,690993,Colt Keith,DET,SF,2026-08-08T23:15:00Z,Scheduled,5,Landen Roupp,694738,R,40.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",35.6,20.5,19.3,81.9,80.0,39.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,0,Contact streak: 8/21 over last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.87,42.02,89.02,100.0224,0.4356,0.1667,0.3319,71.47,15.64,37.31,27.42,9.5,0.1514,5.68,31.74,87.07,0.3562,0.1204,21.12,,,Oracle Park,
170,686681,Michael Massey,KC,CHC,2026-08-08T23:10:00Z,Scheduled,5,Clay Holmes,605280,R,40.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",28.4,30.9,23.2,81.9,80.0,23.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,1,"Last 7 games: 4/26, 1 HR","platoon edge; pitcher baseline 5.8% barrel, 6.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.47,38.25,89.18,98.6754,0.3796,0.1423,0.2846,71.5,12.4,48.94,32.76,7.2,0.1334,5.75,43.49,89.77,0.3744,0.1255,20.86,,,Kauffman Stadium,
171,664983,Jake McCarthy,COL,STL,2026-08-08T23:15:00Z,Scheduled,1,Matthew Liberatore,669461,L,40.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",13.7,52.6,22.1,88.7,50.0,53.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,31,1,Contact streak: 11/31 over last 7 games,"same-side matchup; pitcher baseline 9.2% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.88,26.76,84.91,96.6012,0.3873,0.128,0.3028,70.68,10.95,38.08,21.52,8.9,0.1809,9.2,41.94,90.46,0.4489,0.1815,28.31,,,Busch Stadium,
172,685133,Wade Meckler,LAA,MIA,2026-08-08T20:10:00Z,Pre-Game,1,Sandy Alcantara,645261,R,39.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",12.7,34.7,35.0,88.7,80.0,50.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,1,Contact streak: 6/18 over last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 18.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.0,31.2,86.0,96.4067,0.377,0.112,0.318,68.7,1.9,34.4,19.2,3.0,0.11,6.5,38.56,89.02,0.3919,0.1365,23.82,None,72,loanDepot park,
173,666139,Josh Lowe,LAA,MIA,2026-08-08T20:10:00Z,Pre-Game,8,Sandy Alcantara,645261,R,39.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",35.2,34.7,35.0,47.9,80.0,16.6,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,13,0,"Last 7 games: 3/13, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 18.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.07,38.41,89.02,99.3309,0.3924,0.166,0.2966,73.66,36.64,36.83,31.71,8.9,0.1446,6.5,38.56,89.02,0.3919,0.1365,23.82,None,72,loanDepot park,
174,664770,Nathan Lukes,TOR,PHI,2026-08-08T22:05:00Z,Scheduled,1,Aaron Nola,605400,R,39.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",8.8,50.6,34.3,88.7,80.0,0.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,0,"Last 7 games: 3/26, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 25.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.07,30.28,86.92,96.7321,0.3451,0.0903,0.2933,67.3,4.04,34.29,20.67,7.1,0.1142,9.73,42.04,88.91,0.4268,0.1801,27.95,,,Citizens Bank Park,
175,694384,Nolan Schanuel,LAA,MIA,2026-08-08T20:10:00Z,Pre-Game,3,Sandy Alcantara,645261,R,39.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",13.7,34.7,35.0,92.1,80.0,29.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 6.5% barrel, 18.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.17,31.73,87.5,97.0473,0.3873,0.1113,0.3291,67.89,5.83,40.87,21.57,8.5,0.1208,6.5,38.56,89.02,0.3919,0.1365,23.82,None,72,loanDepot park,
176,687093,Vaughn Grissom,LAA,MIA,2026-08-08T20:10:00Z,Pre-Game,5,Sandy Alcantara,645261,R,39.6,Longshot,Watch List,Projected Lineup,29.6,34.7,35.0,81.9,50.0,5.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,0,"Last 7 games: 4/26, 0 HR","same-side matchup; pitcher baseline 6.5% barrel, 18.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.6,39.9,88.7,99.5497,0.403,0.143,0.325,71.6,19.9,40.8,26.3,7.0,0.14,6.5,38.56,89.02,0.3919,0.1365,23.82,None,72,loanDepot park,
177,667472,Dane Myers,CIN,WSH,2026-08-08T22:45:00Z,Scheduled,3,Andrew Alvarez,674841,L,39.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",27.7,22.0,28.2,92.1,78.0,18.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 4.4% barrel, 1.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.05,37.52,89.86,99.3825,0.3769,0.1379,0.3152,71.25,19.59,26.46,25.31,3.9,0.0973,4.4,41.71,89.53,0.3486,0.1025,15.94,,,Nationals Park,
178,605170,Victor Caratini,MIN,MIL,2026-08-08T23:10:00Z,Scheduled,6,Robert Gasser,688107,L,39.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.7,34.7,27.6,71.7,75.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,15,0,"Last 7 games: 0/15, 0 HR","switch hitter; pitcher baseline 7.9% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.93,39.79,89.26,99.0066,0.3949,0.1525,0.3213,71.39,16.15,37.64,24.46,8.5,0.1219,7.88,35.79,88.27,0.3897,0.1614,27.17,,,American Family Field,
179,518595,Travis d'Arnaud,LAA,MIA,2026-08-08T20:10:00Z,Pre-Game,9,Sandy Alcantara,645261,R,39.3,Longshot,Watch List,"Projected Lineup, Strong Barrel",39.2,34.7,35.0,40.2,50.0,53.9,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,14,1,Contact streak: 5/14 over last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 18.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.06,32.58,87.57,97.6828,0.3824,0.1848,0.2893,71.08,14.79,27.71,31.02,2.5,0.1068,6.5,38.56,89.02,0.3919,0.1365,23.82,None,72,loanDepot park,
180,689414,Liam Hicks,TB,SEA,2026-08-09T01:50:00Z,Scheduled,4,George Kirby,669923,R,39.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",9.1,42.4,25.4,90.4,80.0,48.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 7.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.81,28.47,85.02,96.3489,0.35,0.1018,0.3136,68.03,3.79,42.45,24.57,12.3,0.1389,7.9,42.5,90.04,0.4004,0.1458,25.64,,,T-Mobile Park,
181,676609,José Caballero,NYY,ATL,2026-08-08T19:05:00Z,Pre-Game,8,Chris Sale,519242,L,39.1,Longshot,Watch List,"Good Environment, Platoon Edge, Hot Hitter/Streak",9.2,21.0,85.7,52.4,78.0,76.4,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,13,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 5.7% barrel, 8.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.64,26.61,84.53,96.3907,0.3404,0.1129,0.2857,68.75,8.05,41.6,21.31,9.9,0.1383,5.74,33.65,87.34,0.3249,0.1087,26.53,Out To LF,91,Yankee Stadium,
182,657136,Connor Wong,BOS,ATH,2026-08-08T20:10:00Z,Pre-Game,9,Gage Jump,695611,L,38.8,Longshot,Watch List,"Good Environment, Platoon Edge",17.0,32.3,74.7,44.8,78.0,18.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,1,"Last 7 games: 2/18, 1 HR","platoon edge; pitcher baseline 5.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.57,35.48,86.48,99.3198,0.3293,0.1048,0.2905,72.58,26.07,40.59,23.28,2.1,0.1019,5.5,42.0,90.0,0.383,0.131,26.0,Out To RF,88,Fenway Park,
183,670623,Isaac Paredes,HOU,SD,2026-08-08T23:15:00Z,Scheduled,3,Michael King,650633,R,38.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",19.0,41.4,22.6,92.1,50.0,36.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","same-side matchup; pitcher baseline 9.4% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.81,30.52,86.56,96.9524,0.3772,0.1327,0.3228,67.74,7.57,52.0,30.94,16.5,0.176,9.44,34.74,87.59,0.4144,0.1737,27.33,,,Petco Park,
184,630105,Jake Cronenworth,SD,HOU,2026-08-08T23:15:00Z,Scheduled,2,Peter Lambert,663567,R,38.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",17.4,32.8,22.6,95.5,80.0,24.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.87,33.33,87.66,98.0874,0.3383,0.107,0.3043,71.39,17.46,31.47,21.74,5.4,0.0883,6.5,37.7,88.9,0.343,0.14,33.6,,,Petco Park,
185,687597,Jordan Beck,COL,STL,2026-08-08T23:15:00Z,Scheduled,7,Matthew Liberatore,669461,L,38.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.0,52.6,22.1,59.8,78.0,24.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,0,"Last 7 games: 6/21, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.03,30.38,86.0,97.785,0.3369,0.1164,0.2667,73.34,34.52,38.89,28.88,5.5,0.1475,9.2,41.94,90.46,0.4489,0.1815,28.31,,,Busch Stadium,
186,668709,JJ Bleday,CIN,WSH,2026-08-08T22:45:00Z,Scheduled,7,Andrew Alvarez,674841,L,38.7,Longshot,Watch List,Projected Lineup,41.4,22.0,28.2,59.8,50.0,52.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 4.4% barrel, 1.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.97,40.52,88.77,100.0351,0.4262,0.19,0.3376,73.21,29.05,45.95,33.48,18.2,0.2242,4.4,41.71,89.53,0.3486,0.1025,15.94,,,Nationals Park,
187,699393,Pedro Ramirez,CHC,KC,2026-08-08T23:10:00Z,Scheduled,8,Seth Lugo,607625,R,38.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",20.5,54.8,23.2,47.9,75.0,37.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,20,1,"Last 7 games: 5/20, 1 HR","switch hitter; pitcher baseline 9.5% barrel, 18.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.2,42.9,89.7,99.435,0.354,0.088,0.298,72.2,20.7,34.1,17.6,2.0,0.145,9.49,44.01,90.21,0.4716,0.2009,29.88,,,Kauffman Stadium,
188,694497,Evan Carter,TEX,BAL,2026-08-08T23:15:00Z,Scheduled,5,Kyle Bradish,680694,R,38.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",22.1,35.4,27.6,81.9,80.0,2.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,0,"Last 7 games: 3/22, 0 HR","platoon edge; pitcher baseline 8.5% barrel, 10.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.83,36.21,87.33,98.8109,0.3404,0.1253,0.2996,71.02,17.86,39.4,27.77,7.1,0.138,8.52,37.99,88.61,0.3662,0.1401,22.87,,,Globe Life Field,
189,673357,Luis Robert,NYM,PIT,2026-08-08T22:40:00Z,Scheduled,5,Bubba Chandler,696149,R,38.5,Longshot,Watch List,Projected Lineup,30.8,34.5,24.3,81.9,50.0,9.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,0,"Last 7 games: 5/27, 0 HR","same-side matchup; pitcher baseline 7.0% barrel, 7.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.03,40.2,88.98,101.7094,0.3707,0.1422,0.3,76.3,64.33,46.79,25.35,7.0,0.1214,6.95,38.32,89.29,0.3814,0.1518,25.95,,,PNC Park,
190,660688,Keibert Ruiz,WSH,CIN,2026-08-08T22:45:00Z,Scheduled,5,Chase Burns,695505,R,38.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",16.2,38.4,28.2,81.9,75.0,27.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,0,"Last 7 games: 7/23, 0 HR","switch hitter; pitcher baseline 8.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.88,35.87,87.88,97.713,0.3517,0.1066,0.2786,67.22,0.65,53.98,26.21,5.5,0.1396,8.73,39.54,89.43,0.3532,0.1432,29.29,,,Nationals Park,
191,665750,Leody Taveras,BAL,TEX,2026-08-08T23:15:00Z,Scheduled,7,Jacob deGrom,594798,R,38.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.3,47.3,27.6,59.8,75.0,26.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","switch hitter; pitcher baseline 8.8% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.35,32.54,87.87,98.9476,0.3279,0.1166,0.2705,72.25,23.34,33.23,23.54,5.1,0.1193,8.81,44.14,90.45,0.3959,0.1651,29.53,,,Globe Life Field,
192,691788,Joe Mack,MIA,LAA,2026-08-08T20:10:00Z,Pre-Game,8,Walbert Ureña,700712,R,38.2,Longshot,Watch List,Platoon Edge,40.7,13.8,35.0,52.4,80.0,33.7,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,18,1,"Last 7 games: 4/18, 1 HR","platoon edge; pitcher baseline 4.9% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.9,40.1,88.6,100.0642,0.435,0.196,0.315,74.3,42.9,48.7,25.7,11.0,0.196,4.9,33.2,86.9,0.294,0.095,22.0,None,72,loanDepot park,
193,657757,Gavin Sheets,SD,HOU,2026-08-08T23:15:00Z,Scheduled,7,Peter Lambert,663567,R,38.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.3,32.8,22.6,59.8,80.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,12,0,"Last 7 games: 1/12, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.71,41.74,88.36,99.7265,0.4047,0.1634,0.3246,74.52,48.02,39.05,23.49,15.5,0.177,6.5,37.7,88.9,0.343,0.14,33.6,,,Petco Park,
194,686780,Pedro Pages,STL,COL,2026-08-08T23:15:00Z,Scheduled,9,Kyle Freeland,607536,L,38.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",22.9,60.0,22.1,40.2,78.0,3.4,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,7,0,"Last 7 games: 1/7, 0 HR","platoon edge; pitcher baseline 10.3% barrel, 21.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.86,37.76,87.02,99.3442,0.3379,0.1257,0.2639,72.53,23.1,36.97,26.43,6.1,0.1218,10.31,44.29,90.54,0.4807,0.1973,29.43,,,Busch Stadium,
195,805779,Jacob Wilson,ATH,BOS,2026-08-08T20:10:00Z,Pre-Game,1,Jake Bennett,687562,L,37.9,Longshot,Watch List,"Projected Lineup, Good Environment, Premium Lineup Spot, Platoon Edge",3.0,23.1,74.7,88.7,78.0,14.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,0,"Last 7 games: 6/28, 0 HR","platoon edge; pitcher baseline 5.1% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.55,27.01,84.18,95.5012,0.3542,0.0856,0.2907,64.36,0.51,34.84,19.97,8.8,0.1239,5.1,36.3,87.8,0.358,0.131,24.7,Out To RF,88,Fenway Park,
196,681198,TJ Rumfield,COL,STL,2026-08-08T23:15:00Z,Scheduled,5,Matthew Liberatore,669461,L,37.7,Longshot,Watch List,Projected Lineup,12.8,52.6,22.1,81.9,50.0,32.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"same-side matchup; pitcher baseline 9.2% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.8,28.1,83.9,96.2467,0.383,0.125,0.322,68.7,8.1,42.6,27.8,13.0,0.167,9.2,41.94,90.46,0.4489,0.1815,28.31,,,Busch Stadium,
