rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
11,646240,Rafael Devers,SF,COL,2026-07-12T20:05:00Z,Scheduled,4,Michael Lorenzen,547179,R,58.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",58.8,51.0,19.3,90.4,80.0,87.0,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 17.3 HR allowed",EV profile; pitcher fly-ball pressure modest,12.85,52.11,92.52,103.0334,0.4702,0.2329,0.339,71.67,20.85,33.91,33.25,23.8,0.2319,8.59,44.1,90.14,0.4608,0.1798,25.59,,,Oracle Park,
12,680664,Eduardo Valencia,DET,PHI,2026-07-12T17:40:00Z,Scheduled,6,Zack Wheeler,554430,R,58.5,Longshot,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Hot Hitter/Streak",91.1,23.8,27.6,71.7,50.0,81.7,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,3,5,9,2,Hot streak: 2 HR in last 3 games,"same-side matchup; pitcher baseline 6.4% barrel, 12.7 HR allowed",EV profile; pitcher fly-ball pressure modest,33.3,100.0,100.1,101.4313,0.738,0.488,0.463,72.0,27.3,0.0,33.3,1.0,0.6,6.43,35.57,86.91,0.3172,0.1177,24.97,,,Comerica Park,
13,700250,Ben Rice,NYY,WSH,2026-07-12T17:35:00Z,Scheduled,2,Cade Cavalli,676917,R,58.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",64.3,30.2,28.2,95.5,80.0,100.0,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,5,Hot streak: 5 HR in last 7 games,"platoon edge; pitcher baseline 6.4% barrel, 7.7 HR allowed",EV profile; pitcher fly-ball pressure modest,15.26,49.8,92.39,102.4102,0.5271,0.2541,0.3819,72.77,26.66,47.2,29.48,28.1,0.2972,6.39,39.84,88.68,0.3825,0.1326,20.35,,,Nationals Park,
14,805811,Bryce Eldridge,SF,COL,2026-07-12T20:05:00Z,Scheduled,6,Michael Lorenzen,547179,R,58.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",73.1,51.0,19.3,71.7,80.0,31.6,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","platoon edge; pitcher baseline 8.6% barrel, 17.3 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,16.53,58.79,93.22,103.7255,0.5121,0.268,0.3734,72.97,27.53,41.98,36.21,5.6,0.1602,8.59,44.1,90.14,0.4608,0.1798,25.59,,,Oracle Park,
15,669127,Shea Langeliers,ATH,CWS,2026-07-12T18:10:00Z,Scheduled,3,Noah Schultz,702273,L,57.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",57.2,54.5,27.6,92.1,78.0,26.4,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","platoon edge; pitcher baseline 12.1% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.61,44.34,91.39,102.3842,0.4959,0.2316,0.3511,74.78,48.84,39.39,30.96,23.3,0.2331,12.1,37.6,88.6,0.466,0.208,27.8,,,Rate Field,
16,695506,Jac Caglianone,KC,BAL,2026-07-12T17:35:00Z,Scheduled,3,Shane Baz,669358,R,57.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",61.2,42.5,32.1,92.1,80.0,39.0,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,31,1,"Last 7 games: 8/31, 1 HR","platoon edge; pitcher baseline 8.2% barrel, 14.1 HR allowed",EV profile; pitcher fly-ball pressure modest,14.24,52.83,92.2,105.1066,0.48,0.2185,0.3476,77.33,74.55,43.02,23.03,12.6,0.1856,8.24,40.66,89.84,0.4056,0.1539,25.15,,,Oriole Park at Camden Yards,
17,665742,Juan Soto,NYM,BOS,2026-07-12T17:40:00Z,Scheduled,2,Payton Tolle,801139,L,56.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",73.7,29.4,24.8,95.5,50.0,77.9,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.8% barrel, 7.1 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,15.96,50.54,93.1,103.2652,0.6122,0.3119,0.4304,72.48,29.28,39.81,32.68,27.6,0.2739,6.75,35.36,87.8,0.3658,0.1408,28.65,,,Citi Field,
18,691406,Junior Caminero,TB,SEA,2026-07-12T17:40:00Z,Scheduled,3,Emerson Hancock,676106,R,56.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",64.1,49.8,27.6,92.1,50.0,42.7,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.0% barrel, 12.9 HR allowed",EV profile; pitcher fly-ball pressure modest,13.51,51.54,92.96,105.3816,0.5066,0.2383,0.3649,79.48,86.14,46.08,23.63,33.1,0.2752,8.96,43.27,89.7,0.4449,0.1815,28.24,,,Tropicana Field,
19,694212,Samuel Basallo,BAL,KC,2026-07-12T17:35:00Z,Scheduled,5,Seth Lugo,607625,R,56.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.6,60.9,32.1,81.9,80.0,43.7,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.5% barrel, 17.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.42,44.82,90.64,102.5598,0.4464,0.2043,0.3232,74.94,49.93,42.25,29.47,11.7,0.1972,10.47,43.59,90.56,0.4849,0.2107,30.3,,,Oriole Park at Camden Yards,
20,660271,Shohei Ohtani,LAD,AZ,2026-07-12T20:10:00Z,Scheduled,1,Mitch Bratt,683352,L,56.6,Longshot,Watch List,"Projected Lineup, Elite Power, Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",81.2,19.8,27.6,88.7,50.0,79.0,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 0.0% barrel, 0.0 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,18.74,54.36,93.99,104.2711,0.593,0.3078,0.4159,75.03,53.43,48.52,32.9,31.2,0.277,0.0,50.0,87.9,0.253,0.036,25.0,,,UNIQLO Field at Dodger Stadium,
21,672960,Kazuma Okamoto,TOR,SD,2026-07-12T20:10:00Z,Scheduled,5,Germán Márquez,608566,R,55.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",58.0,58.5,22.6,81.9,50.0,64.8,No,Yes,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 12.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.7,47.7,91.4,102.5213,0.451,0.229,0.329,73.2,36.0,51.4,31.7,22.0,0.232,9.84,45.42,89.95,0.4823,0.2103,32.84,,,Petco Park,
22,677800,Wilyer Abreu,BOS,NYM,2026-07-12T17:40:00Z,Scheduled,3,Zach Thornton,804267,L,55.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",50.4,64.9,24.8,92.1,50.0,34.9,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,1,"Last 7 games: 6/26, 1 HR","same-side matchup; pitcher baseline 10.3% barrel, 1.0 HR allowed",fly-ball profile; pitcher allows elevated contact,12.02,42.66,90.24,101.1333,0.4582,0.2054,0.3371,73.89,38.24,38.11,37.03,14.3,0.1856,10.3,51.7,92.1,0.491,0.208,37.9,,,Citi Field,
23,666018,Jonathan Aranda,TB,SEA,2026-07-12T17:40:00Z,Scheduled,2,Emerson Hancock,676106,R,55.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",49.4,49.8,27.6,95.5,80.0,43.1,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,27,0,Contact streak: 11/27 over last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.08,47.15,91.53,101.2749,0.48,0.2023,0.3736,70.15,12.37,30.05,30.06,13.3,0.1653,8.96,43.27,89.7,0.4449,0.1815,28.24,,,Tropicana Field,
24,686948,Drake Baldwin,ATL,STL,2026-07-12T18:15:00Z,Scheduled,4,Dustin May,669160,R,55.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",59.0,42.1,22.1,90.4,80.0,48.3,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 7.5% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.01,50.37,91.49,102.4343,0.4975,0.2269,0.3663,75.09,53.88,32.29,24.34,16.2,0.1894,7.45,46.18,90.32,0.3978,0.1483,23.54,,,Busch Stadium,
25,671277,Luis Garcia,WSH,NYY,2026-07-12T17:35:00Z,Scheduled,2,Will Warren,701542,R,55.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",48.8,45.0,28.2,95.5,80.0,65.2,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.05,46.78,91.39,101.9242,0.5008,0.2093,0.3544,73.24,34.02,40.24,22.19,18.8,0.2419,8.24,41.52,90.44,0.4127,0.1582,25.57,,,Nationals Park,
26,673548,Seiya Suzuki,CHC,CIN,2026-07-12T17:40:00Z,Scheduled,2,Andrew Abbott,671096,L,54.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.4,42.4,39.3,95.5,78.0,56.2,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.0% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.7,42.75,89.69,101.2026,0.4447,0.1956,0.3352,73.26,35.31,42.74,30.15,20.1,0.2106,8.0,37.62,89.27,0.4172,0.166,27.72,,,Great American Ball Park,
27,677951,Bobby Witt,KC,BAL,2026-07-12T17:35:00Z,Scheduled,2,Shane Baz,669358,R,54.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",59.1,42.5,32.1,95.5,50.0,40.3,No,Yes,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","same-side matchup; pitcher baseline 8.2% barrel, 14.1 HR allowed",EV profile; pitcher fly-ball pressure modest,12.43,51.65,93.23,103.8273,0.5199,0.2171,0.3832,73.95,42.12,30.1,26.64,16.0,0.185,8.24,40.66,89.84,0.4056,0.1539,25.15,,,Oriole Park at Camden Yards,
28,607043,Brandon Nimmo,TEX,HOU,2026-07-12T18:35:00Z,Scheduled,4,Cristian Javier,664299,R,54.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",55.8,43.1,27.6,90.4,80.0,31.6,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,1,"Last 7 games: 5/24, 1 HR","platoon edge; pitcher baseline 8.8% barrel, 3.0 HR allowed",EV profile; pitcher allows elevated contact,12.02,51.95,92.39,102.4657,0.4953,0.2125,0.3651,72.51,27.97,31.91,27.1,13.8,0.1642,8.81,38.79,90.23,0.4068,0.1446,35.16,,,Globe Life Field,
29,641933,Tyler O'Neill,BAL,KC,2026-07-12T17:35:00Z,Scheduled,6,Seth Lugo,607625,R,54.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",49.8,60.9,32.1,71.7,50.0,77.0,No,Yes,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,4,Hot streak: 4 HR in last 7 games,"same-side matchup; pitcher baseline 10.5% barrel, 17.9 HR allowed",fly-ball profile; pitcher allows elevated contact,11.81,42.6,89.64,100.6879,0.4425,0.2191,0.3306,72.67,23.89,48.52,40.12,6.9,0.1706,10.47,43.59,90.56,0.4849,0.2107,30.3,,,Oriole Park at Camden Yards,
30,686527,Dominic Canzone,SEA,TB,2026-07-12T17:40:00Z,Scheduled,3,Ian Seymour,693855,L,54.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",64.5,35.9,27.6,92.1,50.0,53.7,No,Yes,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 7.8 HR allowed",EV profile; pitcher allows elevated contact,15.2,49.14,92.79,103.3768,0.5309,0.2486,0.3767,74.29,44.33,40.11,26.79,13.8,0.2426,8.01,36.61,88.21,0.37,0.1537,31.34,,,Tropicana Field,
31,691718,Pete Crow-Armstrong,CHC,CIN,2026-07-12T17:40:00Z,Scheduled,1,Andrew Abbott,671096,L,53.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",52.7,42.4,39.3,88.7,50.0,68.7,No,Yes,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.0% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.49,46.78,90.13,101.8169,0.4778,0.2218,0.3511,74.17,44.18,49.53,34.8,24.0,0.241,8.0,37.62,89.27,0.4172,0.166,27.72,,,Great American Ball Park,
32,668715,Spencer Steer,CIN,CHC,2026-07-12T17:40:00Z,Scheduled,4,Matthew Boyd,571510,L,53.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",40.6,50.9,39.3,90.4,78.0,52.5,No,Yes,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,1,Contact streak: 8/23 over last 7 games,"platoon edge; pitcher baseline 10.3% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.38,37.54,89.05,99.1067,0.4289,0.1903,0.3301,71.04,7.03,46.66,29.39,16.1,0.1765,10.33,46.4,89.76,0.4232,0.1706,24.38,,,Great American Ball Park,
