rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
70,671218,Heliot Ramos,SF,COL,2026-07-04T00:10:00Z,Scheduled,7,Ryan Feltner,663372,R,48.6,Longshot,Watch List,"Projected Lineup, Strong Barrel",53.5,40.5,38.7,59.8,50.0,49.9,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.49,49.22,91.94,103.1599,0.4618,0.1953,0.3354,72.67,28.95,35.9,24.07,10.5,0.1762,7.6,39.34,88.67,0.4351,0.1814,26.92,,,Coors Field,
71,641355,Cody Bellinger,NYY,MIN,2026-07-03T23:05:00Z,Scheduled,4,Mike Paredes,702474,R,48.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",32.0,51.4,38.2,90.4,80.0,0.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,27,0,"Last 7 games: 2/27, 0 HR","platoon edge; pitcher baseline 7.1% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.43,37.2,88.79,98.5826,0.432,0.1603,0.3496,69.68,3.77,42.19,32.41,16.4,0.1877,7.1,51.8,91.9,0.459,0.174,30.6,,,Yankee Stadium,
72,662139,Daulton Varsho,TOR,SEA,2026-07-04T02:10:00Z,Scheduled,4,Luis Castillo,622491,R,48.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",35.1,52.2,25.4,90.4,80.0,14.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","platoon edge; pitcher baseline 10.0% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.53,39.6,87.17,99.8149,0.4058,0.1655,0.3088,73.71,36.53,39.75,27.77,10.9,0.2085,9.98,44.16,90.3,0.4271,0.1723,28.07,,,T-Mobile Park,
73,683357,Owen Caissie,MIA,ATH,2026-07-04T01:40:00Z,Scheduled,6,Jack Perkins,678022,R,48.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",47.2,33.3,30.9,71.7,80.0,56.6,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,16,1,Contact streak: 6/16 over last 7 games,"platoon edge; pitcher baseline 7.4% barrel, 5.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,14.63,38.48,90.17,100.4664,0.3831,0.1762,0.2817,74.87,53.94,30.41,30.41,7.3,0.1869,7.43,37.21,88.71,0.3615,0.1342,32.0,,,Sutter Health Park,
74,605141,Mookie Betts,LAD,SD,2026-07-04T02:10:00Z,Scheduled,4,Michael King,650633,R,47.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",34.8,41.7,27.6,90.4,50.0,99.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,31,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 10.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.39,37.9,90.08,98.6247,0.4409,0.1616,0.337,69.49,8.56,41.15,35.62,13.7,0.1844,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
75,682626,Francisco Alvarez,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,9,Grant Holmes,656550,R,47.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",59.4,51.9,30.9,40.2,50.0,18.3,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,1,"Last 7 games: 3/25, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,16.02,47.51,91.21,102.973,0.4699,0.2262,0.3372,74.21,43.74,40.76,25.94,9.6,0.1861,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
76,665489,Vladimir Guerrero,TOR,SEA,2026-07-04T02:10:00Z,Scheduled,2,Luis Castillo,622491,R,47.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.2,52.2,25.4,95.5,50.0,3.4,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,0,"Last 7 games: 4/28, 0 HR","same-side matchup; pitcher baseline 10.0% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.35,46.15,90.67,103.0479,0.4416,0.1465,0.3574,76.42,64.97,36.51,18.68,9.7,0.1106,9.98,44.16,90.3,0.4271,0.1723,28.07,,,T-Mobile Park,
77,687637,Dylan Beavers,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,6,Brady Singer,663903,R,47.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.5,59.0,39.3,71.7,80.0,24.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,0,"Last 7 games: 6/21, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.06,35.7,87.89,99.1729,0.3723,0.1481,0.3139,71.85,17.05,39.69,28.24,2.6,0.1387,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
78,666176,Jo Adell,LAA,BOS,2026-07-04T01:38:00Z,Scheduled,3,Jake Bennett,687562,L,47.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",51.2,21.5,28.2,92.1,78.0,29.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.93,46.08,90.72,102.6951,0.465,0.2071,0.3321,77.39,71.02,38.07,27.28,18.8,0.1776,6.3,35.4,88.2,0.327,0.115,19.8,,,Angel Stadium,
79,681624,Andy Pages,LAD,SD,2026-07-04T02:10:00Z,Scheduled,2,Michael King,650633,R,47.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",39.6,41.7,27.6,95.5,50.0,48.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,1,Contact streak: 9/28 over last 7 games,"same-side matchup; pitcher baseline 9.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.75,42.38,89.02,100.2247,0.4469,0.1805,0.3335,72.88,25.42,35.45,29.14,19.3,0.2023,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
80,682928,CJ Abrams,WSH,PIT,2026-07-03T22:45:00Z,Scheduled,4,Mitch Keller,656605,R,47.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",39.6,39.0,28.2,90.4,80.0,19.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.42,40.81,89.61,100.1056,0.4269,0.177,0.33,72.68,26.41,44.57,28.59,18.3,0.2194,6.75,42.19,89.26,0.4279,0.1521,24.05,,,Nationals Park,
81,666182,Bo Bichette,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,3,Grant Holmes,656550,R,47.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",36.4,51.9,30.9,92.1,50.0,12.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.34,45.93,90.72,101.636,0.4422,0.1559,0.3376,69.8,13.88,26.63,23.79,12.4,0.1419,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
82,642715,Willy Adames,SF,COL,2026-07-04T00:10:00Z,Scheduled,5,Ryan Feltner,663372,R,47.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.7,40.5,38.7,81.9,50.0,42.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.29,41.19,88.55,99.2811,0.4056,0.1858,0.299,72.17,22.95,46.86,34.97,18.8,0.1981,7.6,39.34,88.67,0.4351,0.1814,26.92,,,Coors Field,
83,804606,Konnor Griffin,PIT,WSH,2026-07-03T22:45:00Z,Scheduled,1,Foster Griffin,656492,L,46.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",30.6,45.0,28.2,88.7,78.0,47.2,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,32,1,"Last 7 games: 10/32, 1 HR","platoon edge; pitcher baseline 10.4% barrel, 16.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.9,36.8,87.5,100.2869,0.394,0.156,0.304,75.8,58.1,40.8,18.4,5.0,0.137,10.4,37.4,87.7,0.406,0.168,26.7,,,Nationals Park,
84,702616,Jackson Holliday,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,9,Brady Singer,663903,R,46.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",38.1,59.0,39.3,40.2,80.0,26.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","platoon edge; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.37,40.24,88.17,99.0886,0.3879,0.1707,0.3077,70.39,7.76,36.11,31.54,8.6,0.1701,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
85,701358,Cam Smith,HOU,TB,2026-07-04T00:15:00Z,Scheduled,5,Nick Martinez,607259,R,46.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",44.7,34.3,27.6,81.9,50.0,74.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.75,43.95,89.09,101.8787,0.4355,0.1893,0.3285,76.39,66.22,35.11,24.37,10.4,0.1514,7.07,33.38,87.39,0.431,0.1579,27.98,,,Daikin Park,
86,621020,Dansby Swanson,CHC,STL,2026-07-03T20:05:00Z,Pre-Game,9,Andre Pallante,669467,R,46.7,Longshot,Watch List,"Good Environment, Hot Hitter/Streak",42.1,28.7,74.8,44.8,50.0,78.4,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,5,Hot streak: 5 HR in last 7 games,"same-side matchup; pitcher baseline 6.1% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.53,44.02,90.08,100.0826,0.4154,0.1876,0.317,71.32,8.64,45.66,32.2,18.4,0.2066,6.11,36.75,88.01,0.3859,0.1398,18.17,Out To CF,88,Wrigley Field,
87,605170,Victor Caratini,MIN,NYY,2026-07-03T23:05:00Z,Scheduled,5,Gerrit Cole,543037,R,46.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.1,35.8,38.2,81.9,75.0,57.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.5% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.84,39.93,89.19,99.1123,0.4201,0.1686,0.3402,71.32,15.83,38.13,25.09,8.5,0.1373,7.5,37.7,89.9,0.369,0.131,33.6,,,Yankee Stadium,
88,553993,Eugenio Suarez,CIN,BAL,2026-07-03T23:10:00Z,Scheduled,4,Trevor Rogers,669432,L,46.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",31.4,36.9,39.3,90.4,78.0,37.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 7.0% barrel, 8.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.75,33.88,87.89,99.132,0.3566,0.1582,0.278,71.67,19.92,47.12,30.82,20.3,0.2035,7.04,41.54,89.14,0.397,0.1531,24.95,,,Great American Ball Park,
89,805999,A.J. Ewing,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,6,Grant Holmes,656550,R,46.7,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.4,51.9,30.9,71.7,80.0,46.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","platoon edge; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.1,42.6,89.0,100.2314,0.425,0.146,0.349,70.4,10.8,30.4,25.2,4.0,0.133,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
90,687263,Zach Neto,LAA,BOS,2026-07-04T01:38:00Z,Scheduled,1,Jake Bennett,687562,L,46.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",50.2,21.5,28.2,88.7,78.0,25.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 2.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.44,41.07,90.09,100.1096,0.4334,0.2188,0.3209,70.98,11.55,49.23,37.06,20.4,0.2219,6.3,35.4,88.2,0.327,0.115,19.8,,,Angel Stadium,
91,656555,Rhys Hoskins,CLE,CWS,2026-07-03T23:10:00Z,Scheduled,4,Anthony Kay,641743,L,46.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",35.0,42.9,27.6,90.4,78.0,17.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,0,"Last 7 games: 4/17, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.3,42.83,89.01,99.7343,0.3218,0.1403,0.2916,71.56,16.53,55.6,30.63,8.5,0.1734,9.1,40.2,89.1,0.429,0.157,21.5,,,Progressive Field,
92,572233,Christian Walker,HOU,TB,2026-07-04T00:15:00Z,Scheduled,4,Nick Martinez,607259,R,46.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",44.0,34.3,27.6,90.4,50.0,46.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,1,"Last 7 games: 8/26, 1 HR","same-side matchup; pitcher baseline 7.1% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.73,44.56,90.2,101.8076,0.4042,0.1764,0.3056,74.17,42.25,43.67,28.77,21.4,0.2159,7.07,33.38,87.39,0.431,0.1579,27.98,,,Daikin Park,
93,682818,Yohendrick Pinango,TOR,SEA,2026-07-04T02:10:00Z,Scheduled,6,Luis Castillo,622491,R,46.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",36.1,52.2,25.4,71.7,80.0,18.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,19,1,"Last 7 games: 2/19, 1 HR","platoon edge; pitcher baseline 10.0% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.4,44.4,90.5,101.8069,0.407,0.142,0.312,75.6,56.8,27.8,20.4,5.0,0.155,9.98,44.16,90.3,0.4271,0.1723,28.07,,,T-Mobile Park,
94,608324,Alex Bregman,CHC,STL,2026-07-03T20:05:00Z,Pre-Game,2,Andre Pallante,669467,R,46.3,Longshot,Watch List,"Good Environment, Premium Lineup Spot",24.8,28.7,74.8,100.0,50.0,29.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 6.1% barrel, 12.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.27,39.57,88.49,98.3592,0.3822,0.1355,0.323,70.23,5.08,47.49,23.87,10.3,0.1274,6.11,36.75,88.01,0.3859,0.1398,18.17,Out To CF,88,Wrigley Field,
95,668901,Mark Vientos,NYM,ATL,2026-07-03T23:15:00Z,Scheduled,7,Grant Holmes,656550,R,46.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",46.0,51.9,30.9,59.8,50.0,18.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,19,1,"Last 7 games: 1/19, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 14.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.31,45.88,90.0,101.1497,0.4397,0.2024,0.3102,72.67,24.04,37.63,29.58,12.1,0.1723,9.54,43.86,90.8,0.4231,0.1782,26.83,,,Truist Park,
96,592885,Christian Yelich,MIL,AZ,2026-07-04T01:45:00Z,Scheduled,1,Jose Cabrera,703615,R,45.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",34.7,42.5,28.2,88.7,80.0,8.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","platoon edge; pitcher baseline 9.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.27,43.25,89.29,100.8148,0.3865,0.159,0.3055,73.19,32.94,36.27,20.63,12.2,0.1502,9.7,38.7,88.8,0.414,0.173,25.8,,,Chase Field,
97,700932,Kyle Manzardo,CLE,CWS,2026-07-03T23:10:00Z,Scheduled,5,Anthony Kay,641743,L,45.8,Longshot,Watch List,"Projected Lineup, Strong Barrel",42.2,42.9,27.6,81.9,50.0,30.3,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,1,"Last 7 games: 4/20, 1 HR","same-side matchup; pitcher baseline 9.1% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.66,42.05,89.32,99.2302,0.4073,0.1808,0.3178,70.11,7.58,41.73,33.2,15.1,0.1804,9.1,40.2,89.1,0.429,0.157,21.5,,,Progressive Field,
98,677800,Wilyer Abreu,BOS,LAA,2026-07-04T01:38:00Z,Scheduled,3,Reid Detmers,672282,L,45.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",49.4,31.7,28.2,92.1,50.0,6.0,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 7.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,11.53,42.38,90.1,100.9742,0.4568,0.2061,0.3336,73.82,37.96,37.48,37.52,13.6,0.1807,7.08,38.6,89.54,0.3406,0.1236,27.08,,,Angel Stadium,
99,681987,Nate Eaton,BOS,LAA,2026-07-04T01:38:00Z,Scheduled,1,Reid Detmers,672282,L,45.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",38.2,31.7,28.2,88.7,78.0,35.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,17,1,"Last 7 games: 4/17, 1 HR","platoon edge; pitcher baseline 7.1% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.15,35.96,90.34,99.0062,0.3979,0.1867,0.3322,73.65,32.67,57.02,19.34,1.0,0.178,7.08,38.6,89.54,0.3406,0.1236,27.08,,,Angel Stadium,
100,687221,Dalton Rushing,LAD,SD,2026-07-04T02:10:00Z,Scheduled,9,Michael King,650633,R,45.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.5,41.7,27.6,40.2,80.0,66.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.81,44.32,89.89,101.7722,0.4238,0.1816,0.3278,72.61,18.52,46.98,27.83,8.2,0.2019,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
101,677942,Blaze Alexander,BAL,CIN,2026-07-03T23:10:00Z,Scheduled,8,Brady Singer,663903,R,45.6,Longshot,Watch List,Projected Lineup,40.1,59.0,39.3,47.9,50.0,22.9,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,0,"Last 7 games: 6/22, 0 HR","same-side matchup; pitcher baseline 10.7% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.67,46.28,91.67,100.5817,0.4209,0.1535,0.3316,72.31,25.04,33.39,22.55,4.2,0.1362,10.73,41.05,91.0,0.465,0.1996,28.68,,,Great American Ball Park,
102,661388,William Contreras,MIL,AZ,2026-07-04T01:45:00Z,Scheduled,4,Jose Cabrera,703615,R,45.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",38.6,42.5,28.2,90.4,50.0,26.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","same-side matchup; pitcher baseline 9.7% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,45.77,90.54,101.6957,0.4378,0.1681,0.3413,73.27,35.14,37.65,24.22,11.4,0.1292,9.7,38.7,88.8,0.414,0.173,25.8,,,Chase Field,
103,663656,Kyle Tucker,LAD,SD,2026-07-04T02:10:00Z,Scheduled,6,Michael King,650633,R,45.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",33.6,41.7,27.6,71.7,80.0,62.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,1,Contact streak: 10/24 over last 7 games,"platoon edge; pitcher baseline 9.7% barrel, 10.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.23,40.05,89.4,99.0491,0.4158,0.1535,0.3475,71.44,21.99,44.57,31.58,11.5,0.1588,9.72,36.14,87.59,0.42,0.173,25.09,,,UNIQLO Field at Dodger Stadium,
