player,team,opponent,batting_order,pitcher,pitcher_hand,hitter_hand,barrel_pct,iso,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hard_hit_pct,hr_total,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,pitcher_hr_allowed,pitcher_hr_allowed_vs_lhh,pitcher_hr_allowed_vs_rhh,ballpark,park_hr_factor,weather_temp,wind_speed,wind_direction,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,public_attention,odds
Victor Robles,SEA,BAL,1,Trevor Rogers,L,R,4.3,0.069,83.9,94.563430833,.346,.090,.260,68.7,0,52.2,8.7,21.7,0,7.2,38.7,89.3,.424,.160,22.1,8,8,8,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Julio Rodríguez,SEA,BAL,2,Trevor Rogers,L,R,9.1,0.196,90.4,102.785025619,.465,.202,.340,76.7,67.9,37.8,25.4,44,13,7.2,38.7,89.3,.424,.160,22.1,8,8,8,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Randy Arozarena,SEA,BAL,3,Trevor Rogers,L,R,7.5,0.154,91.5,100.41659086,.425,.156,.352,70.9,23.1,34.4,19.9,42.5,6,7.2,38.7,89.3,.424,.160,22.1,8,8,8,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Josh Naylor,SEA,BAL,4,Trevor Rogers,L,L,5.2,0.115,87.6,98.920120673,.409,.133,.326,70.1,7.4,46.2,21,37.6,7,7.2,38.7,89.3,.424,.160,22.1,8,8,8,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Rob Refsnyder,SEA,BAL,5,Trevor Rogers,L,R,8.6,0.108,86.8,98.155396552,.308,.142,.257,72.1,18.6,46.6,32.8,34.5,3,7.2,38.7,89.3,.424,.160,22.1,8,8,8,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Patrick Wisdom,SEA,BAL,6,Trevor Rogers,L,R,22.2,0.125,92.6,103.265643333,.384,.207,.251,76.6,70.3,33.3,33.3,50,1,7.2,38.7,89.3,.424,.160,22.1,8,8,8,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Mitch Garver,SEA,BAL,7,Trevor Rogers,L,R,5.9,0.101,90.6,101.120288077,.310,.132,.291,72.9,21.4,56.9,41.2,52.9,2,7.2,38.7,89.3,.424,.160,22.1,8,8,8,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Cole Young,SEA,BAL,8,Trevor Rogers,L,L,5.3,0.101,87.6,98.879951702,.406,.135,.329,71.7,23,46.6,25.4,37,4,7.2,38.7,89.3,.424,.160,22.1,8,8,8,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Ryan Bliss,SEA,BAL,9,Trevor Rogers,L,R,0,0.000,85.8,94.16098,.089,.046,.202,69.9,14.3,0,33.3,33.3,0,7.2,38.7,89.3,.424,.160,22.1,8,8,8,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Taylor Ward,BAL,SEA,1,Logan Gilbert,R,R,5,0.104,89.6,99.370719011,.375,.120,.354,68.1,3.4,29.8,27.1,41.4,3,11,46,90.7,.426,.176,31,13,13,13,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Gunnar Henderson,BAL,SEA,2,Logan Gilbert,R,L,9,0.195,89.2,100.478377426,.399,.163,.307,74.4,44.6,43.8,26.4,45.3,13,11,46,90.7,.426,.176,31,13,13,13,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Pete Alonso,BAL,SEA,3,Logan Gilbert,R,R,12,0.200,94.9,103.378709479,.510,.241,.366,74.6,45.7,33.9,32.8,55.7,13,11,46,90.7,.426,.176,31,13,13,13,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Colton Cowser,BAL,SEA,4,Logan Gilbert,R,L,12,0.159,86.2,99.387856889,.436,.222,.316,74.9,49.4,38,31.5,31.5,6,11,46,90.7,.426,.176,31,13,13,13,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Leody Taveras,BAL,SEA,5,Logan Gilbert,R,S,4.6,0.108,86.6,97.72494918,.353,.107,.312,72.7,26.7,34.4,20.6,28.2,2,11,46,90.7,.426,.176,31,13,13,13,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Coby Mayo,BAL,SEA,6,Logan Gilbert,R,R,10.1,0.182,91.7,103.919475455,.379,.164,.293,75.6,56.7,51.4,33.9,47.7,8,11,46,90.7,.426,.176,31,13,13,13,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Jackson Holliday,BAL,SEA,7,Logan Gilbert,R,L,11.1,0.173,89,99.665380556,.411,.182,.339,70.5,7.4,38.9,36.1,41.7,2,11,46,90.7,.426,.176,31,13,13,13,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Tyler O'Neill,BAL,SEA,8,Logan Gilbert,R,R,4,0.067,87.3,98.161837105,.292,.117,.263,71.6,12.9,46.7,40,36,2,11,46,90.7,.426,.176,31,13,13,13,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Sam Huff,BAL,SEA,9,Logan Gilbert,R,R,16.7,0.083,91.2,102.458856667,.190,.082,.126,73.2,32,66.7,50,50,0,11,46,90.7,.426,.176,31,13,13,13,Oriole Park at Camden Yards,108,80,15,Out To LF,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Shohei Ohtani,LAD,PIT,1,Paul Skenes,R,L,15.3,0.220,93.5,102.970393882,.540,.245,.409,74.6,48.5,53.2,31.6,52,11,3.9,33.1,87,.298,.105,20.2,6,6,6,PNC Park,94,82,11,R To L,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Andy Pages,LAD,PIT,2,Paul Skenes,R,R,10.1,0.239,90.1,101.0900734,.478,.201,.347,72.9,26.5,35.7,27.6,47.2,14,3.9,33.1,87,.298,.105,20.2,6,6,6,PNC Park,94,82,11,R To L,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Freddie Freeman,LAD,PIT,3,Paul Skenes,R,L,11.2,0.197,91,101.168895204,.491,.215,.370,70.2,7.5,33.7,28.1,46.4,10,3.9,33.1,87,.298,.105,20.2,6,6,6,PNC Park,94,82,11,R To L,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Mookie Betts,LAD,PIT,4,Paul Skenes,R,R,8.6,0.175,89.9,98.32457566,.430,.167,.331,69.4,8.7,38.1,39,35.2,6,3.9,33.1,87,.298,.105,20.2,6,6,6,PNC Park,94,82,11,R To L,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Max Muncy,LAD,PIT,5,Paul Skenes,R,L,17,0.247,90.8,102.300018451,.537,.271,.381,71.6,11.7,53.2,31.9,48.2,14,3.9,33.1,87,.298,.105,20.2,6,6,6,PNC Park,94,82,11,R To L,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Kyle Tucker,LAD,PIT,6,Paul Skenes,R,L,5.6,0.148,88.9,98.584207333,.381,.129,.327,71.4,23.1,44.4,30,38.9,5,3.9,33.1,87,.298,.105,20.2,6,6,6,PNC Park,94,82,11,R To L,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Ryan Ward,LAD,PIT,7,Paul Skenes,R,L,12.5,0.363,88.5,100.38479375,.567,.268,.380,72.2,11.4,31.3,18.8,37.5,2,3.9,33.1,87,.298,.105,20.2,6,6,6,PNC Park,94,82,11,R To L,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Dalton Rushing,LAD,PIT,8,Paul Skenes,R,L,10.8,0.277,88.3,101.075981892,.486,.210,.366,72.5,16.6,41.9,27,40.5,8,3.9,33.1,87,.298,.105,20.2,6,6,6,PNC Park,94,82,11,R To L,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Alex Freeland,LAD,PIT,9,Paul Skenes,R,S,8,0.114,88.8,98.914415,.358,.134,.297,70.5,8.7,31.8,27.3,36.4,3,3.9,33.1,87,.298,.105,20.2,6,6,6,PNC Park,94,82,11,R To L,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Nick Gonzales,PIT,LAD,1,Eric Lauer,L,R,3.3,0.077,85.7,98.519396593,.411,.107,.339,70.6,10.8,43.4,17,39,2,11.7,39.6,88.8,.507,.232,39,13,13,13,PNC Park,94,82,11,R To L,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Brandon Lowe,PIT,LAD,2,Eric Lauer,L,L,12.7,0.270,90.1,101.605195422,.492,.238,.359,73.3,37.5,44.6,31.9,45.8,15,11.7,39.6,88.8,.507,.232,39,13,13,13,PNC Park,94,82,11,R To L,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Bryan Reynolds,PIT,LAD,3,Eric Lauer,L,S,8.6,0.151,90.5,101.830018851,.425,.170,.363,72.8,29.9,42,23,43.1,6,11.7,39.6,88.8,.507,.232,39,13,13,13,PNC Park,94,82,11,R To L,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Ryan O'Hearn,PIT,LAD,4,Eric Lauer,L,L,7,0.181,90,99.575305833,.434,.165,.344,71,10.5,39.2,28.7,44.1,9,11.7,39.6,88.8,.507,.232,39,13,13,13,PNC Park,94,82,11,R To L,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Marcell Ozuna,PIT,LAD,5,Eric Lauer,L,R,8.3,0.111,89.5,99.833416667,.397,.171,.309,73.5,36.3,38.2,29.3,39,5,11.7,39.6,88.8,.507,.232,39,13,13,13,PNC Park,94,82,11,R To L,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Davis Wendzel,PIT,LAD,6,Eric Lauer,L,R,,,,,,,,,,,,,,11.7,39.6,88.8,.507,.232,39,13,13,13,PNC Park,94,82,11,R To L,Yes,Yes,7,Yes,Yes,MLB Stats API; RotoWire,order MLB 6 vs RotoWire 7,,
Jake Mangum,PIT,LAD,7,Eric Lauer,L,S,1,0.051,84.3,95.431856222,.323,.066,.286,66.3,1.6,33,12.4,25.8,1,11.7,39.6,88.8,.507,.232,39,13,13,13,PNC Park,94,82,11,R To L,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,,
Jared Triolo,PIT,LAD,8,Eric Lauer,L,R,1.4,0.031,86.8,98.055120571,.301,.056,.277,70.8,9.1,30.1,19.2,34.2,0,11.7,39.6,88.8,.507,.232,39,13,13,13,PNC Park,94,82,11,R To L,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Henry Davis,PIT,LAD,9,Eric Lauer,L,R,11.6,0.149,90.8,101.282288043,.356,.153,.296,75.3,53.3,55.8,25.3,37.9,5,11.7,39.6,88.8,.507,.232,39,13,13,13,PNC Park,94,82,11,R To L,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Jarren Duran,BOS,TB,1,Nick Martinez,R,L,11.6,0.180,90.4,102.212875802,.389,.160,.297,75.3,54.5,43.4,21.1,40.4,10,6.8,32.5,86.7,.451,.169,27.8,6,6,6,Tropicana Field,100,72,0,None,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Ceddanne Rafaela,BOS,TB,2,Nick Martinez,R,R,6.6,0.143,87.1,97.737770482,.361,.116,.298,69.8,5.7,35.5,24.9,36.7,5,6.8,32.5,86.7,.451,.169,27.8,6,6,6,Tropicana Field,100,72,0,None,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Wilyer Abreu,BOS,TB,3,Nick Martinez,R,L,11.3,0.142,89.8,100.650065155,.466,.197,.345,73.6,37.3,33.3,36.4,43.1,7,6.8,32.5,86.7,.451,.169,27.8,6,6,6,Tropicana Field,100,72,0,None,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Willson Contreras,BOS,TB,4,Nick Martinez,R,R,15.5,0.238,90.5,103.286801282,.532,.257,.397,76.5,68.1,51.6,25.5,44.6,13,6.8,32.5,86.7,.451,.169,27.8,6,6,6,Tropicana Field,100,72,0,None,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Masataka Yoshida,BOS,TB,5,Nick Martinez,R,L,1.9,0.089,88.8,99.535820185,.338,.096,.308,70.9,11.4,38.9,25.9,41.7,1,6.8,32.5,86.7,.451,.169,27.8,6,6,6,Tropicana Field,100,72,0,None,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Mickey Gasper,BOS,TB,6,Nick Martinez,R,S,5.7,0.071,92.2,100.192550769,.356,.111,.290,71.8,10.3,45.3,28.3,47.2,0,6.8,32.5,86.7,.451,.169,27.8,6,6,6,Tropicana Field,100,72,0,None,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Caleb Durbin,BOS,TB,7,Nick Martinez,R,R,1.9,0.098,85.4,96.463838421,.294,.065,.268,68.2,1.8,41.4,15.9,29.9,1,6.8,32.5,86.7,.451,.169,27.8,6,6,6,Tropicana Field,100,72,0,None,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Isiah Kiner-Falefa,BOS,TB,8,Nick Martinez,R,R,3.9,0.065,83.4,95.731946757,.347,.082,.300,68.4,1.9,41,16.7,28.2,1,6.8,32.5,86.7,.451,.169,27.8,6,6,6,Tropicana Field,100,72,0,None,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Marcelo Mayer,BOS,TB,9,Nick Martinez,R,L,6.6,0.089,86.8,98.231355294,.301,.100,.261,74.9,51.9,37.2,27,37.2,3,6.8,32.5,86.7,.451,.169,27.8,6,6,6,Tropicana Field,100,72,0,None,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Yandy Díaz,TB,BOS,1,Payton Tolle,L,R,9.1,0.212,91,102.495160707,.485,.187,.378,73.7,38.3,19,22,46.5,12,4.9,34.4,87.7,.284,.093,30.3,3,3,3,Tropicana Field,100,72,0,None,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Junior Caminero,TB,BOS,2,Payton Tolle,L,R,11.8,0.219,92.4,105.124724184,.479,.204,.371,79.9,88.5,41.3,20.9,48.7,14,4.9,34.4,87.7,.284,.093,30.3,3,3,3,Tropicana Field,100,72,0,None,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Chandler Simpson,TB,BOS,3,Payton Tolle,L,L,0,0.052,84.1,93.0736858,.284,.037,.256,64.9,0.3,27.6,13.3,15.3,0,4.9,34.4,87.7,.284,.093,30.3,3,3,3,Tropicana Field,100,72,0,None,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Ryan Vilade,TB,BOS,4,Payton Tolle,L,R,3.9,0.162,89.7,100.14812027,.380,.132,.311,76,58.3,32.9,28.9,38.2,3,4.9,34.4,87.7,.284,.093,30.3,3,3,3,Tropicana Field,100,72,0,None,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Austin Slater,TB,BOS,5,Payton Tolle,L,R,3.2,0.022,85.2,93.322311875,.247,.066,.231,71.7,13.9,32.3,25.8,12.9,0,4.9,34.4,87.7,.284,.093,30.3,3,3,3,Tropicana Field,100,72,0,None,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Cedric Mullins,TB,BOS,6,Payton Tolle,L,L,3.3,0.111,88.2,97.393815775,.300,.118,.261,70.5,7.6,44.8,35.1,30.3,5,4.9,34.4,87.7,.284,.093,30.3,3,3,3,Tropicana Field,100,72,0,None,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Ben Williamson,TB,BOS,7,Payton Tolle,L,R,1,0.060,88.9,99.2852052,.323,.077,.297,69.9,14.8,29.4,12.7,39.2,0,4.9,34.4,87.7,.284,.093,30.3,3,3,3,Tropicana Field,100,72,0,None,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Nick Fortes,TB,BOS,8,Payton Tolle,L,R,0.8,0.067,86.4,99.994003281,.317,.072,.270,72.4,22.4,53.1,16.2,40,1,4.9,34.4,87.7,.284,.093,30.3,3,3,3,Tropicana Field,100,72,0,None,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Richie Palacios,TB,BOS,9,Payton Tolle,L,L,3.1,0.084,87.5,96.475386458,.305,.078,.301,69,3.4,34.3,17.2,27.3,1,4.9,34.4,87.7,.284,.093,30.3,3,3,3,Tropicana Field,100,72,0,None,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Byron Buxton,MIN,DET,1,Troy Melton,R,R,17.8,0.292,90.2,101.440057073,.483,.250,.333,73.8,38.2,46.6,37.4,46.6,18,4.7,39.1,89.5,.421,.139,28.1,1,1,1,Comerica Park,100,73,12,In From RF,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Brooks Lee,MIN,DET,2,Troy Melton,R,S,5.4,0.167,87.6,96.830482967,.336,.116,.270,69.8,7.5,40,26.5,29.7,9,4.7,39.1,89.5,.421,.139,28.1,1,1,1,Comerica Park,100,73,12,In From RF,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Kody Clemens,MIN,DET,3,Troy Melton,R,L,14.3,0.221,92.6,101.684372319,.458,.205,.340,71.7,12.1,40.4,31.2,44.7,8,4.7,39.1,89.5,.421,.139,28.1,1,1,1,Comerica Park,100,73,12,In From RF,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Josh Bell,MIN,DET,4,Troy Melton,R,S,9.9,0.129,90,100.154575581,.402,.174,.300,71.8,24,45.9,26.7,42.4,6,4.7,39.1,89.5,.421,.139,28.1,1,1,1,Comerica Park,100,73,12,In From RF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Trevor Larnach,MIN,DET,5,Troy Melton,R,L,5.6,0.130,86.3,96.987715323,.350,.110,.318,71.2,14.6,39.5,24.2,29,3,4.7,39.1,89.5,.421,.139,28.1,1,1,1,Comerica Park,100,73,12,In From RF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Victor Caratini,MIN,DET,6,Troy Melton,R,S,6.7,0.088,88.7,98.423305,.393,.140,.340,70.6,9.6,34.5,21,39.5,3,4.7,39.1,89.5,.421,.139,28.1,1,1,1,Comerica Park,100,73,12,In From RF,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Royce Lewis,MIN,DET,7,Troy Melton,R,R,10.8,0.108,87.6,100.568936486,.318,.113,.285,73.7,40.6,47.3,23,40.5,3,4.7,39.1,89.5,.421,.139,28.1,1,1,1,Comerica Park,100,73,12,In From RF,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
Luke Keaschall,MIN,DET,8,Troy Melton,R,R,2.7,0.068,84.1,96.075563118,.324,.098,.280,69.1,8.4,33.9,27.4,27.4,1,4.7,39.1,89.5,.421,.139,28.1,1,1,1,Comerica Park,100,73,12,In From RF,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,,
Tristan Gray,MIN,DET,9,Troy Melton,R,L,7.8,0.147,89.9,100.995205,.400,.142,.313,72.5,28,39.7,23.1,42.3,4,4.7,39.1,89.5,.421,.139,28.1,1,1,1,Comerica Park,100,73,12,In From RF,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,,
Gleyber Torres,DET,MIN,1,Taj Bradley,R,R,6.4,0.095,84.6,96.201560909,.375,.123,.335,67.6,2,17.3,25.5,30,3,9.2,44.8,91.6,.396,.156,27.6,6,6,6,Comerica Park,100,73,12,In From RF,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,,
Kevin McGonigle,DET,MIN,2,Taj Bradley,R,L,9,0.135,88,98.731703762,.467,.188,.374,71.4,19.6,39.8,34.8,37.8,4,9.2,44.8,91.6,.396,.156,27.6,6,6,6,Comerica Park,100,73,12,In From RF,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,,
Dillon Dingler,DET,MIN,3,Taj Bradley,R,R,13.9,0.253,90.5,101.65498012,.575,.278,.407,71.7,14.9,41.9,31.7,50.3,14,9.2,44.8,91.6,.396,.156,27.6,6,6,6,Comerica Park,100,73,12,In From RF,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,,
Kerry Carpenter,DET,MIN,4,Taj Bradley,R,L,10.4,0.257,91,99.702048718,.377,.176,.292,72.2,17.4,48.7,38.5,47.4,8,9.2,44.8,91.6,.396,.156,27.6,6,6,6,Comerica Park,100,73,12,In From RF,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,,
Riley Greene,DET,MIN,5,Taj Bradley,R,L,12.3,0.143,91.1,102.638368659,.465,.200,.362,75.5,56.7,37.4,28.8,50.3,6,9.2,44.8,91.6,.396,.156,27.6,6,6,6,Comerica Park,100,73,12,In From RF,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,,
Spencer Torkelson,DET,MIN,6,Taj Bradley,R,R,13.8,0.189,90.6,100.398108261,.406,.193,.318,73,22.7,47.5,38.1,44.6,9,9.2,44.8,91.6,.396,.156,27.6,6,6,6,Comerica Park,100,73,12,In From RF,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,,
Colt Keith,DET,MIN,7,Taj Bradley,R,L,4.4,0.067,88.2,99.561784783,.377,.119,.297,72,19.9,37.7,23.9,40.6,0,9.2,44.8,91.6,.396,.156,27.6,6,6,6,Comerica Park,100,73,12,In From RF,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,,
