rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
199,682657,Angel Martinez,CLE,DET,2026-08-12T22:40:00Z,Scheduled,6,Framber Valdez,664285,L,40.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.4,33.9,27.6,71.7,75.0,52.5,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,1,Contact streak: 8/23 over last 7 games,"switch hitter; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.0,34.2,87.52,98.8487,0.3837,0.1424,0.2893,70.87,15.04,45.86,26.94,11.7,0.1742,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
200,687401,Joey Ortiz,MIL,SD,2026-08-12T20:10:00Z,Pre-Game,9,Robbie Ray,592662,L,39.9,Longshot,Watch List,Platoon Edge,14.6,47.4,59.6,44.8,78.0,28.9,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,16,0,"Last 7 games: 5/16, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,3.63,33.99,87.0,98.5796,0.3368,0.0939,0.2904,72.72,28.61,31.98,20.87,5.6,0.1073,8.69,39.87,89.67,0.4046,0.1695,33.87,Out To RF,74,Petco Park,
201,814439,Ryan Waldschmidt,AZ,COL,2026-08-12T19:40:00Z,Pre-Game,9,Ryan Feltner,663372,R,39.6,Longshot,Watch List,No major boost,27.3,48.0,41.7,44.8,50.0,41.2,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,22,1,"Last 7 games: 6/22, 1 HR","same-side matchup; pitcher baseline 9.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.4,33.6,88.1,98.5009,0.383,0.133,0.299,72.4,20.7,34.4,30.3,2.0,0.117,9.14,38.71,88.32,0.4512,0.2003,28.95,None,72,Chase Field,
202,680977,Brendan Donovan,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,7,Will Warren,701542,R,39.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.2,47.2,38.2,59.8,80.0,22.4,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,0,"Last 7 games: 7/26, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.23,32.5,86.27,96.9523,0.379,0.1249,0.3271,68.74,1.86,38.3,23.56,5.1,0.1455,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
203,606192,Teoscar Hernandez,LAD,KC,2026-08-13T02:10:00Z,Scheduled,7,Daniel Lynch IV,663738,L,39.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",41.4,25.7,27.6,59.8,78.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,18,0,"Last 7 games: 2/18, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.75,43.37,89.64,100.8313,0.4235,0.1787,0.3174,72.41,24.64,34.01,30.22,15.2,0.1706,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
204,621438,Tyrone Taylor,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,9,Jackson Kent,800600,L,39.2,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.0,41.2,28.2,40.2,78.0,37.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,16,1,"Last 7 games: 4/16, 1 HR","platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.77,35.17,87.13,98.5979,0.4158,0.1693,0.3113,71.28,13.26,49.56,31.54,7.6,0.1968,,,,,,,,,Nationals Park,
205,621493,Taylor Ward,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,8,Will Warren,701542,R,39.1,Longshot,Watch List,Projected Lineup,32.3,47.2,38.2,47.9,50.0,4.2,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,0,"Last 7 games: 4/27, 0 HR","same-side matchup; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.17,39.48,89.26,99.4128,0.3975,0.1553,0.3379,68.8,4.23,32.96,29.66,15.7,0.1434,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
206,657041,Lane Thomas,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,7,Zac Thornton,804267,L,39.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",25.4,42.0,30.9,59.8,78.0,9.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,11,0,"Last 7 games: 2/11, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.99,38.86,88.99,99.5418,0.3399,0.1208,0.2934,72.56,23.82,42.26,24.6,8.2,0.1456,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
207,672386,Alejandro Kirk,TOR,BOS,2026-08-12T23:07:00Z,Scheduled,3,Ranger Suarez,624133,L,38.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",24.2,18.0,30.4,92.1,78.0,43.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,22,0,Contact streak: 9/22 over last 7 games,"platoon edge; pitcher baseline 5.1% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.57,40.3,88.3,99.8439,0.389,0.1288,0.3163,71.87,20.14,27.75,22.25,7.3,0.1152,5.08,33.06,86.64,0.3496,0.1089,22.56,,,Rogers Centre,
208,667472,Dane Myers,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,7,Luis Castillo,622491,R,38.9,Longshot,Watch List,Projected Lineup,27.1,53.9,27.6,59.8,50.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,0,"Last 7 games: 3/25, 0 HR","same-side matchup; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.84,37.59,89.93,99.356,0.3685,0.1344,0.3096,71.25,19.38,25.97,25.87,3.9,0.0931,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
209,663656,Kyle Tucker,LAD,KC,2026-08-13T02:10:00Z,Scheduled,6,Daniel Lynch IV,663738,L,38.9,Longshot,Watch List,Projected Lineup,34.2,25.7,27.6,71.7,50.0,56.2,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.65,38.79,89.19,98.8348,0.4214,0.157,0.3468,71.58,21.22,43.03,32.91,14.3,0.1588,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
210,691026,Masyn Winn,STL,PHI,2026-08-12T18:15:00Z,Pre-Game,6,Zack Wheeler,554430,R,38.3,Longshot,Watch List,Good Environment,15.4,23.9,70.6,76.2,50.0,34.2,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,23,0,Contact streak: 8/23 over last 7 games,"same-side matchup; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.68,34.95,88.23,98.6564,0.3386,0.0881,0.2993,71.17,15.84,32.25,20.83,5.5,0.0911,6.36,34.66,86.91,0.3151,0.1156,25.95,Out To CF,93,Busch Stadium,
211,695734,Daylen Lile,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,7,David Peterson,656849,L,38.3,Longshot,Watch List,Projected Lineup,32.7,37.4,28.2,59.8,50.0,29.2,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","same-side matchup; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.51,38.21,88.62,98.8292,0.4259,0.1593,0.3235,70.5,8.52,40.8,33.04,13.2,0.1801,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
212,669242,Tommy Edman,LAD,KC,2026-08-13T02:10:00Z,Scheduled,4,Daniel Lynch IV,663738,L,37.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",23.9,25.3,27.6,90.4,75.0,8.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,0,"Last 7 games: 5/28, 0 HR","switch hitter; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.55,37.73,88.58,99.655,0.39,0.1174,0.321,70.52,11.83,42.67,25.24,6.0,0.1367,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
213,666023,Freddy Fermin,SD,MIL,2026-08-12T20:10:00Z,Pre-Game,9,Dustin May,669160,R,37.8,Longshot,Watch List,No major boost,15.4,42.2,59.6,44.8,50.0,58.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,1,Contact streak: 10/26 over last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 11.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.2,29.69,88.05,97.1872,0.3238,0.1065,0.2735,69.78,6.14,38.6,28.77,4.3,0.1125,7.52,45.34,90.25,0.3992,0.1476,24.52,Out To RF,74,Petco Park,
214,670764,Taylor Walls,TB,ATH,2026-08-12T19:05:00Z,Pre-Game,9,Jack Perkins,678022,R,37.6,Longshot,Watch List,Platoon Edge,5.5,41.7,67.4,44.8,75.0,52.8,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 9.7% barrel, 11.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.64,23.11,85.81,95.4046,0.2684,0.0759,0.2505,68.35,2.27,37.0,29.61,2.6,0.0885,9.67,37.56,88.01,0.3832,0.1566,34.52,Out To CF,81,Sutter Health Park,
215,543760,Marcus Semien,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,7,Tyler Mahle,641816,R,37.6,Longshot,Watch List,Projected Lineup,25.9,37.0,30.9,59.8,50.0,53.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.08,35.28,87.04,97.6405,0.3943,0.1509,0.3082,68.57,3.13,46.35,31.51,14.3,0.1417,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
216,694378,Jacob Gonzalez,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,8,Janson Junk,676083,R,37.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",23.4,44.5,21.5,47.9,80.0,40.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,1,"Last 7 games: 4/15, 1 HR","platoon edge; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.5,38.6,88.5,98.9324,0.39,0.134,0.307,71.0,12.9,43.5,28.7,5.0,0.147,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
217,643289,Mauricio Dubon,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,6,Zac Thornton,804267,L,37.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",11.3,42.0,30.9,71.7,78.0,36.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,0,Contact streak: 9/25 over last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.23,29.38,86.18,96.4559,0.3681,0.105,0.2997,68.8,3.61,32.1,24.95,9.1,0.128,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
218,571771,Enrique Hernandez,LAD,KC,2026-08-13T02:10:00Z,Scheduled,8,Daniel Lynch IV,663738,L,37.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",39.7,25.7,27.6,47.9,78.0,3.4,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,0,"Last 7 games: 2/14, 0 HR","platoon edge; pitcher baseline 5.9% barrel, 3.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.11,40.12,89.74,99.5161,0.4164,0.1744,0.3024,70.47,12.0,20.98,26.17,3.7,0.2155,5.93,36.76,87.9,0.3685,0.1305,24.51,,,UNIQLO Field at Dodger Stadium,
219,694203,Denzer Guzman,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,7,Cal Quantrill,615698,R,37.2,Longshot,Watch List,Projected Lineup,25.6,48.5,28.2,59.8,50.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,11,0,"Last 7 games: 1/11, 0 HR","same-side matchup; pitcher baseline 9.5% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.21,36.39,87.2,98.2337,0.3286,0.1169,0.256,73.36,32.96,42.7,26.36,4.1,0.1355,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
220,663968,Jake Mangum,PIT,MIA,2026-08-12T22:40:00Z,Scheduled,1,Janson Junk,676083,R,37.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",6.8,43.3,21.5,88.7,75.0,40.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,1,"Last 7 games: 7/26, 1 HR","switch hitter; pitcher baseline 7.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.14,29.48,86.18,96.7528,0.3367,0.0829,0.2858,67.51,3.73,27.65,15.63,3.7,0.0825,7.87,43.17,90.69,0.4257,0.1641,23.43,,,loanDepot park,
221,699302,Hector Rodriguez,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,6,Luis Castillo,622491,R,37.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.0,53.9,27.6,71.7,80.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,2,17,0,"Last 6 games: 2/17, 0 HR","platoon edge; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,27.3,85.1,94.3346,0.183,0.022,0.209,75.9,53.3,36.4,18.2,0.0,0.058,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
222,682622,Noelvi Marte,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,8,Luis Castillo,622491,R,37.0,Longshot,Watch List,Projected Lineup,22.6,53.9,27.6,47.9,50.0,25.8,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","same-side matchup; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.44,32.31,88.15,99.2284,0.3459,0.1317,0.2627,72.57,29.05,44.71,21.69,8.4,0.1528,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
223,669364,Xavier Edwards,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,2,Carmen Mlodzinski,669387,R,36.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",9.5,40.0,21.5,95.5,75.0,14.6,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,0,"Last 7 games: 5/23, 0 HR","switch hitter; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.83,29.05,86.87,96.5811,0.3572,0.0942,0.3111,68.02,2.54,29.43,21.49,5.1,0.0945,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
224,663538,Nico Hoerner,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,6,Jackson Kent,800600,L,36.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",8.6,41.2,28.2,71.7,78.0,55.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.56,28.83,86.14,96.221,0.3798,0.0836,0.3241,68.33,1.83,33.29,21.98,7.0,0.1026,,,,,,,,,Nationals Park,
225,702176,Alan Roden,MIN,BAL,2026-08-12T17:40:00Z,In Progress,8,Shane Baz,669358,R,36.5,Longshot,Watch List,Platoon Edge,15.2,40.3,44.1,52.4,80.0,12.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,15,0,"Last 7 games: 3/15, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.68,38.66,87.24,98.3377,0.3155,0.0884,0.2872,70.31,12.79,36.68,23.97,0.6,0.0449,7.47,41.36,89.98,0.3951,0.1483,24.94,In From CF,86,Target Field,
226,807712,Luke Keaschall,MIN,BAL,2026-08-12T17:40:00Z,In Progress,6,Shane Baz,669358,R,36.4,Longshot,Watch List,No major boost,11.0,40.3,44.1,76.2,50.0,25.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.8,29.38,85.08,96.603,0.3549,0.109,0.3142,68.64,7.87,38.89,26.83,5.4,0.1101,7.47,41.36,89.98,0.3951,0.1483,24.94,In From CF,86,Target Field,
227,668952,Ryan Kreidler,MIN,BAL,2026-08-12T17:40:00Z,In Progress,9,Shane Baz,669358,R,36.3,Longshot,Watch List,No major boost,26.1,40.3,44.1,44.8,50.0,12.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.9,34.2,88.27,99.1869,0.3502,0.1343,0.2759,73.17,32.3,44.98,27.46,3.5,0.1043,7.47,41.36,89.98,0.3951,0.1483,24.94,In From CF,86,Target Field,
228,682663,Agustin Ramirez,MIA,PIT,2026-08-12T22:40:00Z,Scheduled,7,Carmen Mlodzinski,669387,R,36.3,Longshot,Watch List,Projected Lineup,28.3,40.8,21.5,59.8,50.0,22.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,15,0,"Last 7 games: 4/15, 0 HR","same-side matchup; pitcher baseline 7.1% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.38,41.05,89.4,102.0093,0.3506,0.1175,0.2963,75.62,58.28,39.63,17.44,7.7,0.1288,7.08,44.72,90.48,0.4216,0.1448,23.67,,,loanDepot park,
229,696285,Jacob Young,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,8,David Peterson,656849,L,36.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.2,37.4,28.2,47.9,78.0,60.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,20,1,Contact streak: 8/20 over last 7 games,"platoon edge; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.05,33.43,88.16,98.1041,0.3787,0.116,0.3138,69.0,2.02,34.58,23.65,7.6,0.1302,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
230,666152,David Hamilton,MIL,SD,2026-08-12T20:10:00Z,Pre-Game,8,Robbie Ray,592662,L,36.2,Longshot,Watch List,No major boost,10.5,47.4,59.6,52.4,50.0,12.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,0,"Last 7 games: 4/20, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.32,27.17,86.53,96.6586,0.2994,0.0939,0.2621,69.8,7.22,34.34,26.3,3.9,0.1028,8.69,39.87,89.67,0.4046,0.1695,33.87,Out To RF,74,Petco Park,
231,693409,César Prieto,STL,PHI,2026-08-12T18:15:00Z,Pre-Game,7,Zack Wheeler,554430,R,36.1,Longshot,Watch List,"Good Environment, Platoon Edge",10.9,23.9,70.6,64.3,80.0,0.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,20,0,"Last 7 games: 0/20, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.8,22.26,87.8,99.1449,0.2499,0.0973,0.1708,69.93,4.29,61.85,12.74,0.0,0.0,6.36,34.66,86.91,0.3151,0.1156,25.95,Out To CF,93,Busch Stadium,
232,671976,Tristan Peters,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,7,Rhett Lowder,695076,R,36.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",10.7,50.6,27.6,59.8,80.0,14.1,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,0,"Last 7 games: 3/14, 0 HR","platoon edge; pitcher baseline 9.5% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.29,33.0,87.01,97.7179,0.3103,0.0938,0.2537,69.16,5.46,41.56,18.2,4.2,0.1036,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
233,806068,Colt Emerson,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,9,Will Warren,701542,R,36.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",15.3,47.2,38.2,40.2,80.0,20.8,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,1,"Last 7 games: 3/22, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.0,31.2,86.7,97.1849,0.305,0.106,0.252,72.5,26.1,41.1,22.7,8.0,0.147,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
