rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
59,671277,Luis Garcia,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,4,Bryce Miller,682243,R,53.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",50.0,37.3,38.2,90.4,80.0,39.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.31,46.01,91.18,101.8761,0.4945,0.2079,0.3495,73.59,38.43,41.43,22.05,21.6,0.2391,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
60,678246,Miguel Vargas,CWS,CIN,2026-08-12T23:40:00Z,Scheduled,3,Rhett Lowder,695076,R,53.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",54.0,50.6,27.6,92.1,50.0,30.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,1,"Last 7 games: 5/25, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 11.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.76,44.35,90.33,100.4804,0.4812,0.2277,0.3624,73.05,34.35,43.23,36.36,22.3,0.216,9.5,38.2,90.5,0.457,0.19,28.3,,,Rate Field,
61,521692,Salvador Perez,KC,LAD,2026-08-13T02:10:00Z,Scheduled,4,Eric Lauer,641778,L,52.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",45.5,56.3,27.6,90.4,78.0,12.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","platoon edge; pitcher baseline 10.4% barrel, 19.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.09,43.48,89.23,100.6467,0.4472,0.2058,0.315,71.99,22.0,41.84,30.99,20.2,0.1715,10.41,37.42,89.06,0.4596,0.2077,36.9,,,UNIQLO Field at Dodger Stadium,
62,661388,William Contreras,MIL,SD,2026-08-12T20:10:00Z,Pre-Game,5,Robbie Ray,592662,L,52.8,Longshot,Watch List,Platoon Edge,36.9,47.4,59.6,86.4,78.0,24.3,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,1,"Last 7 games: 4/25, 1 HR","platoon edge; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.1,44.44,90.26,101.4547,0.4217,0.1646,0.3301,73.27,35.11,36.04,24.08,12.8,0.1278,8.69,39.87,89.67,0.4046,0.1695,33.87,Out To RF,74,Petco Park,
63,673548,Seiya Suzuki,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,2,Jackson Kent,800600,L,52.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",47.2,41.2,28.2,95.5,78.0,54.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.26,42.05,89.62,101.2548,0.4468,0.1984,0.3408,73.3,36.83,42.25,30.78,23.6,0.2155,,,,,,,,,Nationals Park,
64,701358,Cam Smith,HOU,SF,2026-08-12T19:45:00Z,Pre-Game,6,Adrian Houser,605288,R,52.7,Longshot,Watch List,"Strong Barrel, Hot Hitter/Streak",42.8,46.6,48.3,76.2,50.0,100.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,22,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.26,44.09,89.09,101.7165,0.4187,0.1753,0.3215,76.67,68.11,37.35,25.0,13.9,0.157,8.13,43.47,90.06,0.4395,0.1743,23.95,Out To LF,64,Oracle Park,
65,668930,Brice Turang,MIL,SD,2026-08-12T20:10:00Z,Pre-Game,2,Robbie Ray,592662,L,52.7,Longshot,Watch List,Premium Lineup Spot,38.3,47.4,59.6,100.0,50.0,24.9,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","same-side matchup; pitcher baseline 8.7% barrel, 17.8 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.07,44.11,90.75,100.5246,0.4353,0.1761,0.3413,70.25,13.2,27.09,24.13,16.6,0.1729,8.69,39.87,89.67,0.4046,0.1695,33.87,Out To RF,74,Petco Park,
66,682987,Spencer Jones,NYY,SEA,2026-08-12T23:05:00Z,Scheduled,6,Bryce Miller,682243,R,52.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",63.1,37.3,38.2,71.7,80.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,23,0,"Last 7 games: 2/23, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 14.2 HR allowed",EV profile; pitcher allows elevated contact,12.5,57.7,94.0,103.5388,0.421,0.201,0.318,77.7,78.3,29.2,37.5,5.0,0.175,7.51,36.14,88.62,0.3804,0.1533,31.93,,,Yankee Stadium,
67,677594,Julio Rodriguez,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,4,Will Warren,701542,R,52.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",46.3,47.2,38.2,90.4,50.0,62.4,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.1,44.43,90.47,102.7524,0.472,0.1971,0.3489,76.61,67.06,38.28,26.33,22.2,0.1776,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
68,686948,Drake Baldwin,ATL,NYM,2026-08-12T23:15:00Z,Scheduled,2,Zac Thornton,804267,L,52.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.4,42.0,30.9,95.5,50.0,22.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,0,"Last 7 games: 8/30, 0 HR","same-side matchup; pitcher baseline 8.8% barrel, 3.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.96,51.0,91.7,102.3423,0.4947,0.2185,0.3684,75.16,54.48,31.66,24.41,19.7,0.1845,8.8,39.8,89.3,0.423,0.155,29.2,,,Truist Park,
69,663728,Cal Raleigh,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,6,Will Warren,701542,R,52.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",54.8,45.4,38.2,71.7,75.0,19.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,1,"Last 7 games: 3/23, 1 HR","switch hitter; pitcher baseline 8.4% barrel, 17.1 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,14.95,39.03,89.69,100.6815,0.4224,0.2285,0.3157,75.06,52.81,53.8,41.94,26.4,0.2006,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
70,596019,Francisco Lindor,NYM,ATL,2026-08-12T23:15:00Z,Scheduled,2,Tyler Mahle,641816,R,52.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",47.6,35.7,30.9,95.5,75.0,66.9,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,28,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 7.3% barrel, 11.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.53,47.97,91.2,100.3928,0.4624,0.2024,0.3513,72.02,22.46,45.46,29.88,17.0,0.1955,7.3,36.89,89.48,0.3948,0.1502,27.68,,,Truist Park,
71,702616,Jackson Holliday,BAL,MIN,2026-08-12T17:40:00Z,In Progress,3,Zebby Matthews,805673,R,51.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",28.0,56.3,44.1,96.6,80.0,36.3,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,1,"Last 7 games: 6/25, 1 HR","platoon edge; pitcher baseline 11.6% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.87,37.93,87.68,98.2674,0.383,0.1434,0.3189,70.6,7.62,36.32,25.17,9.3,0.1386,11.58,40.06,90.11,0.4463,0.1872,27.66,In From CF,86,Target Field,
72,668904,Royce Lewis,MIN,BAL,2026-08-12T17:40:00Z,In Progress,2,Shane Baz,669358,R,51.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",44.0,40.3,44.1,100.0,50.0,52.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,29,1,Contact streak: 10/29 over last 7 games,"same-side matchup; pitcher baseline 7.5% barrel, 14.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.22,41.98,90.01,101.0147,0.4119,0.1726,0.3131,74.65,50.03,46.65,30.78,13.0,0.1748,7.47,41.36,89.98,0.3951,0.1483,24.94,In From CF,86,Target Field,
73,664954,Brett Sullivan,COL,AZ,2026-08-12T19:40:00Z,Pre-Game,9,Merrill Kelly,518876,R,51.9,Longshot,Watch List,Platoon Edge,40.5,65.4,41.7,44.8,80.0,63.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,14,1,Contact streak: 6/14 over last 7 games,"platoon edge; pitcher baseline 11.7% barrel, 23.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,9.81,52.4,90.37,97.71,0.3407,0.1458,0.2956,68.74,4.83,52.87,35.65,3.5,0.1288,11.68,43.99,90.2,0.5115,0.2265,26.29,None,72,Chase Field,
74,668709,JJ Bleday,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,3,Luis Castillo,622491,R,51.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.5,53.9,27.6,92.1,80.0,26.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,1,"Last 7 games: 4/23, 1 HR","platoon edge; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.76,40.24,88.7,99.9474,0.4199,0.1872,0.3341,73.21,29.4,45.6,33.34,18.2,0.2207,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
75,646240,Rafael Devers,SF,HOU,2026-08-12T19:45:00Z,Pre-Game,4,Bryan King,687911,L,51.6,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",57.4,24.9,48.3,94.9,50.0,32.9,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","same-side matchup; pitcher baseline 5.9% barrel, 7.9 HR allowed",EV profile; pitcher fly-ball pressure modest,12.5,52.46,92.8,103.1213,0.4548,0.2196,0.3376,71.74,20.51,33.91,32.9,27.3,0.2249,5.87,36.73,87.56,0.372,0.1294,20.12,Out To LF,64,Oracle Park,
76,553993,Eugenio Suarez,CIN,CWS,2026-08-12T23:40:00Z,Scheduled,5,Luis Castillo,622491,R,51.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",44.1,53.9,27.6,81.9,50.0,79.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,21,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.9% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.18,39.13,89.15,100.229,0.386,0.1876,0.2899,71.88,20.76,48.87,34.11,26.6,0.2364,9.91,42.9,90.16,0.4418,0.18,28.07,,,Rate Field,
77,663457,Lars Nootbaar,AZ,COL,2026-08-12T19:40:00Z,Pre-Game,5,Ryan Feltner,663372,R,51.5,Longshot,Watch List,Platoon Edge,43.6,48.0,41.7,86.4,80.0,1.6,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,23,0,"Last 7 games: 3/23, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.15,49.02,91.51,101.4667,0.4007,0.1676,0.3219,73.19,35.75,39.05,27.08,6.0,0.1151,9.14,38.71,88.32,0.4512,0.2003,28.95,None,72,Chase Field,
78,664983,Jake McCarthy,COL,AZ,2026-08-12T19:40:00Z,Pre-Game,1,Merrill Kelly,518876,R,51.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",15.5,65.4,41.7,93.2,80.0,81.7,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,14,30,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.16,27.18,84.98,96.759,0.4013,0.1364,0.3105,70.75,11.37,38.01,21.66,10.3,0.1879,11.68,43.99,90.2,0.5115,0.2265,26.29,None,72,Chase Field,
79,662139,Daulton Varsho,HOU,SF,2026-08-12T19:45:00Z,Pre-Game,4,Adrian Houser,605288,R,51.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",35.1,46.6,48.3,94.9,80.0,19.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,1,"Last 7 games: 3/24, 1 HR","platoon edge; pitcher baseline 8.1% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.18,38.34,87.52,99.502,0.4016,0.1683,0.3046,73.78,36.95,42.41,29.94,11.6,0.1847,8.13,43.47,90.06,0.4395,0.1743,23.95,Out To LF,64,Oracle Park,
80,682674,Victor Bericoto,SF,HOU,2026-08-12T19:45:00Z,Pre-Game,5,Bryan King,687911,L,51.4,Longshot,Watch List,"Strong Barrel, Platoon Edge",51.8,24.9,48.3,86.4,78.0,39.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 5.9% barrel, 7.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.6,47.7,88.7,100.2506,0.43,0.225,0.273,74.2,46.4,38.6,27.3,4.0,0.242,5.87,36.73,87.56,0.372,0.1294,20.12,Out To LF,64,Oracle Park,
81,650489,Willi Castro,COL,AZ,2026-08-12T19:40:00Z,Pre-Game,6,Merrill Kelly,518876,R,51.2,Longshot,Watch List,Platoon Edge,31.5,63.6,41.7,76.2,75.0,37.8,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","switch hitter; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.04,38.56,87.33,99.9813,0.3876,0.1547,0.3074,72.58,26.32,42.88,31.53,12.4,0.1533,11.68,43.99,90.2,0.5115,0.2265,26.29,None,72,Chase Field,
82,666176,Jo Adell,CLE,DET,2026-08-12T22:40:00Z,Scheduled,4,Framber Valdez,664285,L,51.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.1,35.3,27.6,90.4,78.0,25.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,1,"Last 7 games: 4/24, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 12.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.56,46.01,90.51,102.6747,0.4762,0.219,0.3398,77.39,71.41,37.23,27.84,23.0,0.186,6.28,43.99,90.1,0.3833,0.1325,19.23,,,Comerica Park,
83,694249,Cole Carrigg,COL,AZ,2026-08-12T19:40:00Z,Pre-Game,2,Merrill Kelly,518876,R,50.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",23.2,63.6,41.7,100.0,75.0,15.3,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,0,"Last 7 games: 6/27, 0 HR","switch hitter; pitcher baseline 11.7% barrel, 23.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.1,32.1,86.9,98.164,0.402,0.139,0.334,73.8,39.4,46.7,28.5,5.0,0.202,11.68,43.99,90.2,0.5115,0.2265,26.29,None,72,Chase Field,
84,665953,Andres Chaparro,WSH,CHC,2026-08-12T22:45:00Z,Scheduled,2,David Peterson,656849,L,50.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",47.2,37.4,28.2,95.5,78.0,23.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,18,0,"Last 7 games: 5/18, 0 HR","platoon edge; pitcher baseline 6.7% barrel, 11.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.94,45.85,88.45,100.9985,0.4314,0.2079,0.3329,74.21,42.79,48.52,28.05,4.5,0.2048,6.68,42.85,89.76,0.4182,0.1454,19.71,,,Nationals Park,
85,666211,Taylor Trammell,HOU,SF,2026-08-12T19:45:00Z,Pre-Game,7,Adrian Houser,605288,R,50.2,Longshot,Watch List,"Strong Barrel, Platoon Edge",39.8,46.6,48.3,64.3,80.0,48.7,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,20,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 13.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.6,37.57,89.18,100.769,0.3826,0.1774,0.3025,75.44,55.28,46.61,29.04,5.8,0.1654,8.13,43.47,90.06,0.4395,0.1743,23.95,Out To LF,64,Oracle Park,
86,575929,Willson Contreras,BOS,TOR,2026-08-12T23:07:00Z,Scheduled,4,José Soriano,667755,R,50.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",58.9,36.4,30.4,90.4,50.0,7.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,24,0,"Last 7 games: 4/24, 0 HR","same-side matchup; pitcher baseline 7.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.04,46.55,90.53,103.022,0.4971,0.2366,0.3755,76.77,68.66,44.21,29.33,22.1,0.2271,7.62,41.27,89.65,0.3782,0.1362,18.82,,,Rogers Centre,
87,671732,Lawrence Butler,ATH,TB,2026-08-12T19:05:00Z,Pre-Game,5,Drew Rasmussen,656876,R,50.0,Longshot,Watch List,Platoon Edge,33.7,29.4,67.4,86.4,80.0,47.5,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.6% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.73,44.75,89.73,101.7336,0.3699,0.1374,0.3054,73.7,38.51,35.52,22.28,11.9,0.1371,6.58,36.09,88.71,0.3561,0.1271,22.96,Out To CF,81,Sutter Health Park,
88,687263,Zach Neto,LAA,TEX,2026-08-13T02:10:00Z,Scheduled,4,Cal Quantrill,615698,R,49.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",47.3,48.5,28.2,90.4,50.0,24.5,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,31,1,"Last 7 games: 5/31, 1 HR","same-side matchup; pitcher baseline 9.5% barrel, 12.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.39,42.05,89.88,100.1558,0.4208,0.2062,0.3111,71.26,13.48,47.13,35.38,21.8,0.1988,9.49,37.16,88.86,0.4547,0.1926,29.78,,,Angel Stadium,
89,802139,JJ Wetherholt,STL,PHI,2026-08-12T18:15:00Z,Pre-Game,1,Zack Wheeler,554430,R,49.7,Longshot,Watch List,"Good Environment, Premium Lineup Spot, Platoon Edge",38.9,23.9,70.6,93.2,80.0,6.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,25,0,"Last 7 games: 4/25, 0 HR","platoon edge; pitcher baseline 6.4% barrel, 15.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.5,44.4,89.8,99.3706,0.437,0.18,0.353,72.0,20.8,36.8,29.7,16.0,0.136,6.36,34.66,86.91,0.3151,0.1156,25.95,Out To CF,93,Busch Stadium,
90,668227,Randy Arozarena,SEA,NYY,2026-08-12T23:05:00Z,Scheduled,2,Will Warren,701542,R,49.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",40.1,47.2,38.2,95.5,50.0,28.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","same-side matchup; pitcher baseline 8.4% barrel, 17.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.98,45.21,91.09,101.0852,0.4226,0.1683,0.3431,71.32,24.59,33.28,23.54,18.6,0.1768,8.45,43.27,90.72,0.4225,0.1603,23.47,,,Yankee Stadium,
91,679529,Spencer Torkelson,DET,CLE,2026-08-12T22:40:00Z,Scheduled,6,Foster Griffin,656492,L,49.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",49.8,42.9,27.6,71.7,78.0,32.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,27,0,Contact streak: 9/27 over last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 21.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,13.15,42.58,89.71,100.2855,0.4287,0.2041,0.3249,73.14,26.16,47.98,36.11,23.3,0.202,9.2,37.6,87.9,0.411,0.161,25.8,,,Comerica Park,
92,664023,Ian Happ,CHC,WSH,2026-08-12T22:45:00Z,Scheduled,5,Jackson Kent,800600,L,49.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",44.1,40.2,28.2,81.9,75.0,56.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.1,42.86,89.51,100.8627,0.4115,0.1951,0.3239,71.88,18.92,43.77,33.02,20.9,0.1952,,,,,,,,,Nationals Park,
93,672515,Gabriel Moreno,AZ,COL,2026-08-12T19:40:00Z,Pre-Game,3,Ryan Feltner,663372,R,49.2,Longshot,Watch List,Premium Lineup Spot,34.9,48.0,41.7,96.6,50.0,37.6,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,0,Contact streak: 10/27 over last 7 games,"same-side matchup; pitcher baseline 9.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.96,42.49,89.56,99.5272,0.4537,0.1628,0.3635,71.32,19.51,35.78,25.47,8.3,0.1473,9.14,38.71,88.32,0.4512,0.2003,28.95,None,72,Chase Field,
