rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
35,665052,Griffin Conine,MIA,CHC,2026-09-05T20:10:00Z,Scheduled,2,Javier Assad,665871,R,52.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.5,39.2,21.5,95.5,80.0,21.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,19,0,"Last 7 games: 5/19, 0 HR","platoon edge; pitcher baseline 6.0% barrel, 11.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.94,49.71,91.25,103.3439,0.453,0.2089,0.3426,74.26,44.32,42.67,23.48,10.4,0.2098,6.02,43.97,89.62,0.4253,0.1565,26.5,,,loanDepot park,
36,596019,Francisco Lindor,NYM,SF,2026-09-05T20:10:00Z,Scheduled,1,Anthony Molina,683627,R,52.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",45.7,46.5,24.8,88.7,75.0,72.0,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,30,3,Hot streak: 3 HR in last 7 games,"switch hitter; pitcher baseline 8.0% barrel, 5.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.11,46.92,90.92,100.3536,0.447,0.1975,0.3401,72.09,22.74,45.39,31.28,19.8,0.1948,8.02,39.51,87.49,0.4975,0.2112,35.39,,,Citi Field,
37,668804,Bryan Reynolds,PIT,LAA,2026-09-05T22:40:00Z,Scheduled,3,Yusei Kikuchi,579328,L,52.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.7,53.1,24.3,92.1,75.0,23.4,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,0,"Last 7 games: 8/29, 0 HR","switch hitter; pitcher baseline 9.8% barrel, 12.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.73,46.98,90.92,101.9501,0.4456,0.1904,0.3499,72.69,28.16,39.1,25.74,15.3,0.157,9.75,44.72,91.14,0.4532,0.1906,24.31,,,PNC Park,
38,677951,Bobby Witt,KC,TOR,2026-09-05T23:10:00Z,Scheduled,2,Max Scherzer,453286,R,52.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",56.0,47.6,23.2,95.5,50.0,28.1,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","same-side matchup; pitcher baseline 10.1% barrel, 14.1 HR allowed",EV profile; pitcher allows elevated contact,11.8,50.18,92.53,103.4784,0.5087,0.2101,0.3769,73.95,42.23,30.17,27.27,18.1,0.1766,10.09,35.47,88.02,0.4249,0.189,33.53,,,Kauffman Stadium,
39,678246,Miguel Vargas,CWS,MIN,2026-09-05T23:10:00Z,Scheduled,3,Taj Bradley,671737,R,52.4,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",52.6,47.9,27.6,92.1,50.0,39.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","same-side matchup; pitcher baseline 8.8% barrel, 20.4 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.41,44.07,90.33,100.4177,0.4819,0.2221,0.3666,72.91,33.23,44.49,35.03,25.1,0.2132,8.8,43.33,90.32,0.3864,0.1578,29.19,,,Rate Field,
40,695657,Colson Montgomery,CWS,MIN,2026-09-05T23:10:00Z,Scheduled,6,Taj Bradley,671737,R,52.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",51.2,47.9,27.6,71.7,80.0,48.7,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.96,42.47,88.91,101.7561,0.4359,0.2199,0.3151,76.65,70.09,48.6,33.02,26.6,0.2403,8.8,43.33,90.32,0.3864,0.1578,29.19,,,Rate Field,
41,641343,Jake Bauers,MIL,CIN,2026-09-05T22:40:00Z,Scheduled,5,Andrew Abbott,671096,L,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",59.6,43.4,39.3,81.9,50.0,3.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,21,0,"Last 7 games: 3/21, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 20.4 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,13.56,50.57,92.12,103.019,0.4661,0.2167,0.3666,76.5,69.58,41.46,30.47,18.2,0.2025,8.14,36.99,89.13,0.4214,0.166,28.49,,,Great American Ball Park,
42,663886,Tyler Stephenson,CIN,MIL,2026-09-05T22:40:00Z,Scheduled,5,Dustin May,669160,R,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel",51.2,42.5,39.3,81.9,50.0,62.4,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.1,46.75,90.99,100.5377,0.4396,0.2033,0.3299,70.45,6.93,37.01,33.15,13.7,0.1788,7.73,44.43,90.04,0.3999,0.149,24.73,,,Great American Ball Park,
43,671218,Heliot Ramos,NYY,SD,2026-09-05T23:15:00Z,Scheduled,5,Robbie Ray,592662,L,52.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.4,49.7,22.6,81.9,78.0,32.5,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,14,1,"Last 7 games: 3/14, 1 HR","platoon edge; pitcher baseline 9.0% barrel, 20.6 HR allowed",EV profile; pitcher allows elevated contact,12.3,49.22,92.15,103.0085,0.4345,0.1827,0.3242,72.99,32.26,33.45,23.58,13.3,0.151,9.04,39.8,89.74,0.4088,0.1758,34.29,,,Petco Park,
44,665487,Fernando Tatis,SD,NYY,2026-09-05T23:15:00Z,Scheduled,1,Carlos Rodón,607074,L,52.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.5,32.8,22.6,88.7,78.0,52.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.0% barrel, 10.1 HR allowed",EV profile; pitcher fly-ball pressure modest,12.12,53.27,92.95,104.5193,0.4845,0.1974,0.3714,75.58,57.84,35.29,21.87,20.8,0.1689,6.97,37.64,89.44,0.3517,0.1317,27.74,,,Petco Park,
45,677800,Wilyer Abreu,BOS,BAL,2026-09-05T23:05:00Z,Scheduled,4,Chris Bassitt,605135,R,51.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.2,30.4,32.1,90.4,80.0,43.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","platoon edge; pitcher baseline 6.2% barrel, 12.9 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.37,44.34,90.17,101.3677,0.4736,0.2229,0.3441,73.89,38.8,38.46,36.89,22.7,0.2136,6.19,36.25,87.7,0.414,0.1378,23.14,,,Oriole Park at Camden Yards,
46,666176,Jo Adell,CLE,DET,2026-09-05T22:10:00Z,Scheduled,4,Framber Valdez,664285,L,51.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.2,37.0,27.6,90.4,78.0,24.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","platoon edge; pitcher baseline 6.3% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.77,45.94,90.51,102.9056,0.4769,0.2183,0.3398,77.32,71.48,38.84,27.35,25.1,0.1895,6.28,44.34,90.52,0.3896,0.1325,18.39,,,Progressive Field,
47,661388,William Contreras,MIL,CIN,2026-09-05T22:40:00Z,Scheduled,4,Andrew Abbott,671096,L,51.4,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.2,43.4,39.3,90.4,78.0,55.9,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,27,1,Contact streak: 10/27 over last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.45,45.0,90.4,101.5218,0.4245,0.1674,0.3322,73.41,36.58,36.04,24.01,14.2,0.1327,8.14,36.99,89.13,0.4214,0.166,28.49,,,Great American Ball Park,
48,660670,Ronald Acuna,ATL,PHI,2026-09-05T22:05:00Z,Scheduled,2,Zack Wheeler,554430,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",57.3,26.0,34.3,95.5,50.0,63.3,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,13,27,1,Contact streak: 13/27 over last 7 games,"same-side matchup; pitcher baseline 6.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.39,47.39,91.02,103.0386,0.4853,0.23,0.369,76.12,63.3,36.79,27.53,16.1,0.1895,6.5,34.8,86.98,0.3228,0.1212,25.74,,,Citizens Bank Park,
49,660821,Jesus Sanchez,TOR,KC,2026-09-05T23:10:00Z,Scheduled,5,Seth Lugo,607625,R,51.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",46.0,53.4,23.2,81.9,80.0,22.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,11,0,"Last 7 games: 3/11, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 20.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.1,44.87,90.95,101.9548,0.4319,0.1797,0.3251,74.26,48.1,33.96,25.21,9.8,0.1594,8.65,43.66,90.14,0.4632,0.1904,28.9,,,Kauffman Stadium,
50,813841,Jonah Cox,SF,NYM,2026-09-05T20:10:00Z,Scheduled,1,Zac Thornton,804267,L,51.1,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",45.3,42.0,24.8,88.7,78.0,58.7,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,1,Contact streak: 7/18 over last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 7.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.2,43.9,90.6,100.13,0.387,0.186,0.278,69.0,7.2,22.0,36.6,4.0,0.25,8.2,38.6,88.7,0.444,0.175,27.7,,,Citi Field,
51,686948,Drake Baldwin,ATL,PHI,2026-09-05T22:05:00Z,Scheduled,1,Zack Wheeler,554430,R,51.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",56.6,26.0,34.3,88.7,80.0,25.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,31,0,"Last 7 games: 9/31, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.33,51.07,91.84,102.3611,0.4905,0.2157,0.3635,75.37,57.07,32.22,25.46,21.1,0.1817,6.5,34.8,86.98,0.3228,0.1212,25.74,,,Citizens Bank Park,
52,547180,Bryce Harper,PHI,ATL,2026-09-05T22:05:00Z,Scheduled,3,Martín Pérez,527048,L,51.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",52.2,38.5,34.3,92.1,50.0,39.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,0,Contact streak: 10/26 over last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 10.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.53,45.4,90.67,101.8836,0.5004,0.2254,0.3862,74.1,44.8,37.77,27.38,27.0,0.2316,8.07,38.42,88.06,0.4227,0.1639,23.78,,,Citizens Bank Park,
53,671739,Michael Harris,ATL,PHI,2026-09-05T22:05:00Z,Scheduled,4,Zack Wheeler,554430,R,50.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",46.3,26.0,34.3,90.4,80.0,87.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.29,47.04,90.41,103.2577,0.4688,0.1858,0.3353,74.79,47.33,36.22,22.21,22.8,0.1936,6.5,34.8,86.98,0.3228,0.1212,25.74,,,Citizens Bank Park,
54,642708,Amed Rosario,NYY,SD,2026-09-05T23:15:00Z,Scheduled,3,Robbie Ray,592662,L,50.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",41.9,49.7,22.6,92.1,78.0,34.5,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,0,Contact streak: 7/20 over last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 20.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.5,42.62,90.92,101.7363,0.4362,0.1748,0.3198,73.73,37.55,38.38,24.07,8.8,0.1768,9.04,39.8,89.74,0.4088,0.1758,34.29,,,Petco Park,
55,683734,Andrew Vaughn,MIL,CIN,2026-09-05T22:40:00Z,Scheduled,3,Andrew Abbott,671096,L,50.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",35.0,43.4,39.3,92.1,78.0,58.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,1,Contact streak: 7/18 over last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 20.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.45,44.83,90.48,100.2117,0.4167,0.1465,0.3399,70.53,13.08,34.35,24.83,8.4,0.1514,8.14,36.99,89.13,0.4214,0.166,28.49,,,Great American Ball Park,
56,677594,Julio Rodriguez,SEA,ATH,2026-09-06T01:40:00Z,Scheduled,3,Jeffrey Springs,605488,L,50.7,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",46.1,47.7,25.4,92.1,78.0,6.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,31,0,"Last 7 games: 5/31, 0 HR","platoon edge; pitcher baseline 9.2% barrel, 31.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.45,44.71,90.54,102.6936,0.4566,0.1901,0.3398,76.68,67.2,38.07,26.19,23.6,0.172,9.15,35.69,87.81,0.4471,0.1946,32.51,,,T-Mobile Park,
57,668709,JJ Bleday,CIN,MIL,2026-09-05T22:40:00Z,Scheduled,4,Dustin May,669160,R,50.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",38.6,42.5,39.3,90.4,80.0,37.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 7.7% barrel, 13.3 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.62,39.47,88.56,99.8934,0.4094,0.1781,0.3278,73.07,27.79,46.3,32.85,19.6,0.2081,7.73,44.43,90.04,0.3999,0.149,24.73,,,Great American Ball Park,
58,680777,Ryan Jeffers,MIN,CWS,2026-09-05T23:10:00Z,Scheduled,3,Anthony Kay,641743,L,50.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",40.0,40.8,27.6,92.1,78.0,71.6,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.8,40.91,88.95,100.8735,0.4343,0.1829,0.3468,73.07,36.82,37.39,27.33,11.8,0.2003,8.5,39.1,88.3,0.413,0.154,22.2,,,Rate Field,
59,668227,Randy Arozarena,SEA,ATH,2026-09-06T01:40:00Z,Scheduled,1,Jeffrey Springs,605488,L,50.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",40.0,47.7,25.4,88.7,78.0,54.9,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,29,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.2% barrel, 31.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.05,44.37,90.88,100.9839,0.4205,0.1711,0.3424,71.39,25.15,34.82,24.52,23.5,0.1922,9.15,35.69,87.81,0.4471,0.1946,32.51,,,T-Mobile Park,
60,543807,George Springer,TOR,KC,2026-09-05T23:10:00Z,Scheduled,4,Seth Lugo,607625,R,50.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",39.7,53.4,23.2,90.4,50.0,79.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 20.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.69,40.81,88.88,100.1499,0.4359,0.1841,0.3354,73.17,34.53,41.09,26.44,19.4,0.1915,8.65,43.66,90.14,0.4632,0.1904,28.9,,,Kauffman Stadium,
61,502671,Paul Goldschmidt,NYY,SD,2026-09-05T23:15:00Z,Scheduled,1,Robbie Ray,592662,L,50.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",37.8,49.7,22.6,88.7,78.0,66.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,22,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.0% barrel, 20.6 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,9.96,39.08,87.88,99.4575,0.4311,0.1847,0.3178,71.69,16.55,33.6,29.63,15.6,0.185,9.04,39.8,89.74,0.4088,0.1758,34.29,,,Petco Park,
62,672960,Kazuma Okamoto,TOR,KC,2026-09-05T23:10:00Z,Scheduled,6,Seth Lugo,607625,R,50.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",51.7,53.4,23.2,71.7,50.0,49.9,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 20.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.3,43.8,90.5,101.3462,0.43,0.214,0.318,73.1,34.6,51.1,33.5,28.0,0.213,8.65,43.66,90.14,0.4632,0.1904,28.9,,,Kauffman Stadium,
63,681715,Heriberto Hernandez,MIA,CHC,2026-09-05T20:10:00Z,Scheduled,3,Javier Assad,665871,R,50.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",55.0,39.2,21.5,92.1,50.0,41.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.0% barrel, 11.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.96,46.8,90.97,101.7003,0.4707,0.2243,0.348,74.14,45.04,47.1,30.41,19.1,0.2196,6.02,43.97,89.62,0.4253,0.1565,26.5,,,loanDepot park,
64,695336,Thomas Saggese,STL,COL,2026-09-06T00:10:00Z,Scheduled,9,Mason Adams,690279,R,50.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Hot Hitter/Streak",38.7,69.3,38.7,40.2,50.0,100.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,22,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 13.0% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.57,39.9,89.08,100.1667,0.4105,0.1775,0.3027,71.48,17.76,34.31,26.76,3.4,0.1484,13.0,47.8,91.3,0.462,0.232,39.1,,,Coors Field,
65,673548,Seiya Suzuki,CHC,MIA,2026-09-05T20:10:00Z,Scheduled,2,Ryan Gusto,687473,R,50.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",47.0,45.0,21.5,95.5,50.0,50.8,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.3% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.26,41.56,89.27,101.0587,0.4492,0.2015,0.3443,73.3,37.32,41.97,31.55,26.4,0.219,8.31,44.02,89.83,0.4246,0.162,25.21,,,loanDepot park,
66,607043,Brandon Nimmo,TEX,TB,2026-09-05T23:05:00Z,Scheduled,4,Drew Rasmussen,656876,R,50.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",48.1,29.0,27.6,90.4,80.0,63.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,25,1,Contact streak: 11/25 over last 7 games,"platoon edge; pitcher baseline 6.0% barrel, 14.5 HR allowed",EV profile; pitcher fly-ball pressure modest,9.71,50.62,92.18,102.1255,0.4554,0.1852,0.3455,72.34,27.53,33.17,25.98,17.3,0.1628,6.02,37.14,88.99,0.3568,0.125,23.03,,,Globe Life Field,
67,605137,Josh Bell,MIN,CWS,2026-09-05T23:10:00Z,Scheduled,4,Anthony Kay,641743,L,49.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",43.5,38.8,27.6,90.4,75.0,52.3,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,26,1,Contact streak: 9/26 over last 7 games,"switch hitter; pitcher baseline 8.5% barrel, 19.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.14,43.22,89.98,100.9527,0.4472,0.1954,0.3373,72.33,28.78,41.78,26.85,18.5,0.1674,8.5,39.1,88.3,0.413,0.154,22.2,,,Rate Field,
68,545361,Mike Trout,LAA,PIT,2026-09-05T22:40:00Z,Scheduled,2,Braxton Ashcraft,677952,R,49.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",60.3,31.7,24.3,95.5,50.0,13.0,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,0,"Last 7 games: 6/29, 0 HR","same-side matchup; pitcher baseline 5.8% barrel, 15.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,15.87,46.64,90.2,102.9026,0.4838,0.2376,0.3713,74.63,47.84,36.23,32.4,21.8,0.1909,5.75,40.74,89.19,0.3629,0.1297,24.34,,,PNC Park,
