rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
11,621439,Byron Buxton,MIN,ATL,2026-08-17T23:40:00Z,Pre-Game,2,Martín Pérez,527048,L,62.7,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",66.4,39.0,69.6,100.0,78.0,0.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,26,0,"Last 7 games: 1/26, 0 HR","platoon edge; pitcher baseline 8.4% barrel, 9.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,17.28,49.18,90.96,102.2918,0.5014,0.2548,0.3444,74.44,43.88,47.68,34.28,28.0,0.2779,8.42,38.0,88.2,0.4157,0.1639,24.27,Out To CF,83,Target Field,
12,678246,Miguel Vargas,CWS,CHC,2026-08-18T00:05:00Z,Pre-Game,3,Shota Imanaga,684007,L,62.6,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",55.1,53.0,46.3,96.6,78.0,83.6,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,29,4,Hot streak: 4 HR in last 7 games,"platoon edge; pitcher baseline 10.3% barrel, 28.9 HR allowed",fly-ball profile; pitcher allows elevated contact,13.11,44.56,90.4,100.4699,0.4861,0.2319,0.3638,73.05,34.35,43.51,36.22,24.4,0.2265,10.27,37.9,89.02,0.4298,0.1933,34.39,R To L,72,Wrigley Field,
13,804668,Rafael Flores Jr.,PIT,DET,2026-08-17T23:05:00Z,Pre-Game,6,Framber Valdez,664285,L,62.4,Tier 3,Watch List,"Strong Barrel, Platoon Edge, Hot Hitter/Streak",68.6,35.6,58.8,76.2,78.0,94.1,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,21,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 6.2% barrel, 13.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,16.28,51.23,91.72,101.6765,0.4993,0.2507,0.3687,73.96,40.09,37.53,46.25,2.8,0.2674,6.21,44.06,90.24,0.384,0.1325,18.67,Out To RF,75,PNC Park,
14,681624,Andy Pages,LAD,COL,2026-08-18T00:40:00Z,Pre-Game,3,Tomoyuki Sugano,608372,R,61.6,Tier 3,Watch List,"Projected Lineup, Pitcher Vulnerable, Good Environment, Premium Lineup Spot",36.3,73.3,79.7,92.1,50.0,53.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 13.1% barrel, 26.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.05,40.77,88.81,99.8166,0.4343,0.1693,0.3307,72.78,26.19,37.97,28.65,22.8,0.1897,13.13,42.32,90.49,0.552,0.249,30.49,Out To LF,88,Coors Field,
15,695506,Jac Caglianone,KC,ATH,2026-08-17T23:40:00Z,Pre-Game,3,Mason Barnett,686930,R,61.4,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",60.5,48.6,35.2,96.6,80.0,76.4,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.3% barrel, 8.6 HR allowed",EV profile; pitcher allows elevated contact,13.89,51.43,92.13,104.9282,0.4891,0.2227,0.349,77.4,75.46,43.44,22.68,17.5,0.194,10.31,39.28,88.78,0.4158,0.1796,33.16,In From CF,84,Kauffman Stadium,
16,681715,Heriberto Hernández,MIA,PHI,2026-08-17T22:40:00Z,Pre-Game,2,Cristopher Sánchez,650911,L,60.8,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",54.5,32.1,74.3,100.0,78.0,59.1,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 7.0% barrel, 12.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.33,48.27,91.32,101.7401,0.4644,0.218,0.3424,74.28,46.37,46.26,30.2,15.6,0.2112,6.96,41.41,89.14,0.3548,0.1228,16.9,Out To RF,86,Citizens Bank Park,
17,671739,Michael Harris II,ATL,MIN,2026-08-17T23:40:00Z,Pre-Game,4,Bailey Ober,641927,R,60.5,Tier 3,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",46.7,55.5,69.6,94.9,80.0,16.6,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","platoon edge; pitcher baseline 10.7% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.43,47.32,90.55,103.322,0.4674,0.1844,0.3353,74.79,47.47,36.01,22.49,20.0,0.1838,10.69,36.23,88.83,0.4669,0.2147,31.83,Out To CF,83,Target Field,
18,547180,Bryce Harper,PHI,MIA,2026-08-17T22:40:00Z,Pre-Game,3,Janson Junk,676083,R,60.2,Tier 3,Watch List,"Strong Barrel, Good Environment, Premium Lineup Spot, Platoon Edge",52.1,42.5,74.3,96.6,80.0,17.7,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 7.5% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.46,45.54,90.46,101.9147,0.4976,0.2275,0.3827,74.24,45.71,37.77,27.66,25.6,0.2337,7.52,42.61,90.48,0.4215,0.1606,23.29,Out To RF,86,Citizens Bank Park,
19,676475,Alec Burleson,STL,CIN,2026-08-17T22:40:00Z,Scheduled,4,Rhett Lowder,695076,R,60.1,Tier 3,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",54.7,50.9,39.3,90.4,80.0,81.7,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 4 vs RotoWire 3,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.6% barrel, 12.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.04,47.69,91.77,102.0466,0.5256,0.2326,0.3772,73.21,33.44,43.61,27.89,20.1,0.1949,9.6,38.2,90.5,0.456,0.19,27.9,,,Great American Ball Park,
20,605141,Mookie Betts,LAD,COL,2026-08-18T00:40:00Z,Pre-Game,5,Tomoyuki Sugano,608372,R,60.0,Tier 3,Watch List,"Projected Lineup, Pitcher Vulnerable, Good Environment",33.5,73.3,79.7,81.9,50.0,68.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,24,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 13.1% barrel, 26.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.11,37.97,90.01,98.5279,0.4304,0.1574,0.33,69.46,8.53,40.1,34.92,16.5,0.1641,13.13,42.32,90.49,0.552,0.249,30.49,Out To LF,88,Coors Field,
21,691182,Adael Amador,COL,LAD,2026-08-18T00:40:00Z,Pre-Game,9,Blake Snell,605483,L,59.3,Longshot,Watch List,"Elite Power, Strong Barrel, Good Environment, Platoon Edge",93.5,1.1,79.7,44.8,75.0,63.3,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,2,1,2,1,Contact streak: 1/2 over last 2 games,"switch hitter; pitcher baseline 1.7% barrel, 0.9 HR allowed",lift-pull EV profile; pitcher fly-ball pressure modest,71.02,77.41,97.05,100.4977,0.6154,0.4065,0.4601,70.39,3.6,82.48,78.43,1.0,1.0764,1.74,19.72,84.38,0.2793,0.0651,21.26,Out To LF,88,Coors Field,
22,545341,Randal Grichuk,CWS,CHC,2026-08-18T00:05:00Z,Pre-Game,4,Shota Imanaga,684007,L,59.2,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",51.7,53.0,46.3,94.9,78.0,43.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,17,0,Contact streak: 7/17 over last 7 games,"platoon edge; pitcher baseline 10.3% barrel, 28.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,11.42,48.59,91.56,103.0646,0.4724,0.197,0.3344,74.18,43.17,45.59,27.52,9.0,0.2332,10.27,37.9,89.02,0.4298,0.1933,34.39,R To L,72,Wrigley Field,
23,691718,Pete Crow-Armstrong,CHC,CWS,2026-08-18T00:05:00Z,Pre-Game,1,Luis Castillo,622491,R,58.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",53.7,53.1,46.3,88.7,80.0,36.8,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,33,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.8% barrel, 18.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.47,46.43,89.99,101.5705,0.4694,0.2218,0.3469,74.17,43.55,49.46,35.64,28.9,0.2501,9.84,42.97,90.16,0.4334,0.1765,28.28,R To L,72,Wrigley Field,
24,691777,Max Muncy,LAD,COL,2026-08-18T00:40:00Z,Pre-Game,4,Tomoyuki Sugano,608372,R,58.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Pitcher Vulnerable, Good Environment, Premium Lineup Spot",36.0,73.3,79.7,90.4,50.0,5.7,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","same-side matchup; pitcher baseline 13.1% barrel, 26.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.66,40.31,89.41,100.9243,0.3523,0.1437,0.2761,73.94,44.84,42.75,23.14,6.2,0.1552,13.13,42.32,90.49,0.552,0.249,30.49,Out To LF,88,Coors Field,
25,687952,Christian Encarnacion-Strand,BAL,TB,2026-08-17T22:05:00Z,Pre-Game,6,Shane McClanahan,663556,L,58.0,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",66.6,41.2,41.1,71.7,78.0,57.8,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 8.6% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,17.19,43.37,91.26,102.1466,0.5394,0.2899,0.3448,73.53,34.73,43.08,30.7,5.3,0.2257,8.6,40.3,89.2,0.399,0.16,27.3,None,72,Tropicana Field,
26,663656,Kyle Tucker,LAD,COL,2026-08-18T00:40:00Z,Pre-Game,6,Tomoyuki Sugano,608372,R,57.8,Longshot,Watch List,"Projected Lineup, Pitcher Vulnerable, Good Environment, Platoon Edge",33.5,73.3,79.7,71.7,80.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,23,0,"Last 7 games: 1/23, 0 HR","platoon edge; pitcher baseline 13.1% barrel, 26.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.51,38.58,89.12,98.8499,0.4165,0.1549,0.3433,71.51,20.8,43.66,33.05,14.3,0.156,13.13,42.32,90.49,0.552,0.249,30.49,Out To LF,88,Coors Field,
27,691406,Junior Caminero,TB,BAL,2026-08-17T22:05:00Z,Pre-Game,3,Brandon Young,687064,R,57.1,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",63.5,40.3,41.1,96.6,50.0,44.5,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.3% barrel, 12.0 HR allowed",EV profile; pitcher fly-ball pressure modest,13.72,50.63,92.68,105.1954,0.5031,0.2376,0.3614,79.41,85.32,45.73,24.05,38.0,0.2682,7.33,41.36,89.33,0.4082,0.1588,27.15,None,72,Tropicana Field,
28,665052,Griffin Conine,MIA,PHI,2026-08-17T22:40:00Z,Pre-Game,8,Cristopher Sánchez,650911,L,56.9,Longshot,Watch List,"Strong Barrel, Good Environment, Hot Hitter/Streak",64.9,32.1,74.3,52.4,50.0,95.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.0% barrel, 12.7 HR allowed",EV profile; pitcher fly-ball pressure modest,16.41,53.07,92.16,103.9176,0.4971,0.2369,0.3636,74.33,45.44,42.46,24.81,9.7,0.2455,6.96,41.41,89.14,0.3548,0.1228,16.9,Out To RF,86,Citizens Bank Park,
29,605137,Josh Bell,MIN,ATL,2026-08-17T23:40:00Z,Pre-Game,4,Martín Pérez,527048,L,56.4,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",45.2,37.9,69.6,94.9,75.0,37.8,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","switch hitter; pitcher baseline 8.4% barrel, 9.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.56,43.71,90.19,100.9181,0.4528,0.2017,0.3359,72.33,28.43,41.22,26.5,17.8,0.1709,8.42,38.0,88.2,0.4157,0.1639,24.27,Out To CF,83,Target Field,
30,673548,Seiya Suzuki,CHC,CWS,2026-08-18T00:05:00Z,Pre-Game,2,Luis Castillo,622491,R,56.3,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",47.3,53.1,46.3,95.5,50.0,61.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 9.8% barrel, 18.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.4,41.91,89.48,101.1482,0.4475,0.1984,0.3408,73.3,36.76,42.32,31.06,24.3,0.219,9.84,42.97,90.16,0.4334,0.1765,28.28,R To L,72,Wrigley Field,
31,691023,Jordan Walker,STL,CIN,2026-08-17T22:40:00Z,Scheduled,3,Rhett Lowder,695076,R,56.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",55.9,50.9,39.3,92.1,50.0,44.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed; order MLB 3 vs RotoWire 4,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","same-side matchup; pitcher baseline 9.6% barrel, 12.0 HR allowed",EV profile; pitcher fly-ball pressure modest,12.58,48.46,92.58,104.6627,0.4526,0.1956,0.3347,78.87,82.77,37.96,23.91,18.6,0.175,9.6,38.2,90.5,0.456,0.19,27.9,,,Great American Ball Park,
32,663586,Austin Riley,ATL,MIN,2026-08-17T23:40:00Z,Pre-Game,8,Bailey Ober,641927,R,55.6,Longshot,Watch List,Strong Barrel,54.6,55.5,69.6,52.4,50.0,39.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","same-side matchup; pitcher baseline 10.7% barrel, 20.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.45,47.19,91.6,103.0366,0.4237,0.1998,0.3118,75.83,59.36,39.87,31.22,15.3,0.1547,10.69,36.23,88.83,0.4669,0.2147,31.83,Out To CF,83,Target Field,
33,677951,Bobby Witt Jr.,KC,ATH,2026-08-17T23:40:00Z,Pre-Game,2,Mason Barnett,686930,R,55.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",55.7,48.6,35.2,100.0,50.0,33.7,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,1,"Last 7 games: 6/27, 1 HR","same-side matchup; pitcher baseline 10.3% barrel, 8.6 HR allowed",EV profile; pitcher allows elevated contact,11.8,50.46,92.74,103.4962,0.4996,0.2059,0.372,73.95,41.95,29.75,26.78,16.7,0.178,10.31,39.28,88.78,0.4158,0.1796,33.16,In From CF,84,Kauffman Stadium,
