rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
140,678662,Ezequiel Tovar,COL,ATH,2026-06-14T02:05:00Z,Scheduled,5,Joey Estes,683155,R,46.7,Longshot,Watch List,Projected Lineup,34.3,58.2,27.6,81.9,50.0,27.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,28,1,"Last 7 games: 5/28, 1 HR","same-side matchup; pitcher baseline 11.9% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.74,37.15,88.42,99.5377,0.4137,0.1702,0.305,71.74,18.68,38.17,29.43,6.2,0.1288,11.9,33.3,88.5,0.49,0.224,45.2,,,Las Vegas Ballpark,
141,669016,Brandon Marsh,PHI,MIL,2026-06-13T23:10:00Z,Scheduled,4,Shane Drohan,675660,L,46.6,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Hot Hitter/Streak",38.6,37.6,27.6,90.4,50.0,71.6,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 9.4% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.84,46.68,90.33,100.4489,0.4432,0.1606,0.3328,71.54,15.33,35.46,25.05,8.9,0.1721,9.4,39.6,88.6,0.357,0.137,29.2,,,American Family Field,
142,641680,Jonah Heim,ATH,COL,2026-06-14T02:05:00Z,Scheduled,6,Kyle Freeland,607536,L,46.6,Longshot,Watch List,"Projected Lineup, Platoon Edge, Hot Hitter/Streak",21.5,57.5,27.6,71.7,75.0,95.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,18,4,Hot streak: 4 HR in last 7 games,"switch hitter; pitcher baseline 9.6% barrel, 15.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.87,29.04,86.77,97.1429,0.3705,0.1459,0.2893,69.63,9.38,40.63,28.46,6.8,0.2191,9.61,45.06,90.89,0.5038,0.2001,28.66,,,Las Vegas Ballpark,
143,691785,Marcelo Mayer,BOS,TEX,2026-06-13T20:10:00Z,Pre-Game,8,Jacob deGrom,594798,R,46.4,Longshot,Watch List,Platoon Edge,26.8,55.3,56.2,52.4,80.0,26.8,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,1,"Last 7 games: 3/17, 1 HR","platoon edge; pitcher baseline 10.1% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.17,41.48,87.83,99.1019,0.313,0.1093,0.2609,74.59,48.03,37.34,27.03,3.3,0.1166,10.07,43.93,90.87,0.4134,0.1826,32.12,L To R,84,Fenway Park,
144,694671,Wyatt Langford,TEX,BOS,2026-06-13T20:10:00Z,Pre-Game,1,Ranger Suarez,624133,L,46.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",34.9,23.0,56.2,88.7,78.0,28.1,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.54,39.58,89.93,100.4753,0.3794,0.1463,0.2956,72.82,25.57,37.15,29.9,8.0,0.155,6.34,32.43,87.2,0.3622,0.1201,23.47,L To R,84,Fenway Park,
145,656976,Pavin Smith,AZ,CIN,2026-06-13T20:10:00Z,Pre-Game,5,Rhett Lowder,695076,R,46.0,Longshot,Watch List,Platoon Edge,23.6,40.2,61.3,86.4,80.0,0.8,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,16,0,"Last 7 games: 2/16, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 2.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.64,38.54,87.16,96.7447,0.2342,0.0766,0.2763,71.09,11.87,32.85,40.38,2.4,0.0528,8.1,40.2,90.5,0.419,0.149,25.2,L To R,81,Great American Ball Park,
146,645277,Ozzie Albies,ATL,NYM,2026-06-13T20:10:00Z,Pre-Game,3,Sean Manaea,640455,L,45.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",17.0,38.6,62.8,96.6,75.0,25.8,Yes,Yes,3,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,0,"Last 7 games: 7/24, 0 HR","switch hitter; pitcher baseline 8.8% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.48,28.6,86.94,96.8697,0.3821,0.13,0.3067,68.86,6.09,45.3,29.66,11.8,0.1516,8.83,38.89,88.4,0.4045,0.1589,24.69,Out To RF,84,Citi Field,
147,701358,Cam Smith,HOU,KC,2026-06-13T23:10:00Z,Scheduled,7,Noah Cameron,702070,L,45.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",45.4,42.1,23.2,59.8,78.0,37.8,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.66,43.81,89.02,101.8442,0.4264,0.1844,0.3285,76.32,64.82,33.57,25.42,7.6,0.136,8.4,39.92,89.02,0.4198,0.1688,25.96,,,Kauffman Stadium,
148,592885,Christian Yelich,MIL,PHI,2026-06-13T23:10:00Z,Scheduled,1,Aaron Nola,605400,R,45.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",30.8,45.4,27.6,88.7,80.0,20.6,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,35,0,"Last 7 games: 9/35, 0 HR","platoon edge; pitcher baseline 9.1% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.15,39.75,89.22,100.7219,0.3837,0.1541,0.3027,72.91,29.72,35.85,17.41,11.5,0.1586,9.1,40.71,88.63,0.4303,0.1745,25.64,,,American Family Field,
149,682657,Angel Martínez,CLE,DET,2026-06-13T20:10:00Z,Pre-Game,1,Tarik Skubal,669373,L,45.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",25.5,26.4,53.6,93.2,75.0,57.6,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.1% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.65,34.62,87.87,99.0354,0.383,0.1417,0.2907,70.76,14.44,46.07,27.5,11.0,0.1833,6.14,40.0,88.76,0.351,0.1051,24.15,L To R,81,Progressive Field,
150,521692,Salvador Perez,KC,HOU,2026-06-13T23:10:00Z,Scheduled,5,Mike Burrows,681347,R,45.5,Longshot,Watch List,"Projected Lineup, Strong Barrel",42.6,47.9,23.2,81.9,50.0,11.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,31,0,"Last 7 games: 6/31, 0 HR","same-side matchup; pitcher baseline 9.8% barrel, 15.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.32,42.78,89.02,100.6066,0.4339,0.1953,0.3108,71.85,20.07,41.84,30.92,15.3,0.1554,9.82,39.41,88.43,0.4355,0.1773,27.54,,,Kauffman Stadium,
151,685133,Wade Meckler,LAA,TB,2026-06-14T02:07:00Z,Scheduled,3,Griffin Jax,643377,R,45.5,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",28.0,43.7,28.2,92.1,80.0,28.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.9,28.9,85.9,96.5972,0.457,0.187,0.355,69.5,3.6,35.6,24.4,2.0,0.193,9.82,39.97,88.43,0.4262,0.1709,22.67,,,Angel Stadium,
152,803011,Sam Antonacci,CWS,LAD,2026-06-13T20:10:00Z,Pre-Game,1,Yoshinobu Yamamoto,808967,R,45.4,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",23.2,29.8,59.6,93.2,80.0,28.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,0,"Last 7 games: 8/26, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.4,35.2,87.9,97.8974,0.424,0.122,0.371,70.1,10.2,28.9,19.7,1.0,0.089,6.82,37.88,88.3,0.3565,0.1298,23.71,L To R,81,Rate Field,
153,642201,Eli White,ATL,NYM,2026-06-13T20:10:00Z,Pre-Game,6,Sean Manaea,640455,L,45.3,Longshot,Watch List,Platoon Edge,25.5,39.4,62.8,76.2,78.0,7.0,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,6,0,"Last 7 games: 1/6, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 7.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.35,36.2,87.42,98.8247,0.3762,0.1241,0.2988,73.25,33.31,37.73,22.26,4.4,0.1461,8.83,38.89,88.4,0.4045,0.1589,24.69,Out To RF,84,Citi Field,
154,642715,Willy Adames,SF,CHC,2026-06-14T02:05:00Z,Scheduled,4,Ben Brown,676962,R,45.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",42.5,37.8,19.3,90.4,50.0,40.1,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.8% barrel, 6.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.36,42.87,89.04,99.679,0.4119,0.1886,0.3039,72.24,23.79,47.0,34.69,16.7,0.1946,7.83,43.87,90.93,0.3506,0.1284,23.55,,,Oracle Park,
155,694378,Jacob Gonzalez,CWS,LAD,2026-06-13T20:10:00Z,Pre-Game,7,Yoshinobu Yamamoto,808967,R,45.1,Longshot,Watch List,Platoon Edge,31.8,29.8,59.6,64.3,80.0,45.3,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,20,1,"Last 7 games: 6/20, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 10.5 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.0,45.0,88.5,102.2456,0.411,0.176,0.336,72.0,18.8,50.0,25.0,1.0,0.1,6.82,37.88,88.3,0.3565,0.1298,23.71,L To R,81,Rate Field,
156,664023,Ian Happ,CHC,SF,2026-06-14T02:05:00Z,Scheduled,5,Trevor McDonald,686790,R,44.9,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",53.5,21.1,19.3,81.9,75.0,20.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,22,1,"Last 7 games: 3/22, 1 HR","switch hitter; pitcher baseline 3.9% barrel, 2.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.48,45.87,90.21,101.7213,0.4514,0.228,0.3421,71.98,20.42,43.42,33.58,17.4,0.2295,3.87,39.93,89.65,0.3557,0.1094,11.7,,,Oracle Park,
157,668885,Austin Martin,MIN,STL,2026-06-13T18:10:00Z,Warmup,1,Matthew Liberatore,669461,L,44.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",11.6,55.9,45.6,93.2,78.0,8.5,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,17,0,"Last 7 games: 3/17, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.47,31.74,86.55,97.1928,0.3505,0.0981,0.3226,68.76,3.78,38.13,22.31,1.7,0.083,9.76,43.2,91.3,0.4664,0.1864,29.01,In From LF,69,Target Field,
158,672761,Wenceel Perez,DET,CLE,2026-06-13T20:10:00Z,Pre-Game,8,Joey Cantillo,676282,L,44.6,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.0,40.9,53.6,47.9,75.0,68.7,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,18,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 8.7% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.1,36.11,88.34,98.3706,0.3678,0.1499,0.2855,71.13,15.15,44.99,31.3,8.8,0.1769,8.74,38.93,88.52,0.3994,0.1634,30.87,L To R,81,Progressive Field,
159,553993,Eugenio Suárez,CIN,AZ,2026-06-13T20:10:00Z,Pre-Game,6,Michael Soroka,647336,R,44.3,Longshot,Watch List,No major boost,31.1,33.9,61.3,76.2,50.0,31.4,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,29,1,"Last 7 games: 6/29, 1 HR","same-side matchup; pitcher baseline 7.6% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.33,33.67,87.61,99.1737,0.3804,0.1652,0.2927,71.53,18.24,46.77,28.93,18.2,0.1867,7.61,35.43,88.15,0.3895,0.1497,27.8,L To R,81,Great American Ball Park,
160,691720,Kyle Karros,COL,ATH,2026-06-14T02:05:00Z,Scheduled,2,Joey Estes,683155,R,44.3,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",19.9,58.2,27.6,95.5,50.0,34.5,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,0,Contact streak: 7/20 over last 7 games,"same-side matchup; pitcher baseline 11.9% barrel, 4.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.64,39.16,88.74,99.4316,0.3439,0.1033,0.3098,69.87,4.6,37.68,21.33,2.4,0.0874,11.9,33.3,88.5,0.49,0.224,45.2,,,Las Vegas Ballpark,
161,807727,Charles McAdoo,TOR,NYY,2026-06-13T19:07:00Z,Pre-Game,8,Cam Schlittler,693645,R,44.1,Longshot,Watch List,No major boost,38.7,33.1,67.9,52.4,50.0,28.5,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,3,16,1,"Last 5 games: 3/16, 1 HR","same-side matchup; pitcher baseline 7.4% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.1,45.5,90.2,98.5074,0.374,0.157,0.255,72.8,28.0,18.2,27.3,1.0,0.187,7.36,40.97,88.58,0.3567,0.1344,27.02,Out To RF,71,Rogers Centre,
162,663837,Matt Vierling,DET,CLE,2026-06-13T20:10:00Z,Pre-Game,7,Joey Cantillo,676282,L,44.1,Longshot,Watch List,"Projected Lineup, Platoon Edge",32.0,42.0,53.6,59.8,78.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,15,0,"Last 7 games: 1/15, 0 HR","platoon edge; pitcher baseline 8.7% barrel, 10.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.04,37.45,88.49,98.7956,0.4017,0.1531,0.3177,71.0,7.78,33.02,32.18,3.1,0.1184,8.74,38.93,88.52,0.3994,0.1634,30.87,L To R,81,Progressive Field,
163,664770,Nathan Lukes,TOR,NYY,2026-06-13T19:07:00Z,Pre-Game,2,Cam Schlittler,693645,R,44.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",11.3,33.1,67.9,100.0,80.0,18.0,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,25,0,"Last 7 games: 6/25, 0 HR","platoon edge; pitcher baseline 7.4% barrel, 5.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,2.21,33.71,86.92,97.5781,0.3717,0.0931,0.3136,67.58,4.56,33.59,18.29,4.3,0.103,7.36,40.97,88.58,0.3567,0.1344,27.02,Out To RF,71,Rogers Centre,
164,679822,Justin Foscue,TEX,BOS,2026-06-13T20:10:00Z,Pre-Game,8,Ranger Suarez,624133,L,44.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",45.4,23.0,56.2,47.9,78.0,27.6,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,11,1,"Last 7 games: 2/11, 1 HR","platoon edge; pitcher baseline 6.3% barrel, 7.0 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.28,52.07,91.11,99.7268,0.4386,0.1929,0.3143,70.68,8.12,42.72,38.31,2.1,0.1733,6.34,32.43,87.2,0.3622,0.1201,23.47,L To R,84,Fenway Park,
165,686681,Michael Massey,KC,HOU,2026-06-13T23:10:00Z,Scheduled,7,Mike Burrows,681347,R,44.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",34.2,47.9,23.2,59.8,80.0,42.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,1,"Last 7 games: 7/25, 1 HR","platoon edge; pitcher baseline 9.8% barrel, 15.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,6.8,40.14,89.81,98.8769,0.3852,0.1577,0.2762,71.5,12.57,45.72,37.8,5.1,0.1565,9.82,39.41,88.43,0.4355,0.1773,27.54,,,Kauffman Stadium,
166,689414,Liam Hicks,MIA,PIT,2026-06-13T20:05:00Z,Pre-Game,1,Bubba Chandler,696149,R,43.9,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",13.2,40.9,47.3,93.2,80.0,48.3,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 8.4% barrel, 6.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.51,30.5,85.51,96.8074,0.3661,0.1165,0.3199,67.96,2.6,39.86,25.27,10.9,0.1802,8.42,36.99,89.85,0.3989,0.1714,28.26,L To R,81,PNC Park,
167,680574,Matt McLain,CIN,AZ,2026-06-13T20:10:00Z,Pre-Game,9,Michael Soroka,647336,R,43.9,Longshot,Watch List,Hot Hitter/Streak,36.0,33.9,61.3,44.8,50.0,79.0,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 7.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.27,39.3,88.45,99.0938,0.3988,0.1707,0.318,71.03,10.17,32.77,33.5,10.1,0.1468,7.61,35.43,88.15,0.3895,0.1497,27.8,L To R,81,Great American Ball Park,
168,703607,Henry Bolte,ATH,COL,2026-06-14T02:05:00Z,Scheduled,9,Kyle Freeland,607536,L,43.8,Longshot,Watch List,"Projected Lineup, Platoon Edge",31.7,59.2,27.6,40.2,78.0,46.0,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","platoon edge; pitcher baseline 9.6% barrel, 15.7 HR allowed",EV profile; pitcher fly-ball pressure modest,3.7,53.7,92.5,104.8582,0.303,0.094,0.281,77.0,75.4,36.4,21.8,1.0,0.085,9.61,45.06,90.89,0.5038,0.2001,28.66,,,Las Vegas Ballpark,
169,668952,Ryan Kreidler,MIN,STL,2026-06-13T18:10:00Z,Warmup,7,Matthew Liberatore,669461,L,43.7,Longshot,Watch List,Platoon Edge,22.0,55.9,45.6,64.3,78.0,3.4,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,0,"Last 7 games: 2/14, 0 HR","platoon edge; pitcher baseline 9.8% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.92,29.44,87.43,98.3522,0.3565,0.1406,0.2934,73.31,33.56,47.01,26.34,2.1,0.1463,9.76,43.2,91.3,0.4664,0.1864,29.01,In From LF,69,Target Field,
170,680728,Adrian Del Castillo,AZ,CIN,2026-06-13T20:10:00Z,Pre-Game,8,Rhett Lowder,695076,R,43.6,Longshot,Watch List,Platoon Edge,29.9,40.2,61.3,52.4,80.0,7.0,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,12,0,"Last 7 games: 2/12, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.35,42.09,88.99,98.9873,0.3346,0.138,0.2634,72.26,24.25,35.84,32.54,4.0,0.1367,8.1,40.2,90.5,0.419,0.149,25.2,L To R,81,Great American Ball Park,
171,694728,Brice Matthews,HOU,KC,2026-06-13T23:10:00Z,Scheduled,8,Noah Cameron,702070,L,43.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",42.6,42.1,23.2,47.9,78.0,45.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,10,1,"Last 7 games: 3/10, 1 HR","platoon edge; pitcher baseline 8.4% barrel, 9.6 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,13.22,39.81,88.11,101.1827,0.3799,0.1916,0.2724,72.71,26.13,39.18,28.61,4.7,0.1786,8.4,39.92,89.02,0.4198,0.1688,25.96,,,Kauffman Stadium,
172,664761,Alec Bohm,PHI,MIL,2026-06-13T23:10:00Z,Scheduled,5,Shane Drohan,675660,L,43.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",26.1,37.6,27.6,81.9,78.0,64.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,26,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 9.4% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.59,43.46,90.31,100.0715,0.3717,0.1194,0.303,71.0,13.51,27.44,20.69,8.9,0.1332,9.4,39.6,88.6,0.357,0.137,29.2,,,American Family Field,
173,641598,Mitch Garver,SEA,WSH,2026-06-13T20:05:00Z,Pre-Game,8,Cade Cavalli,676917,R,43.3,Longshot,Watch List,No major boost,38.7,32.2,67.2,52.4,50.0,18.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,17,1,"Last 7 games: 2/17, 1 HR","same-side matchup; pitcher baseline 6.9% barrel, 5.6 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,7.34,49.07,90.38,101.0288,0.3416,0.1532,0.2966,72.57,19.23,53.71,38.25,4.8,0.1298,6.88,39.91,88.68,0.3937,0.1382,21.75,Out To RF,86,Nationals Park,
174,665966,Carlos Narváez,BOS,TEX,2026-06-13T20:10:00Z,Pre-Game,9,Jacob deGrom,594798,R,43.2,Longshot,Watch List,No major boost,31.4,55.3,56.2,44.8,50.0,8.1,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,23,0,"Last 7 games: 4/23, 0 HR","same-side matchup; pitcher baseline 10.1% barrel, 16.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.21,40.33,91.38,100.087,0.346,0.1249,0.2853,71.81,19.1,31.39,27.23,5.9,0.1199,10.07,43.93,90.87,0.4134,0.1826,32.12,L To R,84,Fenway Park,
