rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
70,669016,Brandon Marsh,PHI,WSH,2026-06-23T22:45:00Z,Pre-Game,4,PJ Poulin,676571,L,51.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot",37.8,50.4,45.2,90.4,50.0,50.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.7% barrel, 3.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.91,45.84,90.26,100.3934,0.4348,0.1592,0.3258,71.47,15.05,36.44,25.05,10.3,0.1735,8.7,46.59,91.33,0.4353,0.1797,28.7,In From CF,72,Nationals Park,
71,671056,Iván Herrera,STL,AZ,2026-06-23T23:45:00Z,Pre-Game,2,Eduardo Rodriguez,593958,L,51.1,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",39.5,40.9,35.1,100.0,78.0,39.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,1,"Last 7 games: 6/23, 1 HR","platoon edge; pitcher baseline 8.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.3,44.2,90.22,101.5828,0.4434,0.1733,0.3717,74.19,45.18,37.24,19.52,12.7,0.1674,8.06,35.55,88.27,0.4433,0.1797,25.79,In From RF,82,Busch Stadium,
72,656811,Ryan O'Hearn,PIT,SEA,2026-06-23T22:40:00Z,Pre-Game,5,George Kirby,669923,R,50.9,Longshot,Watch List,Platoon Edge,33.7,36.7,66.3,86.4,80.0,34.2,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,31,1,"Last 7 games: 7/31, 1 HR","platoon edge; pitcher baseline 6.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.62,43.97,89.61,99.6326,0.4129,0.1544,0.3255,71.03,11.99,36.49,27.87,12.8,0.17,6.92,42.43,89.9,0.3857,0.1332,24.17,Out To RF,76,PNC Park,
73,666018,Jonathan Aranda,TB,KC,2026-06-23T22:40:00Z,Pre-Game,2,Luinder Avila,679883,R,50.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",50.6,18.4,41.1,100.0,80.0,48.3,Yes,No,2,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,1,Contact streak: 8/25 over last 7 games,"platoon edge; pitcher baseline 6.0% barrel, 2.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.71,47.78,91.46,101.3443,0.4793,0.2051,0.3736,70.22,12.86,31.73,29.36,12.6,0.1723,6.05,30.66,86.97,0.3305,0.12,23.66,None,72,Tropicana Field,
74,666182,Bo Bichette,NYM,CHC,2026-06-23T23:10:00Z,Pre-Game,2,Edward Cabrera,665795,R,50.9,Longshot,Watch List,Premium Lineup Spot,35.8,55.9,36.3,100.0,50.0,35.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,31,0,Contact streak: 11/31 over last 7 games,"same-side matchup; pitcher baseline 11.4% barrel, 14.9 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.27,45.72,90.58,101.5254,0.4422,0.1545,0.3369,69.73,13.04,25.44,23.37,11.0,0.1349,11.4,43.46,90.93,0.4318,0.1742,23.58,In From LF,71,Citi Field,
75,701538,Jackson Merrill,SD,ATL,2026-06-24T01:40:00Z,Scheduled,2,JR Ritchie,702275,R,50.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",46.6,38.6,22.6,95.5,80.0,41.7,No,No,2,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,29,1,"Last 7 games: 8/29, 1 HR","platoon edge; pitcher baseline 7.0% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.9,45.7,89.98,100.6745,0.4473,0.1983,0.326,73.12,28.65,37.28,27.96,10.4,0.1559,7.0,40.0,89.3,0.408,0.163,30.0,,,Petco Park,
76,543807,George Springer,TOR,HOU,2026-06-23T20:07:00Z,Pre-Game,1,Peter Lambert,663567,R,50.5,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Hot Hitter/Streak",42.2,31.9,49.9,93.2,50.0,77.6,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.3% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.6,40.88,89.02,100.0228,0.4436,0.1939,0.3424,72.93,31.94,42.28,27.35,15.2,0.1894,6.3,39.1,88.6,0.351,0.139,34.5,In From CF,75,Rogers Centre,
77,694728,Brice Matthews,HOU,TOR,2026-06-23T20:07:00Z,Pre-Game,8,Shane Bieber,669456,R,50.4,Longshot,Watch List,Strong Barrel,46.0,66.4,49.9,52.4,50.0,0.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,13,0,"Last 7 games: 1/13, 0 HR","same-side matchup; pitcher baseline 12.3% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,14.41,40.37,88.32,101.1528,0.3969,0.2014,0.2807,72.85,27.39,37.43,27.84,5.4,0.1842,12.3,48.2,93.2,0.465,0.204,25.4,In From CF,75,Rogers Centre,
78,678577,Junior Perez,CWS,CLE,2026-06-23T23:40:00Z,Pre-Game,5,Parker Messick,800048,L,50.3,Longshot,Watch List,Platoon Edge,53.6,22.7,37.1,86.4,78.0,50.3,Yes,,,No,Yes,MLB Stats API; RotoWire,not found on RotoWire,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,4,2,6,1,Contact streak: 2/6 over last 4 games,"platoon edge; pitcher baseline 5.8% barrel, 6.8 HR allowed",EV profile; pitcher fly-ball pressure modest,0.0,75.0,92.9,102.3258,0.549,0.259,0.404,76.6,71.4,25.0,25.0,1.0,0.5,5.8,33.23,87.96,0.3554,0.1219,22.73,In From LF,69,Rate Field,
79,641355,Cody Bellinger,NYY,DET,2026-06-23T22:40:00Z,Pre-Game,3,Casey Mize,663554,R,50.2,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",33.8,36.3,50.1,92.1,80.0,54.3,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,9,25,1,Contact streak: 9/25 over last 7 games,"platoon edge; pitcher baseline 8.3% barrel, 8.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.85,37.06,88.86,98.532,0.4446,0.1673,0.3566,69.68,3.84,41.77,33.39,16.4,0.1989,8.29,37.74,88.25,0.3679,0.1448,30.25,L To R,70,Comerica Park,
80,605137,Josh Bell,MIN,LAD,2026-06-23T23:40:00Z,Scheduled,5,Justin Wrobleski,680736,L,50.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge, Hot Hitter/Streak",44.0,38.9,27.1,81.9,75.0,81.2,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 6.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.56,44.13,89.91,101.0005,0.4479,0.194,0.3345,72.33,27.9,43.46,24.89,12.9,0.1597,6.25,45.42,90.95,0.4059,0.1458,27.02,,,Target Field,
81,575929,Willson Contreras,BOS,COL,2026-06-24T00:40:00Z,Pre-Game,4,Sean Sullivan,807743,L,50.2,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",55.5,16.6,54.7,90.4,78.0,0.0,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,26,0,"Last 7 games: 3/26, 0 HR","platoon edge; pitcher baseline 0.0% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.34,46.13,90.25,102.7817,0.4845,0.2261,0.3671,76.49,67.07,46.1,26.53,17.2,0.2278,0.0,28.6,86.3,0.231,0.092,57.1,In From RF,82,Coors Field,
82,514888,Jose Altuve,HOU,TOR,2026-06-23T20:07:00Z,Pre-Game,1,Shane Bieber,669456,R,50.0,Longshot,Watch List,Premium Lineup Spot,19.4,66.4,49.9,93.2,50.0,52.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 12.3% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.11,33.35,85.66,97.6441,0.3672,0.1309,0.2993,69.14,9.32,47.11,21.25,13.4,0.1665,12.3,48.2,93.2,0.465,0.204,25.4,In From CF,75,Rogers Centre,
83,687462,Spencer Horwitz,PIT,SEA,2026-06-23T22:40:00Z,Pre-Game,1,George Kirby,669923,R,50.0,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.5,36.7,66.3,93.2,80.0,39.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,1,"Last 7 games: 7/27, 1 HR","platoon edge; pitcher baseline 6.9% barrel, 10.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.58,34.25,86.91,97.7636,0.3965,0.1577,0.3351,68.92,5.84,39.66,27.7,10.3,0.1746,6.92,42.43,89.9,0.3857,0.1332,24.17,Out To RF,76,PNC Park,
84,802139,JJ Wetherholt,STL,AZ,2026-06-23T23:45:00Z,Pre-Game,1,Eduardo Rodriguez,593958,L,50.0,Longshot,Watch List,"Premium Lineup Spot, Hot Hitter/Streak",40.5,40.9,35.1,93.2,50.0,80.7,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,12,29,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.5,44.6,90.1,99.5368,0.447,0.183,0.36,72.6,24.3,40.3,31.2,12.0,0.158,8.06,35.55,88.27,0.4433,0.1797,25.79,In From RF,82,Busch Stadium,
85,647304,Josh Naylor,SEA,PIT,2026-06-23T22:40:00Z,Pre-Game,4,Mitch Keller,656605,R,49.7,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.0,37.2,66.3,94.9,80.0,28.1,Yes,Yes,4,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,27,1,"Last 7 games: 5/27, 1 HR","platoon edge; pitcher baseline 6.8% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.72,39.8,88.36,99.4285,0.4157,0.1436,0.3266,70.51,10.9,43.95,23.27,11.6,0.1313,6.82,41.84,89.05,0.4251,0.1486,21.53,Out To RF,76,PNC Park,
86,686611,Dylan Crews,WSH,PHI,2026-06-23T22:45:00Z,Pre-Game,5,Jesús Luzardo,666200,L,49.7,Longshot,Watch List,"Strong Barrel, Platoon Edge",47.1,22.2,45.2,86.4,78.0,57.6,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 6.5% barrel, 11.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.15,43.81,90.96,101.9071,0.4644,0.2049,0.3301,73.72,37.07,34.08,27.56,6.5,0.1643,6.49,31.36,86.96,0.3459,0.1193,22.22,In From CF,72,Nationals Park,
87,691016,Tyler Soderstrom,ATH,SF,2026-06-24T01:45:00Z,Scheduled,5,Robbie Ray,592662,L,49.7,Longshot,Watch List,"Projected Lineup, Strong Barrel",46.1,57.4,19.3,81.9,50.0,37.8,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,1,"Last 7 games: 6/24, 1 HR","same-side matchup; pitcher baseline 11.1% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,10.84,45.88,90.34,101.8397,0.4332,0.1834,0.3375,74.28,42.66,35.79,27.35,16.6,0.2211,11.07,39.24,89.46,0.4396,0.2045,37.02,,,Oracle Park,
88,681297,Colton Cowser,BAL,LAA,2026-06-24T01:38:00Z,Scheduled,6,Ryan Johnson,696270,R,49.6,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",44.1,47.0,28.2,71.7,80.0,46.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","platoon edge; pitcher baseline 8.5% barrel, 4.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,12.7,36.13,87.26,100.1041,0.4271,0.217,0.314,74.51,45.34,36.21,31.66,10.4,0.1694,8.5,40.06,88.87,0.471,0.1882,33.39,,,Angel Stadium,
89,592626,Joc Pederson,TEX,MIA,2026-06-23T22:40:00Z,Pre-Game,1,Sandy Alcantara,645261,R,49.5,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",43.0,34.9,35.0,93.2,80.0,29.2,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,26,1,"Last 7 games: 5/26, 1 HR","platoon edge; pitcher baseline 6.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.64,46.62,91.55,101.6065,0.4035,0.1649,0.3332,72.42,24.52,41.92,27.93,9.0,0.1757,6.92,38.49,88.74,0.3975,0.1358,24.66,None,72,loanDepot park,
90,666176,Jo Adell,LAA,BAL,2026-06-24T01:38:00Z,Scheduled,3,Shane Baz,669358,R,49.5,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot",51.6,43.8,28.2,92.1,50.0,6.2,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,31,0,"Last 7 games: 5/31, 0 HR","same-side matchup; pitcher baseline 8.6% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,11.14,46.29,90.65,102.669,0.4685,0.2085,0.3342,77.39,71.09,37.58,26.86,18.1,0.172,8.59,40.31,89.98,0.4147,0.1581,24.45,,,Angel Stadium,
91,694671,Wyatt Langford,TEX,MIA,2026-06-23T22:40:00Z,Pre-Game,2,Sandy Alcantara,645261,R,49.3,Longshot,Watch List,"Premium Lineup Spot, Hot Hitter/Streak",38.4,34.9,35.0,100.0,50.0,90.6,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,28,3,Hot streak: 3 HR in last 7 games,"same-side matchup; pitcher baseline 6.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.31,40.0,89.79,100.8746,0.4081,0.1694,0.3124,72.89,26.34,40.93,28.92,10.8,0.1977,6.92,38.49,88.74,0.3975,0.1358,24.66,None,72,loanDepot park,
92,682987,Spencer Jones,NYY,DET,2026-06-23T22:40:00Z,Pre-Game,6,Casey Mize,663554,R,49.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",45.3,36.3,50.1,71.7,80.0,18.3,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,17,1,"Last 7 games: 2/17, 1 HR","platoon edge; pitcher baseline 8.3% barrel, 8.4 HR allowed",EV profile; pitcher allows elevated contact,3.6,71.4,96.8,104.116,0.285,0.126,0.261,77.8,81.1,24.1,41.4,2.0,0.146,8.29,37.74,88.25,0.3679,0.1448,30.25,L To R,70,Comerica Park,
93,683953,Travis Bazzana,CLE,CWS,2026-06-23T23:40:00Z,Pre-Game,1,Sean Burke,680732,R,49.0,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge, Hot Hitter/Streak",25.9,42.8,37.1,88.7,80.0,99.5,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,10,24,3,Hot streak: 3 HR in last 7 games,"platoon edge; pitcher baseline 8.2% barrel, 13.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.1,37.5,88.6,98.9069,0.389,0.145,0.328,69.6,13.4,40.6,31.2,7.0,0.195,8.19,38.22,89.18,0.408,0.1669,30.98,In From LF,69,Rate Field,
94,665489,Vladimir Guerrero Jr.,TOR,HOU,2026-06-23T20:07:00Z,Pre-Game,2,Peter Lambert,663567,R,48.9,Longshot,Watch List,Premium Lineup Spot,39.6,31.9,49.9,100.0,50.0,43.2,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,1,"Last 7 games: 8/28, 1 HR","same-side matchup; pitcher baseline 6.3% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.28,45.59,90.46,102.8645,0.443,0.1465,0.3602,76.35,65.11,35.32,18.96,9.7,0.1148,6.3,39.1,88.6,0.351,0.139,34.5,In From CF,75,Rogers Centre,
95,691406,Junior Caminero,TB,KC,2026-06-23T22:40:00Z,Pre-Game,4,Luinder Avila,679883,R,48.9,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot",57.7,18.4,41.1,94.9,50.0,30.0,Yes,No,4,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 6.0% barrel, 2.8 HR allowed",EV profile; pitcher fly-ball pressure modest,12.25,50.7,92.82,105.299,0.4695,0.204,0.3537,79.55,87.26,43.21,21.32,24.0,0.222,6.05,30.66,86.97,0.3305,0.12,23.66,None,72,Tropicana Field,
96,672640,Otto Lopez,MIA,TEX,2026-06-23T22:40:00Z,Pre-Game,2,Cal Quantrill,615698,R,48.9,Longshot,Watch List,Premium Lineup Spot,34.1,53.6,35.0,100.0,50.0,19.5,Yes,Yes,2,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,24,0,"Last 7 games: 6/24, 0 HR","same-side matchup; pitcher baseline 10.6% barrel, 8.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.89,43.06,89.62,100.8403,0.4424,0.1559,0.3349,72.05,24.87,32.3,22.57,8.0,0.1318,10.61,40.66,88.72,0.4827,0.2073,27.54,None,72,loanDepot park,
97,691788,Joe Mack,MIA,TEX,2026-06-23T22:40:00Z,Pre-Game,7,Cal Quantrill,615698,R,48.9,Longshot,Watch List,Platoon Edge,34.2,53.6,35.0,64.3,80.0,66.0,Yes,Yes,7,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,19,2,Hot streak: 2 HR in last 7 games,"platoon edge; pitcher baseline 10.6% barrel, 8.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.6,37.0,89.1,99.3862,0.4,0.161,0.308,74.6,46.7,53.1,23.5,3.0,0.125,10.61,40.66,88.72,0.4827,0.2073,27.54,None,72,loanDepot park,
98,678218,Brandon Valenzuela,TOR,HOU,2026-06-23T20:07:00Z,Pre-Game,5,Peter Lambert,663567,R,48.8,Longshot,Watch List,Platoon Edge,38.6,31.3,49.9,86.4,75.0,44.1,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,24,1,"Last 7 games: 7/24, 1 HR","switch hitter; pitcher baseline 6.3% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,8.7,39.8,89.7,99.7915,0.443,0.179,0.345,72.8,24.1,43.7,27.2,7.0,0.196,6.3,39.1,88.6,0.351,0.139,34.5,In From CF,75,Rogers Centre,
99,668904,Royce Lewis,MIN,LAD,2026-06-23T23:40:00Z,Scheduled,4,Justin Wrobleski,680736,L,48.8,Longshot,Watch List,"Projected Lineup, Strong Barrel, Premium Lineup Spot, Platoon Edge",43.4,39.5,27.1,90.4,78.0,26.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,29,1,"Last 7 games: 5/29, 1 HR","platoon edge; pitcher baseline 6.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,12.41,41.56,89.03,100.3316,0.3923,0.1691,0.304,74.16,45.12,46.86,31.27,8.8,0.1615,6.25,45.42,90.95,0.4059,0.1458,27.02,,,Target Field,
100,678246,Miguel Vargas,CWS,CLE,2026-06-23T23:40:00Z,Pre-Game,1,Parker Messick,800048,L,48.8,Longshot,Watch List,"Strong Barrel, Premium Lineup Spot, Platoon Edge",53.5,22.7,37.1,93.2,78.0,0.8,Yes,No,1,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,24,0,"Last 7 games: 3/24, 0 HR","platoon edge; pitcher baseline 5.8% barrel, 6.8 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,12.76,43.44,89.91,100.3884,0.491,0.2326,0.3694,73.12,34.94,41.76,35.38,16.0,0.2083,5.8,33.23,87.96,0.3554,0.1219,22.73,In From LF,69,Rate Field,
101,553993,Eugenio Suárez,CIN,MIL,2026-06-23T23:10:00Z,Pre-Game,6,Brandon Sproat,687075,R,48.7,Longshot,Watch List,Good Environment,32.5,39.6,75.3,76.2,50.0,40.9,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,27,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 7.6% barrel, 9.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.96,33.74,87.96,99.1201,0.3657,0.1652,0.2766,71.67,19.01,45.86,30.54,19.6,0.1979,7.6,41.47,89.44,0.4116,0.1577,23.74,Out To RF,78,Great American Ball Park,
102,687515,Colby Thomas,ATH,SF,2026-06-24T01:45:00Z,Scheduled,7,Robbie Ray,592662,L,48.7,Longshot,Watch List,"Projected Lineup, Strong Barrel, Platoon Edge",50.3,57.4,19.3,59.8,78.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,0,11,0,"Last 7 games: 0/11, 0 HR","platoon edge; pitcher baseline 11.1% barrel, 16.4 HR allowed",fly-ball profile; pitcher allows elevated contact,11.76,41.25,91.36,101.5661,0.4021,0.2047,0.2808,75.5,56.41,37.32,38.41,3.2,0.1437,11.07,39.24,89.46,0.4396,0.2045,37.02,,,Oracle Park,
103,641487,J.P. Crawford,SEA,PIT,2026-06-23T22:40:00Z,Pre-Game,1,Mitch Keller,656605,R,48.6,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",27.6,37.2,66.3,93.2,80.0,7.0,Yes,Yes,1,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,0,"Last 7 games: 3/18, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.49,35.61,87.97,98.3728,0.4,0.1466,0.3444,71.38,19.44,35.28,23.17,10.6,0.1484,6.82,41.84,89.05,0.4251,0.1486,21.53,Out To RF,76,PNC Park,
104,663330,Jahmai Jones,DET,NYY,2026-06-23T22:40:00Z,Pre-Game,6,Carlos Rodón,607074,L,48.6,Longshot,Watch List,"Strong Barrel, Platoon Edge",46.7,31.2,50.1,76.2,78.0,9.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,11,0,"Last 7 games: 2/11, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 8.7 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,10.04,47.44,91.43,102.3169,0.4336,0.1877,0.3304,73.04,32.84,47.1,27.92,3.5,0.1419,6.2,38.41,90.21,0.3363,0.1303,27.95,L To R,70,Comerica Park,
