rank,hitter_id,player,team,opponent,game_start_time,game_status,batting_order,pitcher,pitcher_id,pitcher_hand,hr_score,tier,play_type,reason_tags,power_score,pitcher_score,environment_score,lineup_score,platoon_score,recent_form_score,confirmed_lineup,rotowire_confirmed_lineup,rotowire_batting_order,rotowire_player_found,lineup_disagreement,lineup_sources_used,source_warnings,stat_years_used,bvp_pa,bvp_hr,bvp_note,recent_games,recent_hits,recent_abs,recent_hr,recent_form_note,split_matchup_note,pitch_mix_note,barrel_pct,hard_hit_pct,avg_exit_velocity,ev50,xslg,xiso,xwoba,bat_speed,fast_swing_pct,pull_pct,fb_pct,hr_total,iso,pitcher_barrel_pct_allowed,pitcher_hard_hit_pct_allowed,pitcher_avg_exit_velocity_allowed,pitcher_xslg_allowed,pitcher_xiso_allowed,pitcher_fb_pct_allowed,wind_direction,weather_temp,ballpark,odds
181,645277,Ozzie Albies,ATL,SD,2026-06-24T01:40:00Z,Scheduled,4,,,,41.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",17.9,40.2,22.6,90.4,75.0,56.2,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,2,Hot streak: 2 HR in last 7 games,"switch hitter; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.41,29.23,87.36,96.96,0.3835,0.1286,0.3053,68.93,6.09,44.88,30.64,13.2,0.1537,,,,,,,,,Petco Park,
182,656305,Matt Chapman,SF,ATH,2026-06-24T01:45:00Z,Scheduled,7,Aaron Civale,650644,R,41.0,Longshot,Watch List,Projected Lineup,31.4,58.1,19.3,59.8,50.0,18.3,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,26,1,"Last 7 games: 2/26, 1 HR","same-side matchup; pitcher baseline 9.8% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.59,39.9,89.4,100.9656,0.3554,0.1327,0.3064,75.7,57.31,40.6,22.18,11.2,0.1598,9.8,45.33,90.18,0.4741,0.204,32.88,,,Oracle Park,
183,677587,Brayan Rocchio,CLE,CWS,2026-06-23T23:40:00Z,Pre-Game,3,Sean Burke,680732,R,40.9,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",13.7,41.3,37.1,92.1,75.0,24.9,No,No,3,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,28,0,"Last 7 games: 8/28, 0 HR","switch hitter; pitcher baseline 8.2% barrel, 13.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,2.95,32.91,87.02,97.6413,0.3608,0.106,0.309,70.0,7.15,42.87,23.06,5.0,0.1182,8.19,38.22,89.18,0.408,0.1669,30.98,In From LF,69,Rate Field,
184,691458,Blaze Jordan,STL,AZ,2026-06-23T23:45:00Z,Pre-Game,8,Eduardo Rodriguez,593958,L,40.9,Longshot,Watch List,Platoon Edge,32.8,40.9,35.1,52.4,78.0,12.0,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,25,0,"Last 7 games: 5/25, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.8,44.1,89.8,100.3064,0.347,0.126,0.282,73.2,36.4,44.1,17.6,1.0,0.189,8.06,35.55,88.27,0.4433,0.1797,25.79,In From RF,82,Busch Stadium,
185,806198,Cooper Pratt,MIL,CIN,2026-06-23T23:10:00Z,Pre-Game,8,Nick Lodolo,666157,L,40.8,Longshot,Watch List,"Projected Lineup, Good Environment, Platoon Edge",7.0,48.9,75.3,47.9,78.0,34.5,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,20,0,Contact streak: 7/20 over last 7 games,"platoon edge; pitcher baseline 8.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,23.5,86.5,94.5349,0.383,0.049,0.347,68.6,4.9,29.4,11.8,0.0,0.0,8.76,39.87,89.5,0.4692,0.1904,27.8,Out To RF,78,Great American Ball Park,
186,650333,Luis Arraez,SF,ATH,2026-06-24T01:45:00Z,Scheduled,1,Aaron Civale,650644,R,40.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",7.0,58.1,19.3,88.7,80.0,40.3,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,30,1,"Last 7 games: 8/30, 1 HR","platoon edge; pitcher baseline 9.8% barrel, 13.2 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.54,20.62,86.87,94.1386,0.3672,0.0809,0.303,62.95,0.12,29.89,27.12,4.5,0.1168,9.8,45.33,90.18,0.4741,0.204,32.88,,,Oracle Park,
187,669384,Raynel Delgado,HOU,TOR,2026-06-23T20:07:00Z,Pre-Game,9,Shane Bieber,669456,R,40.5,Longshot,Watch List,Platoon Edge,7.1,66.4,49.9,44.8,80.0,24.9,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,14,0,"Last 7 games: 4/14, 0 HR","platoon edge; pitcher baseline 12.3% barrel, 8.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,16.7,87.3,93.8743,0.291,0.038,0.239,71.2,5.0,58.3,16.7,0.0,0.0,12.3,48.2,93.2,0.465,0.204,25.4,In From CF,75,Rogers Centre,
188,671289,Tyler Freeman,COL,BOS,2026-06-24T00:40:00Z,Pre-Game,5,Sonny Gray,543243,R,40.5,Longshot,Watch List,No major boost,15.5,37.8,54.7,86.4,50.0,30.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,8,25,0,Contact streak: 8/25 over last 7 games,"same-side matchup; pitcher baseline 8.1% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.54,36.41,88.49,98.5673,0.3614,0.0873,0.3236,70.67,12.08,36.26,20.24,2.7,0.0905,8.12,38.46,88.83,0.4048,0.1509,20.75,In From RF,82,Coors Field,
189,665750,Leody Taveras,BAL,LAA,2026-06-24T01:38:00Z,Scheduled,5,Ryan Johnson,696270,R,40.5,Longshot,Watch List,"Projected Lineup, Platoon Edge",17.8,46.5,28.2,81.9,75.0,20.9,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,27,0,"Last 7 games: 7/27, 0 HR","switch hitter; pitcher baseline 8.5% barrel, 4.7 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,4.93,32.61,87.73,98.6197,0.3314,0.1075,0.2761,72.32,24.14,33.58,22.56,2.3,0.1158,8.5,40.06,88.87,0.471,0.1882,33.39,,,Angel Stadium,
190,672275,Patrick Bailey,CLE,CWS,2026-06-23T23:40:00Z,Pre-Game,8,Sean Burke,680732,R,40.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",27.8,41.3,37.1,47.9,75.0,45.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,15,0,Contact streak: 7/15 over last 7 games,"switch hitter; pitcher baseline 8.2% barrel, 13.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.37,37.31,89.32,98.7437,0.3624,0.1377,0.2808,72.65,28.4,32.43,25.43,3.2,0.0841,8.19,38.22,89.18,0.408,0.1669,30.98,In From LF,69,Rate Field,
191,678662,Ezequiel Tovar,COL,BOS,2026-06-24T00:40:00Z,Pre-Game,8,Sonny Gray,543243,R,40.4,Longshot,Watch List,No major boost,32.3,37.8,54.7,52.4,50.0,13.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,24,0,"Last 7 games: 5/24, 0 HR","same-side matchup; pitcher baseline 8.1% barrel, 13.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,8.25,36.17,88.35,99.335,0.399,0.1625,0.2952,71.81,19.66,37.12,30.41,6.2,0.1232,8.12,38.46,88.83,0.4048,0.1509,20.75,In From RF,82,Coors Field,
192,685133,Wade Meckler,LAA,BAL,2026-06-24T01:38:00Z,Scheduled,5,Shane Baz,669358,R,40.4,Longshot,Watch List,"Projected Lineup, Platoon Edge",18.4,43.8,28.2,81.9,80.0,17.7,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 8.6% barrel, 13.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.2,27.7,85.9,96.0119,0.391,0.144,0.318,69.3,3.1,33.8,24.6,2.0,0.14,8.59,40.31,89.98,0.4147,0.1581,24.45,,,Angel Stadium,
193,681393,Connor Norby,MIA,TEX,2026-06-23T22:40:00Z,Pre-Game,8,Cal Quantrill,615698,R,40.3,Longshot,Watch List,No major boost,29.4,53.6,35.0,52.4,50.0,13.6,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,19,0,"Last 7 games: 4/19, 0 HR","same-side matchup; pitcher baseline 10.6% barrel, 8.7 HR allowed",fly-ball profile; pitcher fly-ball pressure modest,8.28,36.61,87.39,97.7812,0.3547,0.1529,0.2916,70.14,7.15,40.42,35.28,5.2,0.1275,10.61,40.66,88.72,0.4827,0.2073,27.54,None,72,loanDepot park,
194,691026,Masyn Winn,STL,AZ,2026-06-23T23:45:00Z,Pre-Game,6,Eduardo Rodriguez,593958,L,40.3,Longshot,Watch List,Platoon Edge,14.0,40.9,35.1,76.2,78.0,59.3,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,11,28,1,Contact streak: 11/28 over last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.82,34.04,87.88,98.5835,0.3379,0.0839,0.3007,70.68,11.77,31.9,18.31,4.8,0.0988,8.06,35.55,88.27,0.4433,0.1797,25.79,In From RF,82,Busch Stadium,
195,807713,Matt Shaw,CHC,NYM,2026-06-23T23:10:00Z,Pre-Game,6,Kodai Senga,673540,R,40.2,Longshot,Watch List,Projected Lineup,19.1,48.3,36.3,71.7,50.0,46.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,23,1,"Last 7 games: 7/23, 1 HR","same-side matchup; pitcher baseline 10.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.74,34.09,86.3,97.3901,0.3715,0.1303,0.2964,68.97,8.28,33.9,24.3,6.7,0.1799,10.66,38.92,89.18,0.4073,0.1711,31.22,In From LF,71,Citi Field,
196,621020,Dansby Swanson,CHC,NYM,2026-06-23T23:10:00Z,Pre-Game,9,Kodai Senga,673540,R,40.2,Longshot,Watch List,Projected Lineup,34.5,48.3,36.3,40.2,50.0,32.9,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,23,1,"Last 7 games: 5/23, 1 HR","same-side matchup; pitcher baseline 10.7% barrel, 8.5 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,7.85,42.27,89.59,99.6954,0.3727,0.1575,0.3037,71.18,8.01,44.96,31.01,12.8,0.1513,10.66,38.92,89.18,0.4073,0.1711,31.22,In From LF,71,Citi Field,
197,642086,Dominic Smith,ATL,SD,2026-06-24T01:40:00Z,Scheduled,5,,,,39.7,Longshot,Watch List,Projected Lineup,27.5,41.2,22.6,81.9,60.0,10.1,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,16,0,"Last 7 games: 3/16, 0 HR","handedness incomplete; pitcher baseline 0.0% barrel, 0.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.51,35.22,88.05,98.2977,0.4274,0.1562,0.3263,68.47,4.73,32.73,30.99,5.7,0.1449,,,,,,,,,Petco Park,
198,687401,Joey Ortiz,MIL,CIN,2026-06-23T23:10:00Z,Pre-Game,9,Nick Lodolo,666157,L,39.6,Longshot,Watch List,"Projected Lineup, Good Environment, Platoon Edge",10.9,48.9,75.3,40.2,78.0,5.7,No,No,9,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 8.8% barrel, 12.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.0,33.01,86.79,98.2396,0.3081,0.0715,0.2862,72.26,21.88,29.39,20.87,2.8,0.0611,8.76,39.87,89.5,0.4692,0.1904,27.8,Out To RF,78,Great American Ball Park,
199,665966,Carlos Narvaez,BOS,COL,2026-06-24T00:40:00Z,Pre-Game,6,Sean Sullivan,807743,L,39.3,Longshot,Watch List,"Projected Lineup, Platoon Edge",30.4,16.6,54.7,71.7,78.0,0.0,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,18,0,"Last 7 games: 1/18, 0 HR","platoon edge; pitcher baseline 0.0% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.93,40.89,91.03,100.252,0.3425,0.1256,0.2811,71.74,18.19,31.6,25.9,5.9,0.1136,0.0,28.6,86.3,0.231,0.092,57.1,In From RF,82,Coors Field,
200,805779,Jacob Wilson,ATH,SF,2026-06-24T01:45:00Z,Scheduled,4,Robbie Ray,592662,L,39.1,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",2.6,57.4,19.3,90.4,78.0,37.8,No,No,4,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,28,1,"Last 7 games: 7/28, 1 HR","platoon edge; pitcher baseline 11.1% barrel, 16.4 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,1.85,27.15,84.25,95.6504,0.3437,0.0779,0.2851,64.04,0.3,32.74,20.39,6.7,0.1183,11.07,39.24,89.46,0.4396,0.2045,37.02,,,Oracle Park,
201,656775,Cedric Mullins,TB,KC,2026-06-23T22:40:00Z,Pre-Game,3,Luinder Avila,679883,R,38.8,Longshot,Watch List,"Premium Lineup Spot, Platoon Edge",19.0,18.4,41.1,96.6,80.0,24.0,Yes,No,3,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,25,0,"Last 7 games: 7/25, 0 HR","platoon edge; pitcher baseline 6.0% barrel, 2.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.24,32.4,88.31,97.9156,0.3134,0.1218,0.2679,70.68,8.69,44.34,32.08,9.3,0.1281,6.05,30.66,86.97,0.3305,0.12,23.66,None,72,Tropicana Field,
202,677649,Ezequiel Duran,TEX,MIA,2026-06-23T22:40:00Z,Pre-Game,5,Sandy Alcantara,645261,R,38.5,Longshot,Watch List,No major boost,19.5,34.9,35.0,86.4,50.0,36.7,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,25,2,Hot streak: 2 HR in last 7 games,"same-side matchup; pitcher baseline 6.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.91,35.87,88.24,99.1003,0.3475,0.1041,0.2897,72.34,24.9,35.24,19.69,4.2,0.1327,6.92,38.49,88.74,0.3975,0.1358,24.66,None,72,loanDepot park,
203,665877,José Fermín,STL,AZ,2026-06-23T23:45:00Z,Pre-Game,5,Eduardo Rodriguez,593958,L,38.3,Longshot,Watch List,Platoon Edge,7.6,40.9,35.1,86.4,78.0,32.0,Yes,Yes,5,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,7,21,0,Contact streak: 7/21 over last 7 games,"platoon edge; pitcher baseline 8.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.77,30.87,86.05,96.2751,0.3334,0.0822,0.2921,67.79,3.51,48.11,21.79,1.7,0.113,8.06,35.55,88.27,0.4433,0.1797,25.79,In From RF,82,Busch Stadium,
204,655316,Andruw Monasterio,BOS,COL,2026-06-24T00:40:00Z,Pre-Game,5,Sean Sullivan,807743,L,38.0,Longshot,Watch List,"Projected Lineup, Platoon Edge",22.0,16.6,54.7,81.9,78.0,2.0,No,No,5,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,15,0,"Last 7 games: 2/15, 0 HR","platoon edge; pitcher baseline 0.0% barrel, 2.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,5.65,36.57,87.7,97.8752,0.3511,0.1215,0.2751,68.89,3.11,40.41,31.55,2.6,0.1446,0.0,28.6,86.3,0.231,0.092,57.1,In From RF,82,Coors Field,
205,696135,Kahlil Watson,CLE,CWS,2026-06-23T23:40:00Z,Pre-Game,7,Sean Burke,680732,R,37.9,Longshot,Watch List,"Projected Lineup, Platoon Edge",19.6,42.8,37.1,59.8,80.0,0.0,No,No,7,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,5,1,13,0,"Last 5 games: 1/13, 0 HR","platoon edge; pitcher baseline 8.2% barrel, 13.9 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,0.0,40.0,91.3,95.7019,0.113,0.019,0.089,73.1,29.4,20.0,20.0,0.0,0.0,8.19,38.22,89.18,0.408,0.1669,30.98,In From LF,69,Rate Field,
206,686780,Pedro Pagés,STL,AZ,2026-06-23T23:45:00Z,Pre-Game,9,Eduardo Rodriguez,593958,L,37.9,Longshot,Watch List,Platoon Edge,26.4,40.9,35.1,44.8,78.0,16.6,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,13,0,"Last 7 games: 3/13, 0 HR","platoon edge; pitcher baseline 8.1% barrel, 13.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.49,37.55,87.3,99.2734,0.3631,0.1404,0.2758,72.46,22.05,37.11,28.74,6.1,0.1393,8.06,35.55,88.27,0.4433,0.1797,25.79,In From RF,82,Busch Stadium,
207,695731,Braden Montgomery,CWS,CLE,2026-06-23T23:40:00Z,Pre-Game,6,Parker Messick,800048,L,37.4,Longshot,Watch List,Platoon Edge,24.4,21.9,37.1,76.2,75.0,21.1,Yes,No,5,Yes,Yes,MLB Stats API; RotoWire,RotoWire not confirmed; order MLB 6 vs RotoWire 5,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,23,0,"Last 7 games: 6/23, 0 HR","switch hitter; pitcher baseline 5.8% barrel, 6.8 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,6.5,35.5,88.7,98.4018,0.372,0.121,0.297,70.6,16.9,35.5,25.8,1.0,0.19,5.8,33.23,87.96,0.3554,0.1219,22.73,In From LF,69,Rate Field,
208,660710,Rodolfo Duran,SD,ATL,2026-06-24T01:40:00Z,Scheduled,8,JR Ritchie,702275,R,37.4,Longshot,Watch List,"Projected Lineup, Strong Barrel",40.9,38.6,22.6,47.9,50.0,0.0,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,1,21,0,"Last 7 games: 1/21, 0 HR","same-side matchup; pitcher baseline 7.0% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,13.2,34.2,87.5,98.609,0.384,0.195,0.301,73.6,37.4,39.5,31.6,3.0,0.218,7.0,40.0,89.3,0.408,0.163,30.0,,,Petco Park,
209,687282,Gabriel Rincones,PHI,WSH,2026-06-23T22:45:00Z,Pre-Game,8,PJ Poulin,676571,L,37.2,Longshot,Watch List,Projected Lineup,18.9,50.4,45.2,47.9,50.0,18.3,No,No,8,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,6,1,19,1,"Last 6 games: 1/19, 1 HR","same-side matchup; pitcher baseline 8.7% barrel, 3.4 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,7.1,28.6,82.5,95.9225,0.224,0.129,0.134,76.4,68.3,21.4,28.6,1.0,0.158,8.7,46.59,91.33,0.4353,0.1797,28.7,In From CF,72,Nationals Park,
210,543309,Kyle Higashioka,TEX,MIA,2026-06-23T22:40:00Z,Pre-Game,8,Sandy Alcantara,645261,R,37.1,Longshot,Watch List,No major boost,31.4,34.9,35.0,52.4,50.0,25.3,Yes,Yes,8,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,18,1,"Last 7 games: 3/18, 1 HR","same-side matchup; pitcher baseline 6.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,9.72,37.21,88.13,98.669,0.373,0.1428,0.2978,70.9,11.14,43.19,28.11,6.8,0.1487,6.92,38.49,88.74,0.3975,0.1358,24.66,None,72,loanDepot park,
211,696285,Jacob Young,WSH,PHI,2026-06-23T22:45:00Z,Pre-Game,6,Jesús Luzardo,666200,L,37.1,Longshot,Watch List,Platoon Edge,20.7,22.2,45.2,76.2,78.0,10.6,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,4,21,0,"Last 7 games: 4/21, 0 HR","platoon edge; pitcher baseline 6.5% barrel, 11.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,4.98,35.67,88.72,98.7071,0.3759,0.116,0.304,69.14,2.65,33.88,23.23,6.2,0.1232,6.49,31.36,86.96,0.3459,0.1193,22.22,In From CF,72,Nationals Park,
212,593428,Xander Bogaerts,SD,ATL,2026-06-24T01:40:00Z,Scheduled,6,JR Ritchie,702275,R,37.0,Longshot,Watch List,Projected Lineup,27.2,38.6,22.6,71.7,50.0,16.1,No,No,6,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,22,0,"Last 7 games: 5/22, 0 HR","same-side matchup; pitcher baseline 7.0% barrel, 7.0 HR allowed",neutral batted-ball profile; pitcher allows elevated contact,6.55,37.59,88.3,99.577,0.3899,0.139,0.3221,72.06,25.79,46.88,23.83,8.9,0.1161,7.0,40.0,89.3,0.408,0.163,30.0,,,Petco Park,
213,696030,Alejandro Osuna,TEX,MIA,2026-06-23T22:40:00Z,Pre-Game,6,Sandy Alcantara,645261,R,36.9,Longshot,Watch List,Platoon Edge,13.7,34.9,35.0,76.2,80.0,17.7,Yes,Yes,6,Yes,No,MLB Stats API; RotoWire,,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,5,21,0,"Last 7 games: 5/21, 0 HR","platoon edge; pitcher baseline 6.9% barrel, 15.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,1.8,33.71,88.41,98.867,0.338,0.0738,0.3263,71.9,24.87,27.15,12.85,0.6,0.045,6.92,38.49,88.74,0.3975,0.1358,24.66,None,72,loanDepot park,
214,668885,Austin Martin,MIN,LAD,2026-06-23T23:40:00Z,Scheduled,1,Justin Wrobleski,680736,L,36.8,Longshot,Watch List,"Projected Lineup, Premium Lineup Spot, Platoon Edge",11.0,39.5,27.1,88.7,78.0,3.4,No,No,1,Yes,Yes,RotoWire projected lineup; MLB probable pitchers,lineup projected / unconfirmed,H:2026/2025 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,2,14,0,"Last 7 games: 2/14, 0 HR","platoon edge; pitcher baseline 6.2% barrel, 6.0 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,3.4,31.46,86.55,97.1955,0.3449,0.0953,0.3198,68.76,3.64,38.41,22.24,1.7,0.0823,6.25,45.42,90.95,0.4059,0.1458,27.02,,,Target Field,
215,695490,Edwin Arroyo,CIN,MIL,2026-06-23T23:10:00Z,Pre-Game,9,Brandon Sproat,687075,R,36.6,Longshot,Watch List,"Good Environment, Platoon Edge",6.6,38.6,75.3,44.8,75.0,16.6,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,6,26,0,"Last 7 games: 6/26, 0 HR","switch hitter; pitcher baseline 7.6% barrel, 9.1 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,0.0,23.7,86.7,95.2951,0.339,0.055,0.307,69.7,9.4,50.0,18.4,0.0,0.04,7.6,41.47,89.44,0.4116,0.1577,23.74,Out To RF,78,Great American Ball Park,
216,806068,Colt Emerson,SEA,PIT,2026-06-23T22:40:00Z,Pre-Game,9,Mitch Keller,656605,R,36.5,Longshot,Watch List,Platoon Edge,11.8,37.2,66.3,44.8,80.0,5.7,Yes,Yes,9,Yes,No,MLB Stats API; RotoWire,,H:2026 P:2026/2025,,,Direct BvP not yet weighted; 2026/2025 Statcast baseline active,7,3,19,0,"Last 7 games: 3/19, 0 HR","platoon edge; pitcher baseline 6.8% barrel, 11.2 HR allowed",neutral batted-ball profile; pitcher fly-ball pressure modest,5.0,28.3,85.9,96.306,0.26,0.097,0.228,72.7,27.5,46.7,18.3,6.0,0.272,6.82,41.84,89.05,0.4251,0.1486,21.53,Out To RF,76,PNC Park,
